term,estimate,se,tvalue,pvalue_two_sided,ci_low,ci_high,pvalue_one_sided_positive,n,reference_df,cluster,n_clusters
post_X_treated,0.03423286754775956,0.01376390093188285,2.487148644644933,0.012886986934819822,0.007254133349743081,0.06121160174577604,0.006443493467409911,79578,16458.0,member_id,16459
post_X_incidence,-0.05581136515407996,0.007073596688664235,-7.890097161394605,3.3306690738754696e-15,-0.06967637957345767,-0.04194635073470226,0.9999999999999983,79578,16458.0,member_id,16459
post_X_treated_X_incidence,-0.030517858984707425,0.015812540102813306,-1.9299782821912215,0.05362669262322628,-0.06151214748914516,0.00047642951973030437,0.9731866536883869,79578,16458.0,member_id,16459
post_X_baseline_novelty,-0.1667953082646282,0.005496844559126663,-30.34382844020763,0.0,-0.17756971800663474,-0.1560208985226217,1.0,79578,16458.0,member_id,16459
post_X_treated_X_baseline_novelty,-0.020016837356876854,0.012884977543514873,-1.55350192030032,0.12032249899459946,-0.0452727866705389,0.00523911195678519,0.9398387505027003,79578,16458.0,member_id,16459
post_X_incidence_X_baseline_novelty,0.028403028020233163,0.00657506304453727,4.319810749773894,1.5707798467490264e-05,0.015515193452718143,0.04129086258774818,7.853899233745132e-06,79578,16458.0,member_id,16459
post_X_treated_X_incidence_X_baseline_novelty,0.022926936029348616,0.015213551149755797,1.5070075226793207,0.13182792213174443,-0.00689326935489943,0.05274714141359666,0.06591396106587222,79578,16458.0,member_id,16459
