member_id,dept_id,closure_start,novelty_pre_mean,novelty_pre_selected_for_heterogeneity,novelty_pre_high,novelty_pre_group,novelty_pre_split_rule,novelty_pre_threshold_low,novelty_pre_threshold_high
34432,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
40542,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
41938,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
42687,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
43892,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
47776,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
55923,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
56389,124,2021-07-22,0.8333333333333333,1,1,high,median_full_sample,0.5,0.5
59119,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
60551,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
70261,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
70695,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
74282,124,2021-07-22,0.6666666666666666,1,1,high,median_full_sample,0.5,0.5
77996,124,2021-07-22,0.9,1,1,high,median_full_sample,0.5,0.5
85326,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
85838,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
95969,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
96263,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
98271,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
102334,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
102845,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
111684,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
113310,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
117537,124,2021-07-22,0.5833333333333333,1,1,high,median_full_sample,0.5,0.5
117878,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
118660,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
122308,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
127955,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
129685,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
135190,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
135448,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
136490,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
137825,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
139352,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
140727,124,2021-07-22,0.7083333333333333,1,1,high,median_full_sample,0.5,0.5
141622,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
142770,124,2021-07-22,0.25,1,0,baseline,median_full_sample,0.5,0.5
143935,124,2021-07-22,0.9,1,1,high,median_full_sample,0.5,0.5
151840,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
152623,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
152887,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
160104,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
163150,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
163728,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
179060,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
182862,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
182964,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
185247,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
187871,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
193608,124,2021-07-22,0.25,1,0,baseline,median_full_sample,0.5,0.5
198061,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
198177,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
198560,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
200165,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
205124,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
210932,124,2021-07-22,0.5833333333333333,1,1,high,median_full_sample,0.5,0.5
213130,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
213726,124,2021-07-22,0.6666666666666666,1,1,high,median_full_sample,0.5,0.5
219933,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
220101,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
222798,124,2021-07-22,0.625,1,1,high,median_full_sample,0.5,0.5
224555,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
226663,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
229134,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
232833,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
237614,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
239046,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
243685,124,2021-07-22,0.3333333333333333,1,0,baseline,median_full_sample,0.5,0.5
251267,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
251888,124,2021-07-22,0.6666666666666666,1,1,high,median_full_sample,0.5,0.5
258361,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
259416,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
260098,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
262023,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
262216,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
266028,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
284838,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
288202,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
299350,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
300592,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
305777,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
309652,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
310297,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
310546,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
324364,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
332596,124,2021-07-22,0.65,1,1,high,median_full_sample,0.5,0.5
334641,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
350534,124,2021-07-22,0.6666666666666666,1,1,high,median_full_sample,0.5,0.5
351188,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
352615,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
378236,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
382613,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
390139,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
394115,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
397179,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
398456,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
401368,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
402199,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
402794,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
403641,124,2021-07-22,0.8333333333333333,1,1,high,median_full_sample,0.5,0.5
406474,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
406574,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
410492,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
410951,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
412785,124,2021-07-22,0.8333333333333333,1,1,high,median_full_sample,0.5,0.5
419793,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
427747,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
428996,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
429902,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
432557,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
434342,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
439131,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
441010,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
443337,124,2021-07-22,0.9,1,1,high,median_full_sample,0.5,0.5
447727,124,2021-07-22,0.3333333333333333,1,0,baseline,median_full_sample,0.5,0.5
449693,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
450249,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
462252,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
464774,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
464936,124,2021-07-22,0.3333333333333333,1,0,baseline,median_full_sample,0.5,0.5
471733,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
476084,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
477642,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
478612,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
480949,124,2021-07-22,0.8333333333333333,1,1,high,median_full_sample,0.5,0.5
481176,124,2021-07-22,0.8333333333333333,1,1,high,median_full_sample,0.5,0.5
487445,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
491649,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
492132,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
499294,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
499862,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
507750,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
511390,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
513884,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
514730,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
517238,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
518314,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
521546,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
522552,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
527311,124,2021-07-22,0.6666666666666666,1,1,high,median_full_sample,0.5,0.5
529228,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
534042,124,2021-07-22,0.6,1,1,high,median_full_sample,0.5,0.5
534334,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
540089,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
545798,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
549268,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
549976,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
551408,124,2021-07-22,0.8333333333333333,1,1,high,median_full_sample,0.5,0.5
552524,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
554437,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
567603,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
571490,124,2021-07-22,0.25,1,0,baseline,median_full_sample,0.5,0.5
572960,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
576704,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
577923,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
579433,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
580495,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
581637,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
582820,124,2021-07-22,0.875,1,1,high,median_full_sample,0.5,0.5
583874,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
587064,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
587070,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
587994,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
591540,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
594490,124,2021-07-22,0.35,1,0,baseline,median_full_sample,0.5,0.5
595403,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
598190,124,2021-07-22,0.8333333333333333,1,1,high,median_full_sample,0.5,0.5
598192,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
606162,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
610679,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
611577,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
615415,124,2021-07-22,0.8,1,1,high,median_full_sample,0.5,0.5
616014,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
623154,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
623988,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
627472,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
629259,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
631791,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
632307,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
632309,124,2021-07-22,0.25,1,0,baseline,median_full_sample,0.5,0.5
632990,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
633784,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
641810,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
650686,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
653606,124,2021-07-22,0.3333333333333333,1,0,baseline,median_full_sample,0.5,0.5
657472,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
660397,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
666904,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
669139,124,2021-07-22,0.875,1,1,high,median_full_sample,0.5,0.5
669979,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
670999,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
679264,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
682898,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
683869,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
686120,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
687248,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
688209,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
703147,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
704246,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
704308,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
704362,124,2021-07-22,0.25,1,0,baseline,median_full_sample,0.5,0.5
705976,124,2021-07-22,0.5416666666666667,1,1,high,median_full_sample,0.5,0.5
708502,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
717609,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
718723,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
724994,124,2021-07-22,0.3333333333333333,1,0,baseline,median_full_sample,0.5,0.5
728719,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
731819,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
731843,124,2021-07-22,0.6666666666666666,1,1,high,median_full_sample,0.5,0.5
734689,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
739204,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
740889,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
741294,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
742773,124,2021-07-22,0.25,1,0,baseline,median_full_sample,0.5,0.5
744400,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
744777,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
749191,124,2021-07-22,0.8333333333333333,1,1,high,median_full_sample,0.5,0.5
752103,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
761254,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
763909,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
764331,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
764527,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
765808,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
765851,124,2021-07-22,0.6666666666666666,1,1,high,median_full_sample,0.5,0.5
766205,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
774501,124,2021-07-22,0.25,1,0,baseline,median_full_sample,0.5,0.5
777747,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
778250,124,2021-07-22,0.25,1,0,baseline,median_full_sample,0.5,0.5
779513,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
779685,124,2021-07-22,0.9,1,1,high,median_full_sample,0.5,0.5
782065,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
789946,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
791043,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
794040,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
798336,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
800588,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
801012,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
801013,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
801380,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
807117,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
79,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
259,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
1790,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
5321,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
10893,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
12976,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
18032,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
24677,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
30004,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
32914,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
38122,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
49332,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
56999,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
61590,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
71801,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
90326,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
90849,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
91506,124,2021-07-22,0.6666666666666666,1,1,high,median_full_sample,0.5,0.5
97653,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
98107,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
103407,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
105018,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
106608,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
136647,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
143924,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
147455,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
163148,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
165498,124,2021-07-22,0.6666666666666666,1,1,high,median_full_sample,0.5,0.5
165587,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
166826,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
175051,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
177993,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
184945,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
204427,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
217597,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
219291,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
223165,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
232636,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
234025,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
246777,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
248245,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
260714,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
264683,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
265508,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
269244,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
283566,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
285713,124,2021-07-22,0.6666666666666666,1,1,high,median_full_sample,0.5,0.5
296879,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
298174,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
301246,124,2021-07-22,0.6666666666666666,1,1,high,median_full_sample,0.5,0.5
306848,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
307504,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
313940,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
317488,124,2021-07-22,0.6666666666666666,1,1,high,median_full_sample,0.5,0.5
322531,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
332194,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
335026,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
335741,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
343580,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
347290,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
356956,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
365912,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
370834,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
371918,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
375108,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
375800,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
384844,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
386423,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
390370,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
406418,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
410072,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
412147,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
428017,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
436662,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
441574,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
444121,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
458032,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
460882,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
462901,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
468457,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
469243,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
477778,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
479056,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
487719,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
493075,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
495610,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
499052,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
499314,124,2021-07-22,0.6666666666666666,1,1,high,median_full_sample,0.5,0.5
501912,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
510223,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
528664,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
534925,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
542141,124,2021-07-22,0.75,1,1,high,median_full_sample,0.5,0.5
542660,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
542700,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
547470,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
549388,124,2021-07-22,0.8333333333333334,1,1,high,median_full_sample,0.5,0.5
552757,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
553097,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
560822,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
573643,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
591426,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
619052,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
619598,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
619790,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
623647,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
630568,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
631285,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
646401,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
652076,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
655679,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
658145,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
665515,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
673775,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
673925,124,2021-07-22,0.0,1,0,baseline,median_full_sample,0.5,0.5
680212,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
684659,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
698197,124,2021-07-22,0.5,1,0,baseline,median_full_sample,0.5,0.5
699829,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
703397,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
704176,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
710810,124,2021-07-22,0.3333333333333333,1,0,baseline,median_full_sample,0.5,0.5
714141,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
724064,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
731243,124,2021-07-22,1.0,1,1,high,median_full_sample,0.5,0.5
