outcome,term,rel_t,coef,se_crv1,pvalue_crv1,ci_low,ci_high,cluster,clusters
new_campaigns_per_day,rt_m4_X_treated_X_high,-4,0.00073751061008198,0.0009507387472864599,0.43791669315965676,-0.001125959273768512,0.002600980493932472,member_id,40148
new_campaigns_per_day,rt_m3_X_treated_X_high,-3,-0.00019273981243913413,0.0009016861012780166,0.8307392907161947,-0.001960065378178258,0.0015745857532999895,member_id,40148
new_campaigns_per_day,rt_m2_X_treated_X_high,-2,0.00023346762239809075,0.0007292447341839376,0.7488563725961634,-0.001195868884593853,0.0016628041293900344,member_id,40148
new_campaigns_per_day,rt_p0_X_treated_X_high,0,0.0043191323393720095,0.0008778115159554879,8.673488756451871e-07,0.0025986015117930067,0.006039663166951013,member_id,40148
new_campaigns_per_day,rt_p1_X_treated_X_high,1,0.0030569301078322113,0.0009889037761356694,0.0019946486820259586,0.0011186558867442064,0.004995204328920216,member_id,40148
new_campaigns_per_day,rt_p2_X_treated_X_high,2,0.0014990910745050576,0.000945467196686921,0.11284796692175378,-0.0003540464485244704,0.0033522285975345857,member_id,40148
new_campaigns_per_day,rt_p3_X_treated_X_high,3,0.0022181446411411836,0.0009568597912843401,0.02044616264088224,0.00034267736980613927,0.004093611912476228,member_id,40148
new_campaigns_per_day,rt_p4_X_treated_X_high,4,0.00030867430035947524,0.0010107312088701481,0.7600653735851948,-0.0016723821925761482,0.0022897307932950987,member_id,40148
