spec,term,n,r2_within,coef,se,pvalue,group
binary_collapsed,post_X_treated,4629,0.002274174000238105,0.0756332903565318,0.04898498360658583,0.12285230075206921,binary
binary_collapsed,post_X_disp,4629,0.002274174000238105,0.06815584835889428,0.027965798878351288,0.01495097482584451,binary
binary_collapsed,post_X_treated_X_disp,4629,0.002274174000238105,-0.07499109142375582,0.06256918696060282,0.23094950741181397,binary
score_collapsed,post_X_treated,4629,0.0013156861128928998,0.06504754812616566,0.041753527071223304,0.11952483792754176,score
score_collapsed,post_X_score,4629,0.0013156861128928998,0.06968179076347115,0.04338972790397223,0.10855036084708125,score
score_collapsed,post_X_treated_X_score,4629,0.0013156861128928998,-0.1316086133166802,0.10159112139110192,0.19540857416109914,score
event_att,"C(rel_t, contr.treatment(base=-1))[-4]:treated",4629,0.002708398812150792,-0.11713924571186643,0.06206957667076953,0.05937370423217736,event_study
event_att,"C(rel_t, contr.treatment(base=-1))[-3]:treated",4629,0.002708398812150792,-0.0072380130530782655,0.06318708837143228,0.9088220212070846,event_study
event_att,"C(rel_t, contr.treatment(base=-1))[-2]:treated",4629,0.002708398812150792,-0.05880076716857641,0.056845275085418784,0.3011595986098383,event_study
event_att,"C(rel_t, contr.treatment(base=-1))[1]:treated",4629,0.002708398812150792,-0.06562686311144682,0.06648698918281264,0.3238126215877173,event_study
event_att,"C(rel_t, contr.treatment(base=-1))[2]:treated",4629,0.002708398812150792,-0.02482458480312137,0.06435996962984296,0.6997770497705567,event_study
event_att,"C(rel_t, contr.treatment(base=-1))[3]:treated",4629,0.002708398812150792,0.031372553764578336,0.06590938137095001,0.6341652672675071,event_study
event_att,"C(rel_t, contr.treatment(base=-1))[4]:treated",4629,0.002708398812150792,0.03105969064051986,0.06149232393336166,0.6135832250056832,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-4]:treated",4629,0.008431258267488029,-0.1203365192967802,0.08948711590687891,0.17896727644162214,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-3]:treated",4629,0.008431258267488029,-0.038857695893001566,0.10184419710357019,0.7028703806015293,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-2]:treated",4629,0.008431258267488029,-0.04904390321085942,0.08681545044425983,0.5722339026006167,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[1]:treated",4629,0.008431258267488029,-0.04615062688176373,0.10015401280434899,0.6450288932600641,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[2]:treated",4629,0.008431258267488029,-0.004618894477928129,0.09122237206979748,0.9596261973973592,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[3]:treated",4629,0.008431258267488029,0.0035595235100531063,0.09332655240236414,0.9695820501522403,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[4]:treated",4629,0.008431258267488029,0.10609407673796609,0.08615328930374667,0.21839567841644647,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-4]:treated_X_disp",4629,0.008431258267488029,0.010624840979261299,0.12402806914626825,0.9317473113121504,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-3]:treated_X_disp",4629,0.008431258267488029,0.04778949269109223,0.1280287431924124,0.7090129114510011,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-2]:treated_X_disp",4629,0.008431258267488029,-0.020658966479063925,0.1142011241951751,0.856477040492841,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[1]:treated_X_disp",4629,0.008431258267488029,-0.03889237086238924,0.13133761326242502,0.7671862605562576,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[2]:treated_X_disp",4629,0.008431258267488029,-0.05397061611914108,0.12885768132227066,0.6754095469557244,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[3]:treated_X_disp",4629,0.008431258267488029,0.06452367932346263,0.1312849390812133,0.6231790876620096,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[4]:treated_X_disp",4629,0.008431258267488029,-0.191834791832353,0.12226377937614154,0.1169086645295514,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-4]:disp_binary",4629,0.008431258267488029,-0.011506191882755467,0.0494994473785875,0.8162278441324109,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-3]:disp_binary",4629,0.008431258267488029,0.07022346111809383,0.04960690074964678,0.1571551463663865,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-2]:disp_binary",4629,0.008431258267488029,0.05018045111127335,0.04982914449564794,0.31411570616669793,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[1]:disp_binary",4629,0.008431258267488029,0.03500046541713307,0.05041016645588989,0.48762129789506337,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[2]:disp_binary",4629,0.008431258267488029,0.13007949513112413,0.051344416192716846,0.011421700668441392,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[3]:disp_binary",4629,0.008431258267488029,0.05702892057435042,0.05391506198561563,0.29038223256899354,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[4]:disp_binary",4629,0.008431258267488029,0.1460970721895011,0.05210039045217369,0.005127174569517612,event_study
event_score_C,"C(rel_t, contr.treatment(base=-1))[-4]:treated",4629,0.006820981839438356,-0.12266748968353687,0.07526046067088486,0.10338641694469564,event_study
event_score_C,"C(rel_t, contr.treatment(base=-1))[-3]:treated",4629,0.006820981839438356,-0.0282157742371265,0.08573918182516385,0.7421468410868153,event_study
event_score_C,"C(rel_t, contr.treatment(base=-1))[-2]:treated",4629,0.006820981839438356,-0.07727162539719935,0.07770699722554875,0.32023199211663833,event_study
event_score_C,"C(rel_t, contr.treatment(base=-1))[1]:treated",4629,0.006820981839438356,-0.05558443855493249,0.0826181368508638,0.5012134181344483,event_study
event_score_C,"C(rel_t, contr.treatment(base=-1))[2]:treated",4629,0.006820981839438356,-0.012646767712093925,0.07623021871746838,0.8682620750449681,event_study
event_score_C,"C(rel_t, contr.treatment(base=-1))[3]:treated",4629,0.006820981839438356,0.0025576104487405136,0.07861745954419845,0.9740529854130515,event_study
event_score_C,"C(rel_t, contr.treatment(base=-1))[4]:treated",4629,0.006820981839438356,0.06391195027585916,0.0717645408673418,0.37333570658231574,event_study
event_score_C,"C(rel_t, contr.treatment(base=-1))[-4]:treated_X_score",4629,0.006820981839438356,0.029960168584073476,0.18549030329890218,0.8717122803566559,event_study
event_score_C,"C(rel_t, contr.treatment(base=-1))[-3]:treated_X_score",4629,0.006820981839438356,0.06599874108340621,0.20186434202465098,0.7437663160193186,event_study
event_score_C,"C(rel_t, contr.treatment(base=-1))[-2]:treated_X_score",4629,0.006820981839438356,0.06896561792765799,0.19622589267852286,0.72530534812722,event_study
event_score_C,"C(rel_t, contr.treatment(base=-1))[1]:treated_X_score",4629,0.006820981839438356,-0.06672989303824034,0.20190214008224208,0.7410758456682682,event_study
event_score_C,"C(rel_t, contr.treatment(base=-1))[2]:treated_X_score",4629,0.006820981839438356,-0.09808237803422477,0.19404297930506043,0.6133244340301469,event_study
event_score_C,"C(rel_t, contr.treatment(base=-1))[3]:treated_X_score",4629,0.006820981839438356,0.17868306761698288,0.21087570928927693,0.39697724509087573,event_study
event_score_C,"C(rel_t, contr.treatment(base=-1))[4]:treated_X_score",4629,0.006820981839438356,-0.3065240978240815,0.18479659084533284,0.09743805102141856,event_study
event_score_C,"C(rel_t, contr.treatment(base=-1))[-4]:displacement_prob_centered",4629,0.006820981839438356,-0.02964085924416741,0.07315515096524118,0.6854196099888834,event_study
event_score_C,"C(rel_t, contr.treatment(base=-1))[-3]:displacement_prob_centered",4629,0.006820981839438356,0.08242599682138974,0.0854290768324842,0.33481776099951954,event_study
event_score_C,"C(rel_t, contr.treatment(base=-1))[-2]:displacement_prob_centered",4629,0.006820981839438356,0.025438745475919476,0.0795603965831291,0.7492206605121035,event_study
event_score_C,"C(rel_t, contr.treatment(base=-1))[1]:displacement_prob_centered",4629,0.006820981839438356,0.006182122232209288,0.07425554593087097,0.9336630553012952,event_study
event_score_C,"C(rel_t, contr.treatment(base=-1))[2]:displacement_prob_centered",4629,0.006820981839438356,0.12818900495875366,0.07916502252484368,0.10565606735911848,event_study
event_score_C,"C(rel_t, contr.treatment(base=-1))[3]:displacement_prob_centered",4629,0.006820981839438356,0.04097528570120513,0.07797399156517411,0.5993341361011355,event_study
event_score_C,"C(rel_t, contr.treatment(base=-1))[4]:displacement_prob_centered",4629,0.006820981839438356,0.15996694342950046,0.07825589632884755,0.04115864638464983,event_study
