group,rel_t,mean,std
control,-4,0.5308688597963523,0.42530431557670234
control,-3,0.48690697509715913,0.424989911996364
control,-2,0.4555176336746302,0.43183941060189
control,-1,0.4090975116837186,0.4179426832711628
control,0,0.12046820797855566,0.2990366050947799
control,1,0.3800966183574879,0.41933683563768503
control,2,0.5078233486943164,0.4090347956743623
control,3,0.5025257549630808,0.4307885626503101
control,4,0.3869296628308644,0.41619438243219403
treatment,-4,0.5298232695139912,0.4355049931004657
treatment,-3,0.4603960396039604,0.4405794888877634
treatment,-2,0.47680412371134023,0.45633755312293245
treatment,-1,0.44833333333333336,0.46195691899931296
treatment,0,0.029605263157894735,0.15976005762333625
treatment,1,0.47844827586206895,0.4327482399594576
treatment,2,0.509704641350211,0.42058505915775074
treatment,3,0.4844202898550725,0.4316168055538908
treatment,4,0.45938375350140054,0.4303956700604528
