group,rel_t,mean,std
control,-4,0.5279205182741163,0.41831549864315287
control,-3,0.5477676430789271,0.41428820296135455
control,-2,0.5919204596439127,0.4053474501804386
control,-1,0.5110680425916477,0.41885311627591926
control,0,0.1298887602438899,0.3018155539741085
control,1,0.47305346700083545,0.4094817460619423
control,2,0.5635215465034742,0.4090078411178264
control,3,0.4632283258024365,0.41093728950538994
control,4,0.4376464880762875,0.4176241805507765
treatment,-4,0.559400269541779,0.3871828210402468
treatment,-3,0.5729031299279232,0.35879948297036063
treatment,-2,0.5601565851565852,0.40604751331711364
treatment,-1,0.5464183964183964,0.4037561908961395
treatment,0,0.044130434782608696,0.18260233355200023
treatment,1,0.46458890672373815,0.40283678200761924
treatment,2,0.6022916666666667,0.39187576177696176
treatment,3,0.5070571789321789,0.4170602239008571
treatment,4,0.46672268907563025,0.4143774132347186
