,wakeup,wakeup,total_pushes,total_pushes,days_to_wakeup,days_to_wakeup,pre_order_freq
,mean,count,mean,median,mean,median,mean
push_group,,,,,,,
0,0.6872884987014805,114361,34.655651839350824,17.0,105.83938726955813,66.0,1.2030490193097634
1,0.5226285249877023,607839,39.267078946892184,24.0,110.98484610009002,72.0,1.1774421167762603
