covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
push_group,-0.3667656098891352,0.6929720518064277,0.0039846250845253115,-0.3745753315466997,-0.3589558882315707,0.6875812108487467,0.6984051585587125,0.0,-92.04519926190947,0.0,inf
