member_id,dept_id,closure_start,closure_end,closure_duration_days,group,treated,displacement_prob,disp_binary,closure_event_id,period_start,calendar_month,rel_t,post,variety_seeking,event_fe_id,displacement_prob_centered,closure_length_std
1051,131,2021-08-29,2021-09-08,11,control,0,0.11020346,0,dept_131_closure_2021-08-29,2021-07-16,2021-07,-4,0,1.0,1051|131|2021-08-29,-0.19757651296024178,-0.9982278130648552
1570,131,2021-08-29,2021-09-08,11,treatment,1,0.034291703,0,dept_131_closure_2021-08-29,2021-07-16,2021-07,-4,0,,1570|131|2021-08-29,-0.2734882699602418,-0.9982278130648552
1795,131,2021-08-29,2021-09-08,11,control,0,0.33909202,0,dept_131_closure_2021-08-29,2021-07-16,2021-07,-4,0,0.6666666666666666,1795|131|2021-08-29,0.031312047039758206,-0.9982278130648552
1957,131,2021-08-29,2021-09-08,11,control,0,0.009258403,0,dept_131_closure_2021-08-29,2021-07-16,2021-07,-4,0,,1957|131|2021-08-29,-0.29852156996024176,-0.9982278130648552
2582,131,2021-08-29,2021-09-08,11,control,0,0.42200556,0,dept_131_closure_2021-08-29,2021-07-16,2021-07,-4,0,,2582|131|2021-08-29,0.11422558703975821,-0.9982278130648552
2583,131,2021-08-29,2021-09-08,11,control,0,0.26076895,0,dept_131_closure_2021-08-29,2021-07-16,2021-07,-4,0,,2583|131|2021-08-29,-0.04701102296024179,-0.9982278130648552
2786,131,2021-08-29,2021-09-08,11,control,0,0.041122757,0,dept_131_closure_2021-08-29,2021-07-16,2021-07,-4,0,,2786|131|2021-08-29,-0.2666572159602418,-0.9982278130648552
2842,131,2021-08-29,2021-09-08,11,control,0,0.96976817,1,dept_131_closure_2021-08-29,2021-07-16,2021-07,-4,0,0.0,2842|131|2021-08-29,0.6619881970397583,-0.9982278130648552
3931,131,2021-08-29,2021-09-08,11,treatment,1,0.45094156,0,dept_131_closure_2021-08-29,2021-07-16,2021-07,-4,0,0.5,3931|131|2021-08-29,0.14316158703975823,-0.9982278130648552
4097,131,2021-08-29,2021-09-08,11,control,0,0.032351106,0,dept_131_closure_2021-08-29,2021-07-16,2021-07,-4,0,,4097|131|2021-08-29,-0.27542886696024177,-0.9982278130648552
4211,131,2021-08-29,2021-09-08,11,control,0,0.012630841,0,dept_131_closure_2021-08-29,2021-07-16,2021-07,-4,0,,4211|131|2021-08-29,-0.2951491319602418,-0.9982278130648552
4539,131,2021-08-29,2021-09-08,11,control,0,0.29753086,0,dept_131_closure_2021-08-29,2021-07-16,2021-07,-4,0,,4539|131|2021-08-29,-0.01024911296024178,-0.9982278130648552
4658,131,2021-08-29,2021-09-08,11,control,0,0.04158561,0,dept_131_closure_2021-08-29,2021-07-16,2021-07,-4,0,,4658|131|2021-08-29,-0.2661943629602418,-0.9982278130648552
5536,131,2021-08-29,2021-09-08,11,control,0,0.03429987,0,dept_131_closure_2021-08-29,2021-07-16,2021-07,-4,0,,5536|131|2021-08-29,-0.2734801029602418,-0.9982278130648552
