split_label,group,n_episodes,mean,sd,median,p25,p75,min,max
quartile_tails,high,7164,0.02904954799926882,0.02139979190903884,0.022727272727272728,0.016666666666666666,0.03571428571428571,0.008620689655172414,0.4285714285714286
quartile_tails,baseline,7297,0.09478980903245937,0.1121480061897404,0.05357142857142857,0.022727272727272728,0.11607142857142856,0.008620689655172414,1.0
