treated,match_cell,blocked_available,non_blocked_available,retained_per_group,common_support,episodes_before,episodes_after,blocked_retained,non_blocked_retained,treated_retained,control_retained
1,"1|(0.999, 3616.0]|(7231.0, 10846.0]|(0.999, 3616.0]|(7231.0, 10846.0]",7,3,3,1,,,,,,
1,"1|(7231.0, 10846.0]|(7231.0, 10846.0]|(7231.0, 10846.0]|(10846.0, 14461.0]",17,9,9,1,,,,,,
1,"1|(3616.0, 7231.0]|(0.999, 3616.0]|(10846.0, 14461.0]|(0.999, 3616.0]",0,10,0,0,,,,,,
1,"1|(7231.0, 10846.0]|(0.999, 3616.0]|(10846.0, 14461.0]|(10846.0, 14461.0]",3,3,3,1,,,,,,
1,"1|(7231.0, 10846.0]|(7231.0, 10846.0]|(7231.0, 10846.0]|(7231.0, 10846.0]",7,19,7,1,,,,,,
1,"1|(0.999, 3616.0]|(7231.0, 10846.0]|(7231.0, 10846.0]|(7231.0, 10846.0]",6,6,6,1,,,,,,
1,"1|(0.999, 3616.0]|(7231.0, 10846.0]|(3616.0, 7231.0]|(7231.0, 10846.0]",2,12,2,1,,,,,,
1,"1|(3616.0, 7231.0]|(0.999, 3616.0]|(7231.0, 10846.0]|(0.999, 3616.0]",4,6,4,1,,,,,,
1,"1|(10846.0, 14461.0]|(10846.0, 14461.0]|(0.999, 3616.0]|(7231.0, 10846.0]",16,23,16,1,,,,,,
1,"1|(3616.0, 7231.0]|(7231.0, 10846.0]|(7231.0, 10846.0]|(7231.0, 10846.0]",3,3,3,1,,,,,,
1,"1|(10846.0, 14461.0]|(7231.0, 10846.0]|(7231.0, 10846.0]|(10846.0, 14461.0]",9,2,2,1,,,,,,
1,"1|(3616.0, 7231.0]|(7231.0, 10846.0]|(0.999, 3616.0]|(0.999, 3616.0]",0,1,0,0,,,,,,
1,"1|(3616.0, 7231.0]|(7231.0, 10846.0]|(3616.0, 7231.0]|(7231.0, 10846.0]",2,12,2,1,,,,,,
1,"1|(7231.0, 10846.0]|(10846.0, 14461.0]|(3616.0, 7231.0]|(0.999, 3616.0]",1,0,0,0,,,,,,
1,"1|(3616.0, 7231.0]|(7231.0, 10846.0]|(0.999, 3616.0]|(7231.0, 10846.0]",4,13,4,1,,,,,,
1,"1|(3616.0, 7231.0]|(10846.0, 14461.0]|(3616.0, 7231.0]|(0.999, 3616.0]",1,3,1,1,,,,,,
1,"1|(3616.0, 7231.0]|(10846.0, 14461.0]|(0.999, 3616.0]|(0.999, 3616.0]",3,15,3,1,,,,,,
1,"1|(3616.0, 7231.0]|(7231.0, 10846.0]|(7231.0, 10846.0]|(10846.0, 14461.0]",2,6,2,1,,,,,,
1,"1|(3616.0, 7231.0]|(7231.0, 10846.0]|(0.999, 3616.0]|(10846.0, 14461.0]",1,4,1,1,,,,,,
1,"1|(3616.0, 7231.0]|(0.999, 3616.0]|(7231.0, 10846.0]|(10846.0, 14461.0]",2,0,0,0,,,,,,
1,"1|(10846.0, 14461.0]|(0.999, 3616.0]|(7231.0, 10846.0]|(7231.0, 10846.0]",1,4,1,1,,,,,,
1,"1|(3616.0, 7231.0]|(10846.0, 14461.0]|(3616.0, 7231.0]|(7231.0, 10846.0]",2,1,1,1,,,,,,
1,"1|(3616.0, 7231.0]|(0.999, 3616.0]|(3616.0, 7231.0]|(7231.0, 10846.0]",0,4,0,0,,,,,,
1,"1|(10846.0, 14461.0]|(10846.0, 14461.0]|(3616.0, 7231.0]|(7231.0, 10846.0]",0,6,0,0,,,,,,
1,"1|(10846.0, 14461.0]|(0.999, 3616.0]|(3616.0, 7231.0]|(0.999, 3616.0]",0,1,0,0,,,,,,
1,"1|(3616.0, 7231.0]|(3616.0, 7231.0]|(7231.0, 10846.0]|(0.999, 3616.0]",5,61,5,1,,,,,,
1,"1|(7231.0, 10846.0]|(3616.0, 7231.0]|(7231.0, 10846.0]|(7231.0, 10846.0]",13,39,13,1,,,,,,
1,"1|(3616.0, 7231.0]|(3616.0, 7231.0]|(3616.0, 7231.0]|(0.999, 3616.0]",3,38,3,1,,,,,,
1,"1|(7231.0, 10846.0]|(3616.0, 7231.0]|(3616.0, 7231.0]|(7231.0, 10846.0]",9,19,9,1,,,,,,
1,"1|(3616.0, 7231.0]|(3616.0, 7231.0]|(10846.0, 14461.0]|(0.999, 3616.0]",0,9,0,0,,,,,,
1,"1|(7231.0, 10846.0]|(3616.0, 7231.0]|(3616.0, 7231.0]|(0.999, 3616.0]",2,4,2,1,,,,,,
1,"1|(10846.0, 14461.0]|(3616.0, 7231.0]|(7231.0, 10846.0]|(7231.0, 10846.0]",4,20,4,1,,,,,,
1,"1|(10846.0, 14461.0]|(3616.0, 7231.0]|(3616.0, 7231.0]|(7231.0, 10846.0]",13,15,13,1,,,,,,
1,"1|(10846.0, 14461.0]|(3616.0, 7231.0]|(3616.0, 7231.0]|(0.999, 3616.0]",1,4,1,1,,,,,,
1,"1|(10846.0, 14461.0]|(3616.0, 7231.0]|(7231.0, 10846.0]|(10846.0, 14461.0]",5,6,5,1,,,,,,
1,"1|(10846.0, 14461.0]|(3616.0, 7231.0]|(3616.0, 7231.0]|(10846.0, 14461.0]",20,5,5,1,,,,,,
1,"1|(7231.0, 10846.0]|(3616.0, 7231.0]|(7231.0, 10846.0]|(0.999, 3616.0]",0,9,0,0,,,,,,
1,"1|(10846.0, 14461.0]|(10846.0, 14461.0]|(0.999, 3616.0]|(0.999, 3616.0]",0,1,0,0,,,,,,
1,"1|(3616.0, 7231.0]|(3616.0, 7231.0]|(3616.0, 7231.0]|(3616.0, 7231.0]",1,45,1,1,,,,,,
1,"1|(7231.0, 10846.0]|(3616.0, 7231.0]|(3616.0, 7231.0]|(3616.0, 7231.0]",0,17,0,0,,,,,,
1,"1|(3616.0, 7231.0]|(10846.0, 14461.0]|(0.999, 3616.0]|(3616.0, 7231.0]",2,66,2,1,,,,,,
1,"1|(3616.0, 7231.0]|(3616.0, 7231.0]|(7231.0, 10846.0]|(3616.0, 7231.0]",3,85,3,1,,,,,,
1,"1|(10846.0, 14461.0]|(3616.0, 7231.0]|(7231.0, 10846.0]|(3616.0, 7231.0]",0,1,0,0,,,,,,
1,"1|(0.999, 3616.0]|(3616.0, 7231.0]|(10846.0, 14461.0]|(3616.0, 7231.0]",5,54,5,1,,,,,,
1,"1|(0.999, 3616.0]|(3616.0, 7231.0]|(7231.0, 10846.0]|(3616.0, 7231.0]",2,16,2,1,,,,,,
1,"1|(7231.0, 10846.0]|(3616.0, 7231.0]|(10846.0, 14461.0]|(3616.0, 7231.0]",0,23,0,0,,,,,,
1,"1|(10846.0, 14461.0]|(3616.0, 7231.0]|(3616.0, 7231.0]|(3616.0, 7231.0]",1,1,1,1,,,,,,
1,"1|(7231.0, 10846.0]|(3616.0, 7231.0]|(10846.0, 14461.0]|(7231.0, 10846.0]",2,12,2,1,,,,,,
1,"1|(7231.0, 10846.0]|(3616.0, 7231.0]|(7231.0, 10846.0]|(3616.0, 7231.0]",1,15,1,1,,,,,,
1,"1|(7231.0, 10846.0]|(10846.0, 14461.0]|(0.999, 3616.0]|(3616.0, 7231.0]",9,15,9,1,,,,,,
1,"1|(0.999, 3616.0]|(10846.0, 14461.0]|(3616.0, 7231.0]|(3616.0, 7231.0]",0,2,0,0,,,,,,
1,"1|(0.999, 3616.0]|(10846.0, 14461.0]|(0.999, 3616.0]|(3616.0, 7231.0]",0,2,0,0,,,,,,
1,"1|(10846.0, 14461.0]|(3616.0, 7231.0]|(10846.0, 14461.0]|(3616.0, 7231.0]",0,4,0,0,,,,,,
1,"1|(10846.0, 14461.0]|(3616.0, 7231.0]|(10846.0, 14461.0]|(7231.0, 10846.0]",0,3,0,0,,,,,,
1,"1|(3616.0, 7231.0]|(3616.0, 7231.0]|(10846.0, 14461.0]|(3616.0, 7231.0]",0,73,0,0,,,,,,
1,"1|(3616.0, 7231.0]|(10846.0, 14461.0]|(3616.0, 7231.0]|(3616.0, 7231.0]",0,23,0,0,,,,,,
1,"1|(10846.0, 14461.0]|(10846.0, 14461.0]|(0.999, 3616.0]|(3616.0, 7231.0]",3,5,3,1,,,,,,
1,"1|(7231.0, 10846.0]|(3616.0, 7231.0]|(3616.0, 7231.0]|(10846.0, 14461.0]",1,0,0,0,,,,,,
1,"1|(7231.0, 10846.0]|(3616.0, 7231.0]|(7231.0, 10846.0]|(10846.0, 14461.0]",2,1,1,1,,,,,,
1,"1|(3616.0, 7231.0]|(3616.0, 7231.0]|(10846.0, 14461.0]|(7231.0, 10846.0]",3,3,3,1,,,,,,
1,"1|(0.999, 3616.0]|(7231.0, 10846.0]|(3616.0, 7231.0]|(3616.0, 7231.0]",4,20,4,1,,,,,,
1,"1|(0.999, 3616.0]|(7231.0, 10846.0]|(0.999, 3616.0]|(3616.0, 7231.0]",7,12,7,1,,,,,,
1,"1|(0.999, 3616.0]|(7231.0, 10846.0]|(7231.0, 10846.0]|(3616.0, 7231.0]",7,6,6,1,,,,,,
1,"1|(3616.0, 7231.0]|(3616.0, 7231.0]|(7231.0, 10846.0]|(7231.0, 10846.0]",0,3,0,0,,,,,,
1,"1|(7231.0, 10846.0]|(3616.0, 7231.0]|(10846.0, 14461.0]|(10846.0, 14461.0]",0,1,0,0,,,,,,
1,"1|(7231.0, 10846.0]|(10846.0, 14461.0]|(7231.0, 10846.0]|(7231.0, 10846.0]",1,0,0,0,,,,,,
1,"1|(0.999, 3616.0]|(7231.0, 10846.0]|(10846.0, 14461.0]|(3616.0, 7231.0]",10,84,10,1,,,,,,
1,"1|(3616.0, 7231.0]|(7231.0, 10846.0]|(10846.0, 14461.0]|(3616.0, 7231.0]",0,39,0,0,,,,,,
1,"1|(7231.0, 10846.0]|(10846.0, 14461.0]|(3616.0, 7231.0]|(3616.0, 7231.0]",0,3,0,0,,,,,,
1,"1|(10846.0, 14461.0]|(7231.0, 10846.0]|(7231.0, 10846.0]|(7231.0, 10846.0]",3,3,3,1,,,,,,
1,"1|(3616.0, 7231.0]|(7231.0, 10846.0]|(7231.0, 10846.0]|(3616.0, 7231.0]",7,35,7,1,,,,,,
1,"1|(7231.0, 10846.0]|(7231.0, 10846.0]|(3616.0, 7231.0]|(3616.0, 7231.0]",0,5,0,0,,,,,,
1,"1|(7231.0, 10846.0]|(7231.0, 10846.0]|(10846.0, 14461.0]|(3616.0, 7231.0]",0,8,0,0,,,,,,
1,"1|(7231.0, 10846.0]|(7231.0, 10846.0]|(7231.0, 10846.0]|(3616.0, 7231.0]",1,6,1,1,,,,,,
1,"1|(3616.0, 7231.0]|(7231.0, 10846.0]|(3616.0, 7231.0]|(3616.0, 7231.0]",1,24,1,1,,,,,,
1,"1|(10846.0, 14461.0]|(7231.0, 10846.0]|(7231.0, 10846.0]|(3616.0, 7231.0]",0,1,0,0,,,,,,
1,"1|(3616.0, 7231.0]|(7231.0, 10846.0]|(10846.0, 14461.0]|(7231.0, 10846.0]",2,3,2,1,,,,,,
1,"1|(0.999, 3616.0]|(7231.0, 10846.0]|(10846.0, 14461.0]|(7231.0, 10846.0]",9,6,6,1,,,,,,
1,"1|(7231.0, 10846.0]|(7231.0, 10846.0]|(10846.0, 14461.0]|(7231.0, 10846.0]",3,4,3,1,,,,,,
1,"1|(7231.0, 10846.0]|(7231.0, 10846.0]|(10846.0, 14461.0]|(10846.0, 14461.0]",4,1,1,1,,,,,,
1,"1|(10846.0, 14461.0]|(7231.0, 10846.0]|(10846.0, 14461.0]|(3616.0, 7231.0]",0,1,0,0,,,,,,
1,"1|(3616.0, 7231.0]|(7231.0, 10846.0]|(10846.0, 14461.0]|(10846.0, 14461.0]",0,1,0,0,,,,,,
all,__overall__,4629,9832,2464,1,14461.0,4928.0,2464.0,2464.0,868.0,4060.0
