spec,term,coef,se,pvalue,n,r2_within,rel_t,effect,ci_low,ci_high
event_att,rel_t::-4:treated,-0.021506698275946243,0.01534383430530453,0.16104750472035212,44508,0.00034993852943121517,-4,att_or_baseline,-0.05158061351434312,0.008567216962450636
event_att,rel_t::-3:treated,-0.007978737910304737,0.015152693196885364,0.5985126434890353,44508,0.00034993852943121517,-3,att_or_baseline,-0.037678016576200055,0.021720540755590576
event_att,rel_t::-2:treated,-0.04882337602928702,0.014097334512684394,0.0005355953413137549,44508,0.00034993852943121517,-2,att_or_baseline,-0.07645415167414843,-0.021192600384425605
event_att,rel_t::1:treated,0.0025222786049984925,0.019703737744540758,0.898143252938506,44508,0.00034993852943121517,1,att_or_baseline,-0.036097047374301396,0.04114160458429838
event_att,rel_t::2:treated,-0.005338779127613965,0.019694146715768333,0.7863310373771435,44508,0.00034993852943121517,2,att_or_baseline,-0.043939306690519896,0.03326174843529197
event_att,rel_t::3:treated,-0.025055421917006646,0.01974160270310626,0.2044075619425374,44508,0.00034993852943121517,3,att_or_baseline,-0.06374896321509492,0.013638119381081629
event_att,rel_t::4:treated,-0.014089833213549669,0.019506063663501893,0.47010625889292146,44508,0.00034993852943121517,4,att_or_baseline,-0.052321717994013375,0.02414205156691404
event_binary_B,rel_t::-4:treated,-0.040370064191348844,0.02437069622339785,0.09764882749204706,44508,0.011347155564812805,-4,att_or_baseline,-0.08813662878920864,0.007396500406510943
event_binary_B,rel_t::-3:treated,-0.0278572725586217,0.02437256613438278,0.2530729681635375,44508,0.011347155564812805,-3,att_or_baseline,-0.07562750218201195,0.019912957064768547
event_binary_B,rel_t::-2:treated,-0.06632738518238526,0.02433167203754427,0.006421361372311196,44508,0.011347155564812805,-2,att_or_baseline,-0.11401746237597202,-0.0186373079887985
event_binary_B,rel_t::1:treated,0.002217209719610634,0.031028445433405688,0.9430350748677216,44508,0.011347155564812805,1,att_or_baseline,-0.058598543329864514,0.06303296276908578
event_binary_B,rel_t::2:treated,0.024966055533783053,0.02899911061026567,0.3892980238744972,44508,0.011347155564812805,2,att_or_baseline,-0.031872201262337654,0.08180431232990376
event_binary_B,rel_t::3:treated,-0.008174692676089309,0.030475337274046985,0.7885198710145629,44508,0.011347155564812805,3,att_or_baseline,-0.0679063537332214,0.05155696838104278
event_binary_B,rel_t::4:treated,0.01598541572592817,0.030088309652911358,0.5952331262682613,44508,0.011347155564812805,4,att_or_baseline,-0.04298767119377808,0.07495850264563443
event_binary_B,rel_t::-4:treated_X_disp,0.03711917343454597,0.030949271599198535,0.23041542205960486,44508,0.011347155564812805,-4,displacement,-0.02354139889988316,0.0977797457689751
event_binary_B,rel_t::-3:treated_X_disp,0.036528278620732296,0.03076853103686403,0.23517570964243495,44508,0.011347155564812805,-3,displacement,-0.023778042211521203,0.0968345994529858
event_binary_B,rel_t::-2:treated_X_disp,0.023543455032182446,0.02951442466132977,0.4250656355738718,44508,0.011347155564812805,-2,displacement,-0.034304817304023905,0.08139172736838879
event_binary_B,rel_t::1:treated_X_disp,0.005524467548119579,0.0394124315416231,0.8885276767190446,44508,0.011347155564812805,1,displacement,-0.07172389827346169,0.08277283336970086
event_binary_B,rel_t::2:treated_X_disp,-0.05300826192340245,0.0390681283393647,0.17486727877644292,44508,0.011347155564812805,2,displacement,-0.12958179346855725,0.023565269621752358
event_binary_B,rel_t::3:treated_X_disp,-0.025702309806710236,0.03930330700546136,0.513159009609931,44508,0.011347155564812805,3,displacement,-0.10273679153741451,0.051332171923994044
event_binary_B,rel_t::4:treated_X_disp,-0.054782238585787055,0.03887682931549722,0.1588267893349984,44508,0.011347155564812805,4,displacement,-0.13098082404416161,0.02141634687258749
event_binary_B,rel_t::-4:disp_binary,0.07767399761257632,0.012335953896199974,3.158360240007596e-10,44508,0.011347155564812805,-4,blocked_control_gap,0.053495527976024373,0.10185246724912826
event_binary_B,rel_t::-3:disp_binary,0.06256613772214832,0.01221291528071514,3.058465110061803e-07,44508,0.011347155564812805,-3,blocked_control_gap,0.03862882377194665,0.08650345167234999
event_binary_B,rel_t::-2:disp_binary,0.010269701073888913,0.012413750317808185,0.4080937141338239,44508,0.011347155564812805,-2,blocked_control_gap,-0.014061249549015128,0.03460065169679295
event_binary_B,rel_t::1:disp_binary,0.12441029662036152,0.015968782317048447,7.327471962526033e-15,44508,0.011347155564812805,1,blocked_control_gap,0.09311148327894656,0.15570910996177648
event_binary_B,rel_t::2:disp_binary,0.19177369631862737,0.01635262502119678,0.0,44508,0.011347155564812805,2,blocked_control_gap,0.15972255127708168,0.22382484136017305
event_binary_B,rel_t::3:disp_binary,0.17808827385397083,0.01679483951718771,0.0,44508,0.011347155564812805,3,blocked_control_gap,0.1451703884002829,0.21100615930765876
event_binary_B,rel_t::4:disp_binary,0.1774445556328987,0.016483493342681007,0.0,44508,0.011347155564812805,4,blocked_control_gap,0.14513690868124393,0.2097522025845535
event_binary_B_pre_novelty_split,rel_t::-4:treated,0.02420297492015737,0.02954434633017289,0.4126851501005335,44508,0.09141137044620085,-4,att_or_baseline,-0.033703943886981495,0.08210989372729624
event_binary_B_pre_novelty_split,rel_t::-3:treated,0.02719315018739086,0.030505028424286304,0.37271693051245425,44508,0.09141137044620085,-3,att_or_baseline,-0.0325967055242103,0.08698300589899202
event_binary_B_pre_novelty_split,rel_t::-2:treated,-0.04023796403977962,0.03167040995737985,0.2039252585251654,44508,0.09141137044620085,-2,att_or_baseline,-0.10231196755624414,0.021836039476684894
event_binary_B_pre_novelty_split,rel_t::1:treated,0.43821884735574407,0.038180629512496914,0.0,44508,0.09141137044620085,1,att_or_baseline,0.3633848135112501,0.5130528812002381
event_binary_B_pre_novelty_split,rel_t::2:treated,0.4000793441103505,0.03691332708091187,0.0,44508,0.09141137044620085,2,att_or_baseline,0.3277292230317632,0.4724294651889378
event_binary_B_pre_novelty_split,rel_t::3:treated,0.40103775513419987,0.03748517983790309,0.0,44508,0.09141137044620085,3,att_or_baseline,0.32756680265190985,0.4745087076164899
event_binary_B_pre_novelty_split,rel_t::4:treated,0.4329635128738388,0.036177030341021335,0.0,44508,0.09141137044620085,4,att_or_baseline,0.362056533405437,0.5038704923422406
event_binary_B_pre_novelty_split,rel_t::-4:treated_X_disp,-0.015365073039699622,0.03635654282349858,0.6725792974176323,44508,0.09141137044620085,-4,displacement,-0.08662389697375684,0.055893750894357594
event_binary_B_pre_novelty_split,rel_t::-3:treated_X_disp,-0.016283744068024828,0.037060095814273435,0.6603893142075683,44508,0.09141137044620085,-3,displacement,-0.08892153186400076,0.05635404372795111
event_binary_B_pre_novelty_split,rel_t::-2:treated_X_disp,0.004354449629906413,0.03665872304054607,0.9054490701243445,44508,0.09141137044620085,-2,displacement,-0.06749664752956389,0.07620554678937672
event_binary_B_pre_novelty_split,rel_t::1:treated_X_disp,-0.4190807648505522,0.045824955927308904,0.0,44508,0.09141137044620085,1,displacement,-0.5088976784680777,-0.3292638512330267
