spec,term,n,r2_within,coef,se,pvalue,outcome,sample
binary_collapsed,post_X_treated,321184,0.013024378924477609,0.0008918576705483765,0.0006658641283127648,0.18044843470924743,n_purchases,full
binary_collapsed,post_X_disp,321184,0.013024378924477609,-0.03436609794232312,0.001142631383151064,0.0,n_purchases,full
binary_collapsed,post_X_treated_X_disp,321184,0.013024378924477609,0.005828874022876802,0.0025194232764318035,0.020696086660689783,n_purchases,full
binary_collapsed,post_X_treated,317032,0.013250234613557899,0.0005618093086963839,0.0006617678153554824,0.3959129635138652,n_purchases,exclude_treated_cross_store
binary_collapsed,post_X_disp,317032,0.013250234613557899,-0.0343486418799215,0.0011428182224059173,0.0,n_purchases,exclude_treated_cross_store
binary_collapsed,post_X_treated_X_disp,317032,0.013250234613557899,0.0051500273249601184,0.0025444602025679807,0.042975235207853846,n_purchases,exclude_treated_cross_store
binary_collapsed,post_X_treated,266216,0.013331851644882153,0.009276946424976448,0.004487757022701798,0.03872606761579589,n_purchases,only_treated_cross_store
binary_collapsed,post_X_disp,266216,0.013331851644882153,-0.03438439379368666,0.0011485272816959993,0.0,n_purchases,only_treated_cross_store
binary_collapsed,post_X_treated_X_disp,266216,0.013331851644882153,0.0032378504688675854,0.008659008359559288,0.7084598548156391,n_purchases,only_treated_cross_store
