dept_id,address,半径500m内店铺数(咖啡厅),半径1500m内店铺数(咖啡厅),latitude,longitude,geocode_status,within_nanjing_bounds,normalized_address
175,山西路8号金山大厦B座苏宁易购一层底商,10,61,32.074400073329144,118.77845771498673,ok,True,南京市山西路8号金山大厦B座苏宁易购一层底商
176,玄武区玄武大道699-18号先声药业8号楼一层大堂,1,15,32.0951075472123,118.89417805959593,ok,True,南京市玄武区玄武大道699-18号先声药业8号楼一层大堂
177,雨花台区软件大道118号B3栋一层,11,36,,,error,False,南京市雨花台区软件大道118号B3栋一层
178,鼓楼区中山北路281号虹桥新城市广场一层中庭,12,43,32.082734248625236,118.76897726812606,ok,True,南京市鼓楼区中山北路281号虹桥新城市广场一层中庭
179,江宁区江宁大学城龙眠大道629号交通职业技术学院第一食堂一层,0,9,31.91817538805172,118.9228358918058,ok,True,南京市江宁区江宁大学城龙眠大道629号交通职业技术学院第一食堂一层
180,秦淮区中山东路18号南京新百B座一层,71,272,32.04741722189206,118.79165013987571,ok,True,秦淮区中山东路18号南京新百B座一层
181,栖霞区仙林街道学衡路5号水平方美食广场二层S-29商铺,7,36,32.099473020287284,118.92293596303962,ok,True,南京市栖霞区仙林街道学衡路5号水平方美食广场二层S-29商铺
182,江宁区东山街道潭园西路199号二层A-2F-C04,2,17,31.944076987883264,118.85011698280648,ok,True,南京市江宁区东山街道潭园西路199号二层A-2F-C04
183,江宁区淳化街道中国药科大学江宁校区图书馆二层,1,5,31.90772304149415,118.92223088304485,ok,True,南京市江宁区淳化街道中国药科大学江宁校区图书馆二层
184,秦淮区五老村街道洪武北路98号南京图书发行大厦底商,54,275,32.04735050166164,118.793882429068,ok,True,秦淮区五老村街道洪武北路98号南京图书发行大厦底商
185,江宁区佛城东路8号河海大学江宁校区生活组团二三期食堂四层,3,4,31.923603575827148,118.7948822431006,ok,True,南京市江宁区佛城东路8号河海大学江宁校区生活组团二三期食堂四层
186,江宁区淳化街道江苏海事职业技术学院念稼餐厅二层,1,7,31.924348379627663,118.91368727900054,ok,True,南京市江宁区淳化街道江苏海事职业技术学院念稼餐厅二层
187,雨花台区铁心桥街道龙西路310号三江学院主校区5号食堂二层,0,10,31.96380239227237,118.7598607248275,ok,True,南京市雨花台区铁心桥街道龙西路310号三江学院主校区5号食堂二层
188,雨花台区铁心桥街道软件大道109号雨花客厅3号楼一层大堂,13,43,31.981825610009025,118.77238714601138,ok,True,南京市雨花台区铁心桥街道软件大道109号雨花客厅3号楼一层大堂
189,江宁区宏运大道4597号景祥大厦底商,1,8,31.97236804164075,118.86505643225127,ok,True,南京市江宁区宏运大道4597号景祥大厦底商
190,秦淮区永丰大道36号天安数码城2栋一层103,2,4,32.01729363129915,118.87604441541878,ok,True,南京市秦淮区永丰大道36号天安数码城2栋一层103
191,江宁区南京医科大学江宁校区青教公寓南侧一层,2,9,31.838273429148256,118.59499157051198,ok,True,江宁区南京医科大学江宁校区青教公寓南侧一层
192,栖霞区文苑路1号南京师范大学仙林校区北区学生餐厅三层,0,11,32.11209015283739,118.9195002139556,ok,True,栖霞区文苑路1号南京师范大学仙林校区北区学生餐厅三层
193,建邺区江东中路98号万达广场苏宁易购负一层WBB25号,22,70,32.03826798151284,118.7438080053642,ok,True,南京市建邺区江东中路98号万达广场苏宁易购负一层WBB25号
194,溧水区高平大街55号万达广场二层2029铺,1,5,31.632469597260236,119.05371810630409,ok,True,南京市溧水区高平大街55号万达广场二层2029铺
195,秦淮区中山东路532-2号金蝶软件园E栋一层协办空间,6,17,32.04341483934796,118.82999134616094,ok,True,南京市秦淮区中山东路532-2号金蝶软件园E栋一层协办空间
196,江宁区润发路9号南方时代广场一层大堂,0,4,,,error,False,南京市江宁区润发路9号南方时代广场一层大堂
197,江宁区双龙大道1539号21世纪太阳城购物中心负一层,16,30,31.933377175850584,118.83080655841124,ok,True,南京市江宁区双龙大道1539号21世纪太阳城购物中心负一层
198,江宁区弘景大道3601号晓庄学院方山校区大学生服务中心二层,0,4,31.89902899116753,118.9082108492895,ok,True,南京市江宁区弘景大道3601号晓庄学院方山校区大学生服务中心二层
199,栖霞区栖霞大道163号南京大学仙林校区四组团门面房南京大学小移人家营业厅一层,0,6,32.15188177310466,118.94824877502198,ok,True,栖霞区栖霞大道163号南京大学仙林校区四组团门面房南京大学小移人家营业厅一层
200,雨花台区凤信路6号金证南京科技园3号楼一层大堂,3,20,31.978447998118803,118.78536298944192,ok,True,雨花台区凤信路6号金证南京科技园3号楼一层大堂
201,江宁区竹山路68号万达广场苏宁易购店一层,8,14,31.956842969105598,118.84994702340398,ok,True,南京市江宁区竹山路68号万达广场苏宁易购店一层
202,江宁区天元东路388号南京义乌小商品城A区9幢一层12号,4,10,31.944857090220754,118.88386138013605,ok,True,江宁区天元东路388号南京义乌小商品城A区9幢一层12号
203,高淳区凤山西路60号宝龙城市广场一层M-L1-017-2商铺,2,3,31.346772290358047,118.87939284920722,ok,False,南京市高淳区凤山西路60号宝龙城市广场一层M-L1-017-2商铺
204,浦口区浦口大道6号明发财富中心5栋一层104号,0,4,32.06913900795061,118.66595195664496,ok,True,南京市浦口区浦口大道6号明发财富中心5栋一层104号
205,玄武区珠江路239号底商,37,224,32.055822812888515,118.79787557672095,ok,True,南京市玄武区珠江路239号底商
206,栖霞区和悦街5号好邻里生活中心丁家庄店一层,0,2,32.123917182662645,118.85686667074735,ok,True,南京市栖霞区和悦街5号好邻里生活中心丁家庄店一层
207,栖霞区学海路1号金鹰湖滨天地B区四层,13,33,32.10943047504406,118.93322964587844,ok,True,南京市栖霞区学海路1号金鹰湖滨天地B区四层
208,建邺区奥体大街69号南京新城科技园04栋底商,8,57,31.998360780482674,118.74626523025618,ok,True,建邺区奥体大街69号南京新城科技园04栋底商
209,江宁区胜太路8号同曦假日百货负一层BB152,8,27,31.950072895247857,118.81561486477925,ok,True,南京市江宁区胜太路8号同曦假日百货负一层BB152
210,秦淮区淮海路88号苏宁雅悦一层大堂,50,271,32.04308604358715,118.7932340321509,ok,True,南京市秦淮区淮海路88号苏宁雅悦一层大堂
211,浦口区湖滨路2号桃花里商业街05-01-04栋一层106室,0,3,32.20621217432042,118.74233164025856,ok,True,南京市浦口区湖滨路2号桃花里商业街05-01-04栋一层106室
212,鼓楼区集庆门大街270号苏宁睿城慧谷E06一层A01号,6,27,32.038348558848085,118.72949162062112,ok,True,南京市鼓楼区集庆门大街270号苏宁睿城慧谷E06一层A01号
213,栖霞区文苑路9号南京邮电大学仙林校区3号教学楼前,1,5,32.11198647389209,118.93805246850043,ok,True,栖霞区文苑路9号南京邮电大学仙林校区3号教学楼前
214,雨花台区小行路16号万谷移动互联科技园6号楼一层107室,0,12,31.998827843657754,118.76573824794873,ok,True,南京市雨花台区小行路16号万谷移动互联科技园6号楼一层107室
215,浦口区浦珠北路1号万象汇负一层Y117-Y118,9,20,32.13063904773916,118.73689599361767,ok,True,南京市浦口区浦珠北路1号万象汇负一层Y117-Y118
216,栖霞区恒泰路8号汇智科技园B2栋一层,0,0,32.1592482973402,118.90346698772187,ok,True,南京市栖霞区恒泰路8号汇智科技园B2栋一层
217,建邺区云龙山路80号天泽星网大厦一层,6,52,31.996439373217953,118.74542827901254,ok,True,南京市建邺区云龙山路80号天泽星网大厦一层
218,"雨花台区民智路11号喜马拉雅A,B栋一层大堂",17,34,,,error,False,"南京市雨花台区民智路11号喜马拉雅A,B栋一层大堂"
219,鼓楼区集庆门大街272号苏宁慧谷E07一层102室,6,28,32.03815909104004,118.72792740123661,ok,True,南京市鼓楼区集庆门大街272号苏宁慧谷E07一层102室
220,江宁区上元大街327号凤凰创客空间大厦一层105室,5,13,31.958318700193743,118.84480386503716,ok,True,南京市江宁区上元大街327号凤凰创客空间大厦一层105室
221,建邺区庐山路168号新地中心二期E区四层,22,75,32.00363866124834,118.73385262438042,ok,True,南京市建邺区庐山路168号新地中心二期E区四层
222,江宁区清水亭西路51号俊杰科创大厦1层大堂,1,14,31.921933357402175,118.82953285102863,ok,True,南京市江宁区清水亭西路51号俊杰科创大厦1层大堂
223,建邺区江东中路229号欧洲城B座一层大堂,5,40,32.01508559537089,118.7416604263815,ok,True,南京市建邺区江东中路229号欧洲城B座一层大堂
224,建邺区江东中路河西万达中心A座102-2号,18,67,32.03555042495193,118.74447787178299,ok,True,南京市建邺区江东中路河西万达中心A座102-2号
225,浦口区华创路南京软件园腾飞大厦4号楼一层103号,7,9,32.04439517466815,118.64925227755337,ok,True,浦口区华创路南京软件园腾飞大厦4号楼一层103号
226,秦淮区龙蟠中路216号金城大厦A区一层大堂,2,81,32.04279030237403,118.81099308293041,ok,True,南京市秦淮区龙蟠中路216号金城大厦A区一层大堂
227,秦淮区菱角市66号南京国家领军人才创业园07栋二层,11,85,32.03250999841362,118.77613227151303,ok,True,秦淮区菱角市66号南京国家领军人才创业园07栋二层
228,玄武区友谊河路100号品硕广场一层S05号,1,5,32.02617176916821,118.85912941249644,ok,True,南京市玄武区友谊河路100号品硕广场一层S05号
229,建邺区梦都大街150号建筑师工社一层大堂,3,36,32.01841194181209,118.73353453439934,ok,True,南京市建邺区梦都大街150号建筑师工社一层大堂
230,玄武区珠江路88号新世界中心一层102室,36,257,32.05575724645049,118.7946294599301,ok,True,南京市玄武区珠江路88号新世界中心一层102室
231,秦淮区石鼓路42号建华大厦一层大堂,81,259,32.04564628811896,118.78848999092216,ok,True,南京市秦淮区石鼓路42号建华大厦一层大堂
232,秦淮区健康路3号水平方负一层15A号,23,127,32.02957362604877,118.79346929836397,ok,True,南京市秦淮区健康路3号水平方负一层15A号
233,玄武区龙蟠路155号-9紫金联合立方广场5幢一层,1,21,32.08574392716983,118.8137247401557,ok,True,南京市玄武区龙蟠路155号-9紫金联合立方广场5幢一层
234,鼓楼区建宁路300号大观·天地MALL一层,0,11,32.09866266382163,118.75011958970785,ok,True,南京市鼓楼区建宁路300号大观·天地MALL一层
235,建邺区江东中路98号建邺万达百货商场一层1378号,19,70,32.03834970667285,118.74284502185749,ok,True,南京市建邺区江东中路98号建邺万达百货商场一层1378号
236,秦淮区洪武路359号福鑫国际大厦一层104-1室,12,204,32.03608394880282,118.79328568471773,ok,True,南京市秦淮区洪武路359号福鑫国际大厦一层104-1室
237,秦淮区永丰大道36号天安数码城2栋一层102、103单元,2,4,32.01729363129915,118.87604441541878,ok,True,南京市秦淮区永丰大道36号天安数码城2栋一层102、103单元
238,江宁区秣周东路12号悠谷1期3号楼协同大楼未来网络小镇一层大堂,10,10,31.874597726297733,118.83411780235157,ok,True,南京市江宁区秣周东路12号悠谷1期3号楼协同大楼未来网络小镇一层大堂
239,玄武区石婆婆庵杨将军巷9号曼度文化广场一层南13-13A,35,219,32.05209669717989,118.79981708441966,ok,True,南京市玄武区石婆婆庵杨将军巷9号曼度文化广场一层南13-13A
240,雨花台区雨花街道雨花东路158号紫荆广场·花漫里负一层111、115号铺,3,10,31.99871921206662,118.80051111525668,ok,True,南京市雨花台区雨花街道雨花东路158号紫荆广场·花漫里负一层111、115号铺
241,鼓楼区凤凰街道新城市广场三层,12,43,32.06183735630207,118.74776944283265,ok,True,南京市鼓楼区凤凰街道新城市广场三层
242,浦口区江浦街道龙华路8号金盛田广场二层,7,23,32.075200167866996,118.64618097101476,ok,True,南京市浦口区江浦街道龙华路8号金盛田广场二层
243,江宁区天元东路388号义乌小商品城A区6栋106室,4,10,31.944778344922973,118.88493997556188,ok,True,南京市江宁区天元东路388号义乌小商品城A区6栋106室
244,溧水区通济街12号,4,9,31.661134683910117,119.03654645749755,ok,True,南京市溧水区通济街12号
245,江宁区麒麟街道悦民路128号天赋广场22幢116室,3,3,32.05444453058177,118.93409345645685,ok,True,南京市江宁区麒麟街道悦民路128号天赋广场22幢116室
246,溧水区经济开发区创业路89号,1,1,31.722050297185575,118.98636010492721,ok,True,南京市溧水区经济开发区创业路89号
247,浦口区珠江镇凤凰大街107室,4,13,32.06373144512113,118.6323967424558,ok,True,南京市浦口区珠江镇凤凰大街107室
248,南京市高淳区淳溪街道镇北路27-2号,2,5,31.32987258116175,118.87437051293148,ok,False,南京市高淳区淳溪街道镇北路27-2号
249,江宁区高新园龙眠大道660号新一商业广场5幢114号,1,11,31.919199064275638,118.910321058763,ok,True,南京市江宁区高新园龙眠大道660号新一商业广场5幢114号
250,南京市浦口区公园北路3-8号,1,24,32.0698976121905,118.63959881705149,ok,True,南京市浦口区公园北路3-8号
251,江宁区经贸学院路8号保利樾广场1栋102室商场外一层店铺,1,11,31.939133554341296,118.89433822746837,ok,True,南京市江宁区经贸学院路8号保利樾广场1栋102室商场外一层店铺
252,玄武区中山门大街301号森林摩尔商业街负一楼37号,3,11,32.044370153753334,118.87306123265068,ok,True,南京市玄武区中山门大街301号森林摩尔商业街负一楼37号
253,江宁区禄口街道航金大道金城商业街5-013号底商,1,1,31.707277973096758,118.88820001608815,ok,True,南京市江宁区禄口街道航金大道金城商业街5-013号底商
254,江北新区浦滨路150号中科创新广场5栋一层大堂,0,0,32.0785968193686,118.67312726173645,ok,True,南京市江北新区浦滨路150号中科创新广场5栋一层大堂
255,玄武区钟山风景区紫岚里游客中心旁,0,2,32.06929138716847,118.85940636008516,ok,True,南京市玄武区钟山风景区紫岚里游客中心旁
256,雨花台区安德门大街52号A栋超级物种内,8,42,31.976335500750274,118.76872044258076,ok,True,南京市雨花台区安德门大街52号A栋超级物种内
257,建邺区江东中路329号金奥国际中心负一层145-2室,26,69,32.00464101360387,118.73216695409094,ok,True,南京市建邺区江东中路329号金奥国际中心负一层145-2室
258,鼓楼区中山北路6号绿地购物中心B1M层,0,0,32.06744224191819,118.7903181324655,ok,True,南京市鼓楼区中山北路6号绿地购物中心B1M层
259,秦淮区汉中路27号友谊广场BF层05号,38,230,32.04760804760108,118.78780557195411,ok,True,南京市秦淮区汉中路27号友谊广场BF层05号
260,秦淮区中山南路18号南京国际贸易中心一层,66,275,32.03185967321475,118.78894722842674,ok,True,秦淮区中山南路18号南京国际贸易中心一层
