spec,formula,n,r2,r2_within
binary_collapsed,variety_seeking ~ post_X_treated + post_X_disp + post_X_treated_X_disp | event_fe_id + rel_t + calendar_month,99644,0.4160262504374628,0.0005383592916476942
binary_collapsed_group_effects,variety_seeking ~ post_X_treated_X_low + post_X_disp + post_X_treated_X_high | event_fe_id + rel_t + calendar_month,99644,0.41602625043746344,0.0005383592916488045
