spec,estimand,term,n,r2_within,coef,se,pvalue,ci_low,ci_high
binary_collapsed,low_predicted_incidence_effect_delta_b,post_X_treated,43655,0.0002499936035117445,0.009609234525234087,0.017101456792334567,0.5741994586211145,-0.02391298544874279,0.043131454499210964
binary_collapsed,common_high_minus_low_post_shift,post_X_disp,43655,0.0002499936035117445,0.026249821388012975,0.00966337402911879,0.006610266881381444,0.007307707050704892,0.045191935725321056
binary_collapsed,high_minus_low_ddd,post_X_treated_X_disp,43655,0.0002499936035117445,-0.021087556430479375,0.021708909105104052,0.33138313571637346,-0.06364128944008826,0.02146617657912951
binary_collapsed_group_effects,low_predicted_incidence_effect,post_X_treated_X_low,43655,0.00024999360351196653,0.009609234525328416,0.017101456865510827,0.57419946025552,-0.023912985592088327,0.043131454642745155
binary_collapsed_group_effects,high_predicted_incidence_effect,post_X_treated_X_high,43655,0.00024999360351196653,-0.011478321905244088,0.013551628534279579,0.39701120131750245,-0.03804218007523141,0.015085536264743241
