spec,estimand,term,n,r2_within,coef,se,pvalue,ci_low,ci_high,group
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[-3]:disp_binary",99644,0.001480181962582816,0.03305513994635561,0.013556953855562853,0.02602810054981597,0.004452467513923496,0.06165781237878772,event_study
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[-2]:disp_binary",99644,0.001480181962582816,0.01587151505635281,0.014146869130564928,0.27749780556112125,-0.013975769812880425,0.04571879992558604,event_study
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[1]:disp_binary",99644,0.001480181962582816,0.029102484527931197,0.013320458256490851,0.043196027740542986,0.0009987741945101831,0.057206194861352214,event_study
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[2]:disp_binary",99644,0.001480181962582816,0.0624085830394043,0.01391431828295879,0.00032590283511857443,0.033051937571088805,0.0917652285077198,event_study
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[3]:disp_binary",99644,0.001480181962582816,0.0702857644131278,0.01654696695975188,0.0005428613060427523,0.03537471575555233,0.10519681307070326,event_study
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[4]:disp_binary",99644,0.001480181962582816,0.08371061172378509,0.017021590209646893,0.00013015870519450523,0.04779819553997931,0.11962302790759087,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-4]:treated",99644,0.0022072658237377585,-0.024544671629477415,0.02037731103854849,0.2448947936914352,-0.06753703989295906,0.018447696634004227,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-3]:treated",99644,0.0022072658237377585,-0.014817228458730161,0.027826634068403026,0.6012823586713205,-0.07352629449491037,0.04389183757745005,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-2]:treated",99644,0.0022072658237377585,-0.03683761720043163,0.02051547072992558,0.09035409345251622,-0.08012147693300928,0.0064462425321460196,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[1]:treated",99644,0.0022072658237377585,0.03259100340218153,0.025987656565068316,0.22677835219115772,-0.022238159250178337,0.08742016605454139,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[2]:treated",99644,0.0022072658237377585,0.01732654545100152,0.026972573239319054,0.5291974364785936,-0.03958060974356021,0.07423370064556326,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[3]:treated",99644,0.0022072658237377585,-0.011121837631413204,0.028877160109701334,0.7049077005136084,-0.07204731987444402,0.049803644611617605,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[4]:treated",99644,0.0022072658237377585,0.007055750803272793,0.018651942082667974,0.7099010986226344,-0.03229640715958237,0.04640790876612796,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-4]:treated_X_disp",99644,0.0022072658237377585,0.0003473142714675142,0.0195871022209372,0.9860592740708756,-0.04097785911887669,0.041672487661811725,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-3]:treated_X_disp",99644,0.0022072658237377585,0.001076919556718446,0.022500493607618802,0.9623839893990311,-0.046394972365571614,0.048548811479008504,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-2]:treated_X_disp",99644,0.0022072658237377585,0.006422088132785357,0.019642247550533933,0.7476948541052639,-0.03501943173298678,0.047863607998557496,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[1]:treated_X_disp",99644,0.0022072658237377585,-0.030266739780048447,0.025280039726672095,0.24763462735749298,-0.0836029614036229,0.023069481843526012,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[2]:treated_X_disp",99644,0.0022072658237377585,-0.047908892030885636,0.026879769846087514,0.09256189916370094,-0.10462024918073168,0.008802465118960406,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[3]:treated_X_disp",99644,0.0022072658237377585,-0.024558567753494864,0.029181031785036136,0.41169836930622195,-0.0861251631908093,0.03700802768381957,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[4]:treated_X_disp",99644,0.0022072658237377585,-0.048601398234596034,0.02352114475188521,0.05438605179508871,-0.09822667584059262,0.0010238793714005545,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-4]:disp_binary",99644,0.0022072658237377585,0.04101083412855374,0.013315477379494808,0.006790132026684548,0.01291763252701025,0.06910403573009723,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-3]:disp_binary",99644,0.0022072658237377585,0.03543832979710147,0.013475705789730402,0.017562150949619326,0.007007075799631481,0.06386958379457147,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-2]:disp_binary",99644,0.0022072658237377585,0.014791971121510006,0.01586768909554718,0.36428093651026394,-0.018685926516489135,0.048269868759509144,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[1]:disp_binary",99644,0.0022072658237377585,0.0299183893217046,0.01288055438613437,0.03285753936971236,0.0027427950267107995,0.0570939836166984,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[2]:disp_binary",99644,0.0022072658237377585,0.06668271275284478,0.01269536504366629,6.482947948227569e-05,0.03989783381743882,0.09346759168825074,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[3]:disp_binary",99644,0.0022072658237377585,0.07281026426893597,0.014688295481365183,0.0001198991910931202,0.041820669650534985,0.10379985888733695,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[4]:disp_binary",99644,0.0022072658237377585,0.08762257044743361,0.015302416030640595,2.4723338472032452e-05,0.05533729472750389,0.11990784616736333,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-4]:treated_X_len",99644,0.0022072658237377585,-0.005965098391874685,0.016684515064970862,0.7251003569600791,-0.0411663481845426,0.02923615140079323,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-3]:treated_X_len",99644,0.0022072658237377585,-0.03561955379730402,0.027296616415820013,0.20931265648647313,-0.09321038033353801,0.02197127273892998,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-2]:treated_X_len",99644,0.0022072658237377585,0.014393309134468799,0.01721074111212145,0.4145883737826952,-0.021918180569939,0.050704798838876596,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[1]:treated_X_len",99644,0.0022072658237377585,0.006117781091760409,0.01846603786146767,0.7444675148818112,-0.0328421532492214,0.045077715432742214,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[2]:treated_X_len",99644,0.0022072658237377585,-0.03314731779842802,0.015909316394888292,0.05260964536571122,-0.06671304136104017,0.0004184057641841224,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[3]:treated_X_len",99644,0.0022072658237377585,-0.019008683405744586,0.01686942382311575,0.2754764858699741,-0.054600056576824374,0.0165826897653352,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[4]:treated_X_len",99644,0.0022072658237377585,-0.042309711617734946,0.013825997040528414,0.007083701497261563,-0.07148001555291725,-0.013139407682552642,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-4]:disp_X_len",99644,0.0022072658237377585,-5.864436493097439e-05,0.00857813244578876,0.9946248943588425,-0.018156921827772347,0.018039633097910398,event_study
