event_fe_id,rel_t_history,product_window_choices,new_product_window_choices,window_novelty
258775|133|2021-07-28,-10,1,0,0.0
258775|133|2021-07-28,-9,4,3,0.75
258775|133|2021-07-28,-7,1,0,0.0
258775|133|2021-07-28,-6,6,3,0.5
258775|133|2021-07-28,-5,6,3,0.5
258775|133|2021-07-28,-4,3,0,0.0
258775|133|2021-07-28,-3,2,1,0.5
258775|133|2021-07-28,-2,1,0,0.0
258799|62|2021-08-04,-9,1,0,0.0
258799|62|2021-08-04,-8,2,0,0.0
258816|8|2021-05-27,-12,1,0,0.0
258816|8|2021-05-27,-10,1,0,0.0
258816|8|2021-05-27,-8,2,1,0.5
258816|8|2021-05-27,-7,1,1,1.0
258816|8|2021-05-27,-6,1,1,1.0
258816|8|2021-05-27,-4,1,0,0.0
258824|121|2021-08-03,-12,2,1,0.5
258824|121|2021-08-03,-11,3,2,0.6666666666666666
258824|121|2021-08-03,-10,1,0,0.0
258824|121|2021-08-03,-9,3,2,0.6666666666666666
258824|121|2021-08-03,-8,5,3,0.6
258824|121|2021-08-03,-7,6,2,0.3333333333333333
258824|121|2021-08-03,-6,5,3,0.6
258824|121|2021-08-03,-5,4,1,0.25
258824|121|2021-08-03,-4,4,2,0.5
258824|121|2021-08-03,-3,8,3,0.375
258824|121|2021-08-03,-2,2,0,0.0
258824|121|2021-08-03,-1,5,3,0.6
258860|124|2021-07-22,-12,1,1,1.0
258860|124|2021-07-22,-11,1,0,0.0
258860|124|2021-07-22,-9,7,6,0.8571428571428571
258860|124|2021-07-22,-8,5,1,0.2
258860|124|2021-07-22,-7,3,0,0.0
258860|124|2021-07-22,-6,2,0,0.0
258860|124|2021-07-22,-5,1,0,0.0
258875|131|2021-08-29,-9,2,2,1.0
258875|131|2021-08-29,-8,1,1,1.0
258875|131|2021-08-29,-7,3,3,1.0
258880|5|2021-08-18,-10,1,0,0.0
258880|5|2021-08-18,-9,1,1,1.0
258880|5|2021-08-18,-6,1,1,1.0
258887|133|2021-07-28,-7,2,2,1.0
258887|133|2021-07-28,-4,2,2,1.0
258887|133|2021-07-28,-3,1,0,0.0
258887|133|2021-07-28,-1,4,3,0.75
258896|124|2021-07-22,-12,2,1,0.5
258896|124|2021-07-22,-11,1,0,0.0
258896|124|2021-07-22,-10,2,2,1.0
258896|124|2021-07-22,-9,1,0,0.0
258896|124|2021-07-22,-8,3,2,0.6666666666666666
258896|124|2021-07-22,-7,2,1,0.5
258896|124|2021-07-22,-5,1,1,1.0
258896|124|2021-07-22,-3,1,0,0.0
258896|124|2021-07-22,-2,3,2,0.6666666666666666
258913|62|2021-08-04,-12,2,1,0.5
258913|62|2021-08-04,-8,1,1,1.0
258913|62|2021-08-04,-6,1,1,1.0
258964|62|2021-08-04,-9,2,2,1.0
258964|62|2021-08-04,-8,1,0,0.0
258964|62|2021-08-04,-6,1,0,0.0
258964|62|2021-08-04,-5,2,1,0.5
258964|62|2021-08-04,-4,1,0,0.0
258964|62|2021-08-04,-3,2,1,0.5
258977|62|2021-08-04,-9,1,1,1.0
258977|62|2021-08-04,-8,4,4,1.0
258977|62|2021-08-04,-6,1,1,1.0
258977|62|2021-08-04,-4,1,1,1.0
258982|182|2021-08-03,-11,2,1,0.5
258982|182|2021-08-03,-9,1,0,0.0
258982|182|2021-08-03,-8,1,1,1.0
258982|182|2021-08-03,-7,1,0,0.0
258982|182|2021-08-03,-6,2,1,0.5
258982|182|2021-08-03,-5,1,1,1.0
258982|182|2021-08-03,-1,1,1,1.0
259055|3|2021-08-09,-2,3,3,1.0
259055|3|2021-08-09,-1,3,1,0.3333333333333333
259056|133|2021-07-28,-12,2,1,0.5
259078|46|2021-08-04,-11,1,1,1.0
259078|46|2021-08-04,-10,2,1,0.5
259082|47|2021-07-30,-6,2,2,1.0
259082|47|2021-07-30,-5,1,0,0.0
259082|47|2021-07-30,-4,1,1,1.0
259082|47|2021-07-30,-3,1,0,0.0
259082|47|2021-07-30,-2,1,0,0.0
259094|39|2021-07-25,-10,1,1,1.0
259094|39|2021-07-25,-9,1,1,1.0
259094|39|2021-07-25,-8,2,2,1.0
259094|39|2021-07-25,-6,1,0,0.0
259094|39|2021-07-25,-5,1,0,0.0
259094|39|2021-07-25,-4,2,0,0.0
259094|39|2021-07-25,-3,1,0,0.0
259094|39|2021-07-25,-2,1,1,1.0
259096|182|2021-08-03,-6,1,1,1.0
259096|182|2021-08-03,-5,1,0,0.0
259096|182|2021-08-03,-3,2,1,0.5
259126|182|2021-08-03,-8,3,2,0.6666666666666666
259126|182|2021-08-03,-7,2,1,0.5
259150|3|2021-08-09,-10,1,0,0.0
259150|3|2021-08-09,-7,2,1,0.5
259150|3|2021-08-09,-5,1,0,0.0
259151|133|2021-07-28,-11,2,2,1.0
259151|133|2021-07-28,-7,1,1,1.0
259151|133|2021-07-28,-5,3,2,0.6666666666666666
259151|133|2021-07-28,-3,1,1,1.0
259182|19|2021-07-15,-11,1,1,1.0
259182|19|2021-07-15,-9,1,1,1.0
259182|19|2021-07-15,-8,2,1,0.5
259182|19|2021-07-15,-4,1,0,0.0
259182|19|2021-07-15,-3,1,0,0.0
259182|19|2021-07-15,-2,1,0,0.0
259195|59|2021-08-03,-12,2,2,1.0
259195|59|2021-08-03,-11,1,0,0.0
259195|59|2021-08-03,-9,1,1,1.0
259201|238|2021-07-24,-7,1,1,1.0
259201|238|2021-07-24,-6,2,1,0.5
259201|238|2021-07-24,-5,1,0,0.0
259201|238|2021-07-24,-1,1,1,1.0
259207|133|2021-07-28,-6,2,2,1.0
259207|133|2021-07-28,-3,1,1,1.0
259207|133|2021-07-28,-1,3,1,0.3333333333333333
259224|47|2021-07-30,-11,2,2,1.0
259229|5|2021-08-18,-10,1,1,1.0
259229|5|2021-08-18,-9,1,0,0.0
259229|5|2021-08-18,-7,1,0,0.0
259229|5|2021-08-18,-4,1,1,1.0
259229|5|2021-08-18,-3,1,0,0.0
259229|5|2021-08-18,-2,4,3,0.75
259324|133|2021-07-28,-12,2,2,1.0
259324|133|2021-07-28,-11,1,0,0.0
259324|133|2021-07-28,-9,3,3,1.0
259324|133|2021-07-28,-8,3,2,0.6666666666666666
259324|133|2021-07-28,-7,1,1,1.0
259324|133|2021-07-28,-3,1,1,1.0
259357|44|2021-07-24,-12,4,1,0.25
259357|44|2021-07-24,-11,2,0,0.0
259357|44|2021-07-24,-8,2,1,0.5
259357|44|2021-07-24,-7,4,1,0.25
259357|44|2021-07-24,-5,6,3,0.5
259357|44|2021-07-24,-4,3,1,0.3333333333333333
259357|44|2021-07-24,-3,1,0,0.0
259357|44|2021-07-24,-2,2,0,0.0
259357|44|2021-07-24,-1,6,1,0.16666666666666666
259414|46|2021-08-04,-12,1,0,0.0
259414|46|2021-08-04,-11,1,0,0.0
259414|46|2021-08-04,-9,1,0,0.0
259414|46|2021-08-04,-7,2,1,0.5
259414|46|2021-08-04,-6,4,1,0.25
259414|46|2021-08-04,-4,1,0,0.0
259414|46|2021-08-04,-3,2,0,0.0
259414|46|2021-08-04,-2,1,0,0.0
259416|124|2021-07-22,-12,1,0,0.0
259416|124|2021-07-22,-8,1,1,1.0
259416|124|2021-07-22,-2,1,0,0.0
259416|124|2021-07-22,-1,1,1,1.0
259436|238|2021-07-24,-8,2,2,1.0
259436|238|2021-07-24,-7,2,1,0.5
259436|238|2021-07-24,-1,3,3,1.0
259539|246|2021-07-27,-12,1,0,0.0
259539|246|2021-07-27,-11,1,1,1.0
259539|246|2021-07-27,-10,1,1,1.0
259539|246|2021-07-27,-9,3,2,0.6666666666666666
259539|246|2021-07-27,-8,3,1,0.3333333333333333
259539|246|2021-07-27,-7,1,1,1.0
259539|246|2021-07-27,-6,2,1,0.5
259539|246|2021-07-27,-5,3,1,0.3333333333333333
259539|246|2021-07-27,-4,1,0,0.0
259539|246|2021-07-27,-3,2,1,0.5
259539|246|2021-07-27,-2,2,1,0.5
259539|246|2021-07-27,-1,3,0,0.0
259546|124|2021-07-22,-11,1,1,1.0
259546|124|2021-07-22,-9,1,1,1.0
259546|124|2021-07-22,-8,1,1,1.0
259547|5|2021-08-18,-5,1,1,1.0
259567|133|2021-07-28,-12,5,4,0.8
259567|133|2021-07-28,-9,1,1,1.0
259567|133|2021-07-28,-8,1,0,0.0
259567|133|2021-07-28,-7,1,0,0.0
259567|133|2021-07-28,-6,1,1,1.0
259567|133|2021-07-28,-3,1,0,0.0
259569|5|2021-08-18,-10,1,0,0.0
259569|5|2021-08-18,-9,1,0,0.0
259569|5|2021-08-18,-8,1,0,0.0
259569|5|2021-08-18,-7,4,2,0.5
259569|5|2021-08-18,-6,2,1,0.5
259569|5|2021-08-18,-5,2,1,0.5
259569|5|2021-08-18,-4,3,0,0.0
259582|246|2021-07-27,-11,1,1,1.0
259582|246|2021-07-27,-7,1,1,1.0
259582|246|2021-07-27,-6,2,2,1.0
259582|246|2021-07-27,-5,3,3,1.0
259582|246|2021-07-27,-4,1,1,1.0
259582|246|2021-07-27,-3,1,1,1.0
259582|246|2021-07-27,-2,1,1,1.0
259585|124|2021-07-22,-9,4,4,1.0
259585|124|2021-07-22,-5,2,2,1.0
259585|124|2021-07-22,-4,2,0,0.0
259585|124|2021-07-22,-3,3,3,1.0
259600|47|2021-07-30,-12,2,1,0.5
259600|47|2021-07-30,-11,1,0,0.0
259600|47|2021-07-30,-10,4,3,0.75
259600|47|2021-07-30,-9,1,0,0.0
259600|47|2021-07-30,-8,1,1,1.0
259600|47|2021-07-30,-7,2,0,0.0
259600|47|2021-07-30,-6,1,0,0.0
259600|47|2021-07-30,-5,9,4,0.4444444444444444
259600|47|2021-07-30,-4,4,2,0.5
259600|47|2021-07-30,-3,2,0,0.0
259600|47|2021-07-30,-2,3,0,0.0
259600|47|2021-07-30,-1,3,2,0.6666666666666666
259617|39|2021-07-25,-10,1,1,1.0
259617|39|2021-07-25,-3,2,2,1.0
259617|39|2021-07-25,-2,5,4,0.8
259630|5|2021-08-18,-11,2,2,1.0
259630|5|2021-08-18,-10,1,0,0.0
259630|5|2021-08-18,-9,1,0,0.0
259649|133|2021-07-28,-9,2,2,1.0
259649|133|2021-07-28,-8,1,0,0.0
259649|133|2021-07-28,-6,1,0,0.0
259658|19|2021-07-15,-11,1,0,0.0
259658|19|2021-07-15,-6,1,1,1.0
259658|19|2021-07-15,-5,1,1,1.0
259658|19|2021-07-15,-3,1,1,1.0
259715|133|2021-07-28,-11,1,1,1.0
259715|133|2021-07-28,-5,1,0,0.0
259749|133|2021-07-28,-10,2,1,0.5
259749|133|2021-07-28,-9,4,3,0.75
259749|133|2021-07-28,-8,1,0,0.0
259749|133|2021-07-28,-7,1,0,0.0
259749|133|2021-07-28,-6,1,0,0.0
259749|133|2021-07-28,-4,2,1,0.5
259757|19|2021-07-15,-12,1,1,1.0
259757|19|2021-07-15,-8,1,0,0.0
259757|19|2021-07-15,-6,1,1,1.0
259757|19|2021-07-15,-4,1,0,0.0
259757|19|2021-07-15,-2,1,0,0.0
259774|19|2021-07-15,-12,1,0,0.0
259774|19|2021-07-15,-11,1,0,0.0
259780|39|2021-07-25,-11,1,1,1.0
259780|39|2021-07-25,-9,3,3,1.0
259780|39|2021-07-25,-8,7,4,0.5714285714285714
259780|39|2021-07-25,-6,1,1,1.0
259780|39|2021-07-25,-2,1,1,1.0
259782|131|2021-08-29,-12,1,0,0.0
259782|131|2021-08-29,-11,1,1,1.0
259782|131|2021-08-29,-10,1,1,1.0
259792|124|2021-07-22,-9,6,6,1.0
259792|124|2021-07-22,-5,2,1,0.5
259826|19|2021-07-15,-8,3,3,1.0
259826|19|2021-07-15,-7,2,1,0.5
259826|19|2021-07-15,-6,3,1,0.3333333333333333
259826|19|2021-07-15,-4,5,3,0.6
259826|19|2021-07-15,-3,4,1,0.25
259826|19|2021-07-15,-1,6,3,0.5
259843|124|2021-07-22,-7,1,1,1.0
259843|124|2021-07-22,-6,5,5,1.0
259843|124|2021-07-22,-5,4,3,0.75
259843|124|2021-07-22,-4,1,1,1.0
259858|19|2021-07-15,-12,1,1,1.0
259858|19|2021-07-15,-11,1,1,1.0
259858|19|2021-07-15,-10,1,0,0.0
259858|19|2021-07-15,-8,1,0,0.0
259886|220|2021-08-03,-11,2,2,1.0
259886|220|2021-08-03,-10,2,1,0.5
259886|220|2021-08-03,-6,3,2,0.6666666666666666
259886|220|2021-08-03,-5,2,1,0.5
259914|59|2021-08-03,-12,1,1,1.0
259914|59|2021-08-03,-11,3,0,0.0
259914|59|2021-08-03,-8,3,3,1.0
259914|59|2021-08-03,-7,1,0,0.0
259914|59|2021-08-03,-6,1,0,0.0
259914|59|2021-08-03,-5,2,0,0.0
259914|59|2021-08-03,-4,1,1,1.0
259939|220|2021-08-03,-10,1,0,0.0
259939|220|2021-08-03,-2,2,0,0.0
259939|220|2021-08-03,-1,1,1,1.0
260037|3|2021-08-09,-10,1,0,0.0
260037|3|2021-08-09,-8,5,4,0.8
260037|3|2021-08-09,-7,3,2,0.6666666666666666
260037|3|2021-08-09,-6,4,2,0.5
260037|3|2021-08-09,-5,3,1,0.3333333333333333
260037|3|2021-08-09,-4,3,0,0.0
260037|3|2021-08-09,-3,1,0,0.0
260037|3|2021-08-09,-2,3,0,0.0
260040|8|2021-05-27,-6,1,1,1.0
260040|8|2021-05-27,-5,1,0,0.0
260040|8|2021-05-27,-3,1,1,1.0
260075|59|2021-08-03,-12,3,1,0.3333333333333333
260075|59|2021-08-03,-11,2,0,0.0
260075|59|2021-08-03,-10,2,0,0.0
260075|59|2021-08-03,-9,7,4,0.5714285714285714
260075|59|2021-08-03,-8,1,0,0.0
260075|59|2021-08-03,-7,5,2,0.4
260075|59|2021-08-03,-6,5,3,0.6
260075|59|2021-08-03,-4,1,1,1.0
260075|59|2021-08-03,-3,2,0,0.0
260075|59|2021-08-03,-2,2,1,0.5
260098|124|2021-07-22,-12,2,2,1.0
260098|124|2021-07-22,-10,1,1,1.0
260098|124|2021-07-22,-9,5,4,0.8
260098|124|2021-07-22,-8,1,1,1.0
260098|124|2021-07-22,-2,1,1,1.0
260098|124|2021-07-22,-1,1,1,1.0
260125|131|2021-08-29,-12,1,1,1.0
260125|131|2021-08-29,-8,2,1,0.5
260125|131|2021-08-29,-7,1,0,0.0
260125|131|2021-08-29,-6,2,2,1.0
260149|44|2021-07-24,-10,1,1,1.0
260149|44|2021-07-24,-9,2,1,0.5
260174|238|2021-07-24,-12,6,2,0.3333333333333333
260174|238|2021-07-24,-11,4,3,0.75
260174|238|2021-07-24,-10,2,1,0.5
260174|238|2021-07-24,-9,1,0,0.0
260174|238|2021-07-24,-8,1,0,0.0
260174|238|2021-07-24,-7,1,0,0.0
260174|238|2021-07-24,-6,2,1,0.5
260174|238|2021-07-24,-4,2,1,0.5
260174|238|2021-07-24,-3,2,0,0.0
260174|238|2021-07-24,-2,3,1,0.3333333333333333
260174|238|2021-07-24,-1,2,1,0.5
260220|5|2021-08-18,-6,1,1,1.0
260249|131|2021-08-29,-8,2,1,0.5
260249|131|2021-08-29,-6,1,1,1.0
260249|131|2021-08-29,-5,1,0,0.0
260249|131|2021-08-29,-4,2,0,0.0
260249|131|2021-08-29,-1,3,3,1.0
260277|8|2021-05-27,-11,2,2,1.0
260277|8|2021-05-27,-10,1,0,0.0
260277|8|2021-05-27,-8,2,1,0.5
260286|238|2021-07-24,-11,1,1,1.0
260286|238|2021-07-24,-10,2,2,1.0
260286|238|2021-07-24,-8,3,2,0.6666666666666666
260286|238|2021-07-24,-7,1,0,0.0
260286|238|2021-07-24,-6,4,2,0.5
260286|238|2021-07-24,-5,2,2,1.0
260286|238|2021-07-24,-3,3,1,0.3333333333333333
260286|238|2021-07-24,-1,3,1,0.3333333333333333
260380|3|2021-08-09,-12,1,0,0.0
260380|3|2021-08-09,-11,4,2,0.5
260380|3|2021-08-09,-10,2,0,0.0
260380|3|2021-08-09,-8,5,3,0.6
260402|3|2021-08-09,-12,2,1,0.5
260402|3|2021-08-09,-11,1,0,0.0
260402|3|2021-08-09,-6,1,1,1.0
260406|246|2021-07-27,-11,1,0,0.0
260406|246|2021-07-27,-9,1,0,0.0
260406|246|2021-07-27,-8,1,0,0.0
260406|246|2021-07-27,-7,3,1,0.3333333333333333
260406|246|2021-07-27,-6,3,2,0.6666666666666666
260406|246|2021-07-27,-5,4,1,0.25
260406|246|2021-07-27,-4,2,2,1.0
260406|246|2021-07-27,-3,1,0,0.0
260406|246|2021-07-27,-2,3,0,0.0
260406|246|2021-07-27,-1,1,0,0.0
260421|182|2021-08-03,-12,3,2,0.6666666666666666
260421|182|2021-08-03,-8,2,1,0.5
260421|182|2021-08-03,-7,1,0,0.0
260431|59|2021-08-03,-12,1,1,1.0
260431|59|2021-08-03,-9,3,2,0.6666666666666666
260431|59|2021-08-03,-8,1,0,0.0
260431|59|2021-08-03,-7,1,1,1.0
260431|59|2021-08-03,-6,1,1,1.0
260515|3|2021-08-09,-5,1,1,1.0
260515|3|2021-08-09,-4,2,1,0.5
260515|3|2021-08-09,-3,1,0,0.0
260645|59|2021-08-03,-10,2,2,1.0
260645|59|2021-08-03,-8,4,4,1.0
260645|59|2021-08-03,-7,2,2,1.0
260664|131|2021-08-29,-9,1,1,1.0
260665|121|2021-08-03,-12,1,0,0.0
260665|121|2021-08-03,-11,1,1,1.0
260665|121|2021-08-03,-9,2,0,0.0
260665|121|2021-08-03,-8,1,0,0.0
260665|121|2021-08-03,-4,1,1,1.0
260668|46|2021-08-04,-6,1,1,1.0
260668|46|2021-08-04,-4,2,2,1.0
260692|59|2021-08-03,-11,3,3,1.0
260692|59|2021-08-03,-3,2,1,0.5
260692|59|2021-08-03,-2,1,0,0.0
260714|124|2021-07-22,-8,5,5,1.0
260714|124|2021-07-22,-7,2,1,0.5
260714|124|2021-07-22,-5,2,2,1.0
260714|124|2021-07-22,-1,4,4,1.0
260717|220|2021-08-03,-11,1,0,0.0
260717|220|2021-08-03,-9,1,0,0.0
260717|220|2021-08-03,-8,1,0,0.0
260728|124|2021-07-22,-12,1,0,0.0
260728|124|2021-07-22,-11,1,1,1.0
260728|124|2021-07-22,-10,1,0,0.0
260728|124|2021-07-22,-9,2,1,0.5
260728|124|2021-07-22,-8,1,1,1.0
260729|131|2021-08-29,-12,3,2,0.6666666666666666
260729|131|2021-08-29,-11,1,1,1.0
260729|131|2021-08-29,-10,3,0,0.0
260729|131|2021-08-29,-9,6,3,0.5
260729|131|2021-08-29,-8,3,2,0.6666666666666666
260729|131|2021-08-29,-7,4,2,0.5
260729|131|2021-08-29,-5,2,0,0.0
260735|47|2021-07-30,-6,1,1,1.0
260825|46|2021-08-04,-8,2,2,1.0
260825|46|2021-08-04,-7,1,1,1.0
260825|46|2021-08-04,-6,2,0,0.0
260825|46|2021-08-04,-5,3,3,1.0
260825|46|2021-08-04,-4,2,2,1.0
260825|46|2021-08-04,-3,2,1,0.5
260825|46|2021-08-04,-2,2,2,1.0
260825|46|2021-08-04,-1,2,1,0.5
260829|39|2021-07-25,-12,1,1,1.0
260829|39|2021-07-25,-11,1,0,0.0
260829|39|2021-07-25,-10,1,1,1.0
260829|39|2021-07-25,-8,1,0,0.0
260829|39|2021-07-25,-5,1,0,0.0
260829|39|2021-07-25,-4,1,1,1.0
260829|39|2021-07-25,-1,3,3,1.0
260835|131|2021-08-29,-9,2,2,1.0
260835|131|2021-08-29,-8,4,2,0.5
260835|131|2021-08-29,-7,2,1,0.5
260835|131|2021-08-29,-1,2,1,0.5
260839|238|2021-07-24,-7,2,2,1.0
260839|238|2021-07-24,-6,2,1,0.5
260839|238|2021-07-24,-5,2,2,1.0
260846|182|2021-08-03,-5,2,2,1.0
260846|182|2021-08-03,-3,2,1,0.5
260890|5|2021-08-18,-11,2,1,0.5
260890|5|2021-08-18,-10,1,0,0.0
260895|46|2021-08-04,-12,4,1,0.25
260895|46|2021-08-04,-11,1,0,0.0
260895|46|2021-08-04,-10,2,1,0.5
260895|46|2021-08-04,-9,2,0,0.0
260895|46|2021-08-04,-8,1,0,0.0
260895|46|2021-08-04,-7,5,2,0.4
260895|46|2021-08-04,-6,1,1,1.0
260895|46|2021-08-04,-5,2,1,0.5
260895|46|2021-08-04,-4,4,1,0.25
260895|46|2021-08-04,-3,4,2,0.5
260895|46|2021-08-04,-2,2,0,0.0
260902|3|2021-08-09,-12,2,2,1.0
260902|3|2021-08-09,-7,1,1,1.0
260902|3|2021-08-09,-6,1,0,0.0
260902|3|2021-08-09,-2,1,0,0.0
260926|47|2021-07-30,-9,1,1,1.0
260973|62|2021-08-04,-10,3,3,1.0
260973|62|2021-08-04,-8,3,1,0.3333333333333333
260973|62|2021-08-04,-5,2,2,1.0
260973|62|2021-08-04,-4,1,0,0.0
260973|62|2021-08-04,-2,2,2,1.0
261018|5|2021-08-18,-12,1,0,0.0
261018|5|2021-08-18,-10,1,0,0.0
261018|5|2021-08-18,-9,1,1,1.0
261018|5|2021-08-18,-8,1,0,0.0
261018|5|2021-08-18,-6,2,1,0.5
261023|62|2021-08-04,-8,1,1,1.0
261023|62|2021-08-04,-7,1,0,0.0
261023|62|2021-08-04,-5,1,0,0.0
261073|19|2021-07-15,-12,1,0,0.0
261073|19|2021-07-15,-5,1,0,0.0
261073|19|2021-07-15,-4,1,0,0.0
261073|19|2021-07-15,-1,1,0,0.0
261074|46|2021-08-04,-10,1,1,1.0
261074|46|2021-08-04,-8,4,4,1.0
261074|46|2021-08-04,-4,1,1,1.0
261161|46|2021-08-04,-12,1,1,1.0
261191|133|2021-07-28,-12,1,0,0.0
261191|133|2021-07-28,-10,3,3,1.0
261191|133|2021-07-28,-8,1,1,1.0
261191|133|2021-07-28,-7,1,0,0.0
261191|133|2021-07-28,-5,1,1,1.0
261191|133|2021-07-28,-1,3,3,1.0
261314|19|2021-07-15,-7,1,1,1.0
261314|19|2021-07-15,-6,3,3,1.0
261334|39|2021-07-25,-12,2,2,1.0
261334|39|2021-07-25,-7,3,3,1.0
261334|39|2021-07-25,-5,1,1,1.0
261334|39|2021-07-25,-4,2,0,0.0
261334|39|2021-07-25,-3,4,3,0.75
261334|39|2021-07-25,-1,2,2,1.0
261339|124|2021-07-22,-11,1,1,1.0
261339|124|2021-07-22,-10,4,3,0.75
261339|124|2021-07-22,-8,1,1,1.0
261339|124|2021-07-22,-7,3,2,0.6666666666666666
261339|124|2021-07-22,-5,3,2,0.6666666666666666
261339|124|2021-07-22,-4,3,3,1.0
261343|19|2021-07-15,-12,2,2,1.0
261343|19|2021-07-15,-11,2,2,1.0
261343|19|2021-07-15,-10,3,1,0.3333333333333333
261343|19|2021-07-15,-9,2,2,1.0
261361|131|2021-08-29,-12,2,2,1.0
261361|131|2021-08-29,-11,1,0,0.0
261361|131|2021-08-29,-7,1,0,0.0
261408|44|2021-07-24,-12,1,1,1.0
261418|131|2021-08-29,-11,1,1,1.0
261418|131|2021-08-29,-10,2,2,1.0
261418|131|2021-08-29,-9,3,0,0.0
261418|131|2021-08-29,-8,2,1,0.5
261418|131|2021-08-29,-7,2,0,0.0
261418|131|2021-08-29,-5,5,0,0.0
261418|131|2021-08-29,-4,2,0,0.0
261418|131|2021-08-29,-2,1,0,0.0
261450|8|2021-05-27,-4,3,3,1.0
261450|8|2021-05-27,-3,1,1,1.0
261450|8|2021-05-27,-2,1,0,0.0
261463|39|2021-07-25,-12,1,0,0.0
261463|39|2021-07-25,-10,1,1,1.0
261463|39|2021-07-25,-9,1,1,1.0
261463|39|2021-07-25,-6,1,1,1.0
261463|39|2021-07-25,-5,1,0,0.0
261504|59|2021-08-03,-12,1,1,1.0
261504|59|2021-08-03,-10,2,1,0.5
261504|59|2021-08-03,-9,2,2,1.0
261504|59|2021-08-03,-7,2,2,1.0
261504|59|2021-08-03,-6,2,0,0.0
261504|59|2021-08-03,-5,5,2,0.4
261504|59|2021-08-03,-4,1,1,1.0
261504|59|2021-08-03,-2,1,0,0.0
261504|59|2021-08-03,-1,1,1,1.0
261524|39|2021-07-25,-10,1,1,1.0
261524|39|2021-07-25,-9,1,0,0.0
261524|39|2021-07-25,-4,2,2,1.0
261524|39|2021-07-25,-3,3,2,0.6666666666666666
261524|39|2021-07-25,-2,2,2,1.0
261524|39|2021-07-25,-1,1,1,1.0
261531|124|2021-07-22,-12,1,0,0.0
261531|124|2021-07-22,-11,2,0,0.0
261531|124|2021-07-22,-10,2,1,0.5
261531|124|2021-07-22,-9,2,0,0.0
261531|124|2021-07-22,-8,1,0,0.0
261531|124|2021-07-22,-6,3,1,0.3333333333333333
261531|124|2021-07-22,-5,2,0,0.0
261531|124|2021-07-22,-4,1,0,0.0
261531|124|2021-07-22,-3,1,0,0.0
261531|124|2021-07-22,-2,2,1,0.5
261531|124|2021-07-22,-1,1,0,0.0
261537|3|2021-08-09,-12,1,1,1.0
261537|3|2021-08-09,-11,1,0,0.0
261537|3|2021-08-09,-10,1,1,1.0
261537|3|2021-08-09,-9,2,0,0.0
261537|3|2021-08-09,-8,2,1,0.5
261537|3|2021-08-09,-7,2,0,0.0
261537|3|2021-08-09,-6,3,0,0.0
261537|3|2021-08-09,-5,1,0,0.0
261537|3|2021-08-09,-4,2,0,0.0
261537|3|2021-08-09,-3,3,1,0.3333333333333333
261537|3|2021-08-09,-2,4,0,0.0
261537|3|2021-08-09,-1,1,1,1.0
261538|19|2021-07-15,-11,1,1,1.0
261538|19|2021-07-15,-8,1,1,1.0
261538|19|2021-07-15,-7,1,0,0.0
261538|19|2021-07-15,-6,3,2,0.6666666666666666
261538|19|2021-07-15,-4,1,1,1.0
261556|220|2021-08-03,-11,2,1,0.5
261556|220|2021-08-03,-10,1,0,0.0
261556|220|2021-08-03,-9,2,1,0.5
261556|220|2021-08-03,-7,2,1,0.5
261560|47|2021-07-30,-12,1,0,0.0
261560|47|2021-07-30,-2,1,0,0.0
261560|47|2021-07-30,-1,1,1,1.0
261573|121|2021-08-03,-9,1,1,1.0
261582|133|2021-07-28,-11,3,3,1.0
261582|133|2021-07-28,-10,5,4,0.8
261582|133|2021-07-28,-9,1,0,0.0
261582|133|2021-07-28,-7,2,2,1.0
261582|133|2021-07-28,-6,2,2,1.0
261582|133|2021-07-28,-5,3,3,1.0
261582|133|2021-07-28,-4,2,1,0.5
261582|133|2021-07-28,-3,3,1,0.3333333333333333
261582|133|2021-07-28,-2,5,3,0.6
261582|133|2021-07-28,-1,2,0,0.0
261607|3|2021-08-09,-12,1,1,1.0
261639|133|2021-07-28,-11,2,2,1.0
261639|133|2021-07-28,-10,1,1,1.0
261639|133|2021-07-28,-9,1,0,0.0
261639|133|2021-07-28,-8,1,0,0.0
261654|62|2021-08-04,-2,1,1,1.0
261711|62|2021-08-04,-9,2,1,0.5
261711|62|2021-08-04,-7,1,1,1.0
261711|62|2021-08-04,-4,1,0,0.0
261711|62|2021-08-04,-2,3,2,0.6666666666666666
261831|39|2021-07-25,-12,2,2,1.0
261831|39|2021-07-25,-11,5,4,0.8
261831|39|2021-07-25,-10,3,2,0.6666666666666666
261831|39|2021-07-25,-9,2,2,1.0
261831|39|2021-07-25,-8,6,5,0.8333333333333334
261831|39|2021-07-25,-7,4,1,0.25
261831|39|2021-07-25,-5,1,0,0.0
261831|39|2021-07-25,-1,1,0,0.0
261832|220|2021-08-03,-11,1,1,1.0
261832|220|2021-08-03,-9,1,0,0.0
261832|220|2021-08-03,-2,1,1,1.0
261834|133|2021-07-28,-7,1,1,1.0
261834|133|2021-07-28,-5,1,0,0.0
261834|133|2021-07-28,-2,4,4,1.0
261869|19|2021-07-15,-11,2,2,1.0
261869|19|2021-07-15,-7,1,0,0.0
261894|59|2021-08-03,-4,2,2,1.0
261894|59|2021-08-03,-3,1,0,0.0
261894|59|2021-08-03,-2,5,3,0.6
261896|238|2021-07-24,-12,1,1,1.0
