event_fe_id,rel_t_history,orders,purchase_days
38|46|2021-08-04,-9,4,2
38|46|2021-08-04,-5,3,2
38|46|2021-08-04,-4,2,1
38|46|2021-08-04,-3,1,1
38|46|2021-08-04,-1,2,2
50|59|2021-08-03,-12,1,1
50|59|2021-08-03,-10,1,1
50|59|2021-08-03,-7,1,1
50|59|2021-08-03,-5,1,1
50|59|2021-08-03,-3,1,1
50|59|2021-08-03,-2,1,1
79|124|2021-07-22,-11,2,2
79|124|2021-07-22,-10,1,1
79|124|2021-07-22,-9,2,2
79|124|2021-07-22,-8,1,1
79|124|2021-07-22,-7,1,1
79|124|2021-07-22,-6,1,1
79|124|2021-07-22,-1,4,4
85|133|2021-07-28,-9,2,2
85|133|2021-07-28,-7,1,1
85|133|2021-07-28,-6,1,1
85|133|2021-07-28,-5,1,1
85|133|2021-07-28,-4,1,1
85|133|2021-07-28,-2,3,3
101|133|2021-07-28,-11,1,1
101|133|2021-07-28,-10,2,1
101|133|2021-07-28,-8,5,3
101|133|2021-07-28,-7,2,1
101|133|2021-07-28,-6,1,1
101|133|2021-07-28,-3,1,1
101|133|2021-07-28,-2,1,1
109|121|2021-08-03,-5,5,5
109|121|2021-08-03,-4,7,7
109|121|2021-08-03,-3,5,5
109|121|2021-08-03,-2,10,10
109|121|2021-08-03,-1,1,1
135|62|2021-08-04,-10,2,2
135|62|2021-08-04,-5,2,2
135|62|2021-08-04,-3,2,2
185|47|2021-07-30,-11,3,2
185|47|2021-07-30,-9,2,2
185|47|2021-07-30,-8,1,1
185|47|2021-07-30,-7,3,3
185|47|2021-07-30,-6,2,2
185|47|2021-07-30,-5,2,2
185|47|2021-07-30,-4,1,1
185|47|2021-07-30,-3,1,1
185|47|2021-07-30,-2,5,5
185|47|2021-07-30,-1,2,2
233|62|2021-08-04,-9,1,1
233|62|2021-08-04,-8,1,1
233|62|2021-08-04,-5,2,2
233|62|2021-08-04,-3,3,3
233|62|2021-08-04,-1,1,1
248|46|2021-08-04,-12,1,1
248|46|2021-08-04,-2,1,1
259|124|2021-07-22,-12,1,1
259|124|2021-07-22,-5,1,1
259|124|2021-07-22,-1,2,1
287|46|2021-08-04,-12,4,4
287|46|2021-08-04,-9,1,1
287|46|2021-08-04,-6,2,2
287|46|2021-08-04,-4,1,1
287|46|2021-08-04,-3,1,1
302|220|2021-08-03,-4,5,4
302|220|2021-08-03,-3,1,1
302|220|2021-08-03,-1,1,1
316|121|2021-08-03,-12,1,1
316|121|2021-08-03,-10,1,1
316|121|2021-08-03,-9,1,1
316|121|2021-08-03,-7,4,3
316|121|2021-08-03,-6,4,4
316|121|2021-08-03,-5,1,1
327|46|2021-08-04,-12,3,3
327|46|2021-08-04,-10,6,6
327|46|2021-08-04,-9,4,4
327|46|2021-08-04,-8,3,3
327|46|2021-08-04,-7,1,1
327|46|2021-08-04,-6,3,3
327|46|2021-08-04,-5,7,6
327|46|2021-08-04,-4,5,4
327|46|2021-08-04,-3,3,3
327|46|2021-08-04,-2,3,3
327|46|2021-08-04,-1,1,1
339|19|2021-07-15,-2,2,2
397|47|2021-07-30,-6,2,2
397|47|2021-07-30,-5,1,1
397|47|2021-07-30,-1,3,3
435|121|2021-08-03,-7,1,1
435|121|2021-08-03,-5,1,1
435|121|2021-08-03,-4,1,1
435|121|2021-08-03,-2,2,2
454|3|2021-08-09,-12,1,1
454|3|2021-08-09,-11,1,1
454|3|2021-08-09,-6,3,3
454|3|2021-08-09,-5,2,2
465|5|2021-08-18,-12,6,3
465|5|2021-08-18,-10,2,2
465|5|2021-08-18,-9,2,2
465|5|2021-08-18,-8,3,2
465|5|2021-08-18,-7,5,5
465|5|2021-08-18,-6,4,3
465|5|2021-08-18,-5,4,3
465|5|2021-08-18,-4,2,2
465|5|2021-08-18,-3,7,4
465|5|2021-08-18,-2,1,1
465|5|2021-08-18,-1,2,2
474|121|2021-08-03,-6,3,2
474|121|2021-08-03,-5,3,2
474|121|2021-08-03,-4,6,6
474|121|2021-08-03,-3,1,1
487|62|2021-08-04,-10,1,1
487|62|2021-08-04,-9,1,1
487|62|2021-08-04,-8,1,1
487|62|2021-08-04,-6,2,1
487|62|2021-08-04,-2,1,1
503|121|2021-08-03,-10,1,1
525|59|2021-08-03,-11,1,1
525|59|2021-08-03,-9,2,2
526|39|2021-07-25,-10,1,1
526|39|2021-07-25,-9,2,2
526|39|2021-07-25,-8,4,4
526|39|2021-07-25,-7,1,1
526|39|2021-07-25,-2,2,2
526|39|2021-07-25,-1,2,2
538|19|2021-07-15,-12,1,1
538|19|2021-07-15,-11,1,1
538|19|2021-07-15,-10,1,1
538|19|2021-07-15,-8,1,1
538|19|2021-07-15,-4,2,2
538|19|2021-07-15,-2,1,1
574|19|2021-07-15,-12,3,3
574|19|2021-07-15,-9,4,3
574|19|2021-07-15,-8,2,2
574|19|2021-07-15,-6,1,1
574|19|2021-07-15,-5,1,1
574|19|2021-07-15,-2,1,1
574|19|2021-07-15,-1,3,3
605|133|2021-07-28,-8,4,4
634|133|2021-07-28,-12,2,2
634|133|2021-07-28,-11,2,2
634|133|2021-07-28,-7,3,3
686|39|2021-07-25,-12,1,1
686|39|2021-07-25,-11,1,1
686|39|2021-07-25,-10,1,1
686|39|2021-07-25,-9,2,2
686|39|2021-07-25,-8,2,1
686|39|2021-07-25,-4,1,1
687|39|2021-07-25,-7,1,1
720|19|2021-07-15,-9,2,2
720|19|2021-07-15,-7,1,1
720|19|2021-07-15,-6,4,4
720|19|2021-07-15,-5,1,1
720|19|2021-07-15,-4,1,1
727|182|2021-08-03,-12,3,3
727|182|2021-08-03,-11,1,1
727|182|2021-08-03,-10,2,2
727|182|2021-08-03,-9,4,4
727|182|2021-08-03,-8,1,1
727|182|2021-08-03,-7,3,3
727|182|2021-08-03,-6,5,4
727|182|2021-08-03,-3,2,2
727|182|2021-08-03,-2,6,6
727|182|2021-08-03,-1,2,2
739|124|2021-07-22,-10,4,4
739|124|2021-07-22,-9,1,1
739|124|2021-07-22,-8,3,3
739|124|2021-07-22,-7,1,1
776|121|2021-08-03,-10,9,4
776|121|2021-08-03,-9,2,1
776|121|2021-08-03,-8,2,2
776|121|2021-08-03,-3,1,1
776|121|2021-08-03,-2,2,2
776|121|2021-08-03,-1,1,1
795|3|2021-08-09,-2,1,1
809|59|2021-08-03,-9,1,1
809|59|2021-08-03,-4,1,1
809|59|2021-08-03,-2,1,1
851|46|2021-08-04,-10,1,1
851|46|2021-08-04,-8,2,2
851|46|2021-08-04,-7,1,1
851|46|2021-08-04,-4,1,1
852|47|2021-07-30,-9,1,1
852|47|2021-07-30,-6,1,1
852|47|2021-07-30,-3,1,1
881|220|2021-08-03,-12,1,1
881|220|2021-08-03,-11,4,4
887|44|2021-07-24,-10,1,1
887|44|2021-07-24,-9,1,1
887|44|2021-07-24,-5,1,1
889|5|2021-08-18,-12,3,2
889|5|2021-08-18,-11,3,2
889|5|2021-08-18,-9,3,2
889|5|2021-08-18,-8,2,2
889|5|2021-08-18,-6,3,3
889|5|2021-08-18,-5,2,2
889|5|2021-08-18,-4,1,1
889|5|2021-08-18,-3,1,1
889|5|2021-08-18,-2,4,2
889|5|2021-08-18,-1,5,2
917|59|2021-08-03,-12,1,1
917|59|2021-08-03,-11,3,3
917|59|2021-08-03,-8,1,1
917|59|2021-08-03,-7,3,3
917|59|2021-08-03,-6,1,1
917|59|2021-08-03,-3,1,1
917|59|2021-08-03,-1,1,1
918|46|2021-08-04,-12,1,1
918|46|2021-08-04,-11,2,2
918|46|2021-08-04,-10,3,2
918|46|2021-08-04,-9,1,1
918|46|2021-08-04,-8,1,1
918|46|2021-08-04,-4,1,1
918|46|2021-08-04,-2,1,1
918|46|2021-08-04,-1,1,1
919|220|2021-08-03,-11,1,1
919|220|2021-08-03,-8,1,1
919|220|2021-08-03,-6,1,1
919|220|2021-08-03,-3,1,1
919|220|2021-08-03,-2,4,4
934|8|2021-05-27,-10,1,1
934|8|2021-05-27,-5,1,1
934|8|2021-05-27,-1,1,1
948|133|2021-07-28,-12,1,1
948|133|2021-07-28,-6,1,1
948|133|2021-07-28,-2,1,1
1041|19|2021-07-15,-12,2,2
1041|19|2021-07-15,-8,1,1
1041|19|2021-07-15,-7,2,2
1041|19|2021-07-15,-5,1,1
1041|19|2021-07-15,-4,1,1
1041|19|2021-07-15,-3,2,2
1041|19|2021-07-15,-2,1,1
1041|19|2021-07-15,-1,2,2
1051|131|2021-08-29,-12,1,1
1051|131|2021-08-29,-4,1,1
1051|131|2021-08-29,-3,1,1
1058|238|2021-07-24,-12,2,2
1058|238|2021-07-24,-11,1,1
1058|238|2021-07-24,-10,4,4
1058|238|2021-07-24,-9,3,3
1058|238|2021-07-24,-8,3,3
1058|238|2021-07-24,-7,2,2
1058|238|2021-07-24,-1,1,1
1071|19|2021-07-15,-11,3,3
1071|19|2021-07-15,-10,2,2
1071|19|2021-07-15,-9,2,2
1071|19|2021-07-15,-4,1,1
1071|19|2021-07-15,-3,2,2
1071|19|2021-07-15,-2,1,1
1071|19|2021-07-15,-1,1,1
1090|238|2021-07-24,-12,1,1
1090|238|2021-07-24,-4,1,1
1090|238|2021-07-24,-2,9,9
1090|238|2021-07-24,-1,9,9
1127|47|2021-07-30,-9,1,1
1127|47|2021-07-30,-6,2,2
1153|238|2021-07-24,-11,7,1
1155|238|2021-07-24,-8,1,1
1155|238|2021-07-24,-6,1,1
1155|238|2021-07-24,-5,1,1
1155|238|2021-07-24,-3,5,5
1155|238|2021-07-24,-2,8,7
1155|238|2021-07-24,-1,6,6
1167|182|2021-08-03,-8,2,2
1167|182|2021-08-03,-7,1,1
1167|182|2021-08-03,-5,2,2
1167|182|2021-08-03,-4,1,1
1167|182|2021-08-03,-3,1,1
1197|5|2021-08-18,-7,2,2
1197|5|2021-08-18,-6,2,2
1213|246|2021-07-27,-12,3,3
1213|246|2021-07-27,-11,1,1
1213|246|2021-07-27,-10,2,2
1213|246|2021-07-27,-8,1,1
1213|246|2021-07-27,-6,1,1
1216|59|2021-08-03,-11,1,1
1216|59|2021-08-03,-7,1,1
1216|59|2021-08-03,-6,2,2
1216|59|2021-08-03,-5,1,1
1223|124|2021-07-22,-9,1,1
1223|124|2021-07-22,-7,1,1
1223|124|2021-07-22,-6,1,1
1223|124|2021-07-22,-5,4,4
1223|124|2021-07-22,-4,2,2
1223|124|2021-07-22,-3,1,1
1223|124|2021-07-22,-2,4,4
1223|124|2021-07-22,-1,1,1
1246|59|2021-08-03,-12,3,3
1246|59|2021-08-03,-11,1,1
1246|59|2021-08-03,-10,3,3
1246|59|2021-08-03,-9,2,2
1246|59|2021-08-03,-8,2,2
1246|59|2021-08-03,-6,3,3
1246|59|2021-08-03,-5,2,2
1246|59|2021-08-03,-4,1,1
1246|59|2021-08-03,-2,1,1
1270|182|2021-08-03,-9,1,1
1270|182|2021-08-03,-4,1,1
1270|182|2021-08-03,-2,1,1
1270|182|2021-08-03,-1,1,1
1273|46|2021-08-04,-8,2,2
1273|46|2021-08-04,-6,1,1
1273|46|2021-08-04,-4,1,1
1273|46|2021-08-04,-3,1,1
1273|46|2021-08-04,-2,1,1
1273|46|2021-08-04,-1,3,3
1280|59|2021-08-03,-12,1,1
1293|19|2021-07-15,-11,1,1
1293|19|2021-07-15,-3,6,5
1293|19|2021-07-15,-2,6,6
1293|19|2021-07-15,-1,4,4
1311|124|2021-07-22,-5,4,2
1311|124|2021-07-22,-4,1,1
1311|124|2021-07-22,-3,3,2
1325|19|2021-07-15,-10,4,4
1325|19|2021-07-15,-1,1,1
1339|133|2021-07-28,-5,2,2
1339|133|2021-07-28,-4,1,1
1339|133|2021-07-28,-3,1,1
1339|133|2021-07-28,-2,2,2
1339|133|2021-07-28,-1,1,1
1342|133|2021-07-28,-12,1,1
1342|133|2021-07-28,-11,3,2
1342|133|2021-07-28,-10,2,1
1342|133|2021-07-28,-8,2,1
1343|133|2021-07-28,-12,2,2
1343|133|2021-07-28,-9,1,1
1343|133|2021-07-28,-8,1,1
1343|133|2021-07-28,-6,1,1
1343|133|2021-07-28,-3,1,1
1370|39|2021-07-25,-12,1,1
1370|39|2021-07-25,-11,1,1
1370|39|2021-07-25,-10,2,2
1370|39|2021-07-25,-9,2,2
1370|39|2021-07-25,-8,1,1
1370|39|2021-07-25,-5,4,4
1370|39|2021-07-25,-3,2,2
1370|39|2021-07-25,-2,2,2
1370|39|2021-07-25,-1,2,2
1427|121|2021-08-03,-12,1,1
1427|121|2021-08-03,-11,1,1
1427|121|2021-08-03,-10,1,1
1427|121|2021-08-03,-8,1,1
1427|121|2021-08-03,-7,1,1
1427|121|2021-08-03,-6,1,1
1427|121|2021-08-03,-4,1,1
1427|121|2021-08-03,-1,1,1
1457|5|2021-08-18,-12,3,1
1457|5|2021-08-18,-7,2,2
1457|5|2021-08-18,-6,2,2
1457|5|2021-08-18,-5,2,2
1457|5|2021-08-18,-4,2,2
1457|5|2021-08-18,-3,1,1
1457|5|2021-08-18,-2,1,1
1457|5|2021-08-18,-1,1,1
1482|121|2021-08-03,-7,1,1
1482|121|2021-08-03,-5,10,8
1482|121|2021-08-03,-4,2,2
1482|121|2021-08-03,-3,8,6
1482|121|2021-08-03,-2,7,7
1482|121|2021-08-03,-1,2,2
1498|39|2021-07-25,-5,2,2
1498|39|2021-07-25,-3,1,1
1498|39|2021-07-25,-2,1,1
1498|39|2021-07-25,-1,2,2
1499|238|2021-07-24,-3,6,6
1499|238|2021-07-24,-2,1,1
1531|5|2021-08-18,-10,1,1
1531|5|2021-08-18,-9,1,1
1531|5|2021-08-18,-7,1,1
1531|5|2021-08-18,-5,1,1
1531|5|2021-08-18,-2,1,1
1533|124|2021-07-22,-11,1,1
1533|124|2021-07-22,-7,1,1
1533|124|2021-07-22,-4,1,1
1533|124|2021-07-22,-3,1,1
1552|133|2021-07-28,-11,1,1
1552|133|2021-07-28,-7,1,1
1552|133|2021-07-28,-2,1,1
1566|59|2021-08-03,-12,1,1
1566|59|2021-08-03,-11,2,2
1566|59|2021-08-03,-10,1,1
1566|59|2021-08-03,-7,1,1
1566|59|2021-08-03,-4,1,1
1566|59|2021-08-03,-2,1,1
1566|59|2021-08-03,-1,1,1
1567|47|2021-07-30,-12,1,1
1567|47|2021-07-30,-11,3,3
1567|47|2021-07-30,-10,2,2
1567|47|2021-07-30,-9,4,4
1567|47|2021-07-30,-8,2,2
1567|47|2021-07-30,-7,1,1
1567|47|2021-07-30,-6,3,3
1567|47|2021-07-30,-5,2,2
1570|131|2021-08-29,-12,1,1
1570|131|2021-08-29,-8,1,1
1570|131|2021-08-29,-6,1,1
1578|47|2021-07-30,-11,1,1
1578|47|2021-07-30,-5,2,2
1578|47|2021-07-30,-4,1,1
1578|47|2021-07-30,-3,2,2
1578|47|2021-07-30,-2,1,1
1578|47|2021-07-30,-1,2,2
1581|39|2021-07-25,-12,4,4
1581|39|2021-07-25,-7,3,3
1595|220|2021-08-03,-8,1,1
1596|5|2021-08-18,-4,1,1
1596|5|2021-08-18,-3,1,1
1596|5|2021-08-18,-1,1,1
1605|47|2021-07-30,-8,4,3
1607|46|2021-08-04,-12,1,1
1607|46|2021-08-04,-9,1,1
1607|46|2021-08-04,-7,1,1
1607|46|2021-08-04,-4,2,2
1611|62|2021-08-04,-6,2,1
1611|62|2021-08-04,-5,1,1
1611|62|2021-08-04,-1,3,3
1627|220|2021-08-03,-12,1,1
1627|220|2021-08-03,-9,1,1
1627|220|2021-08-03,-8,1,1
1627|220|2021-08-03,-7,2,2
1627|220|2021-08-03,-3,1,1
1627|220|2021-08-03,-1,1,1
1650|39|2021-07-25,-6,1,1
1650|39|2021-07-25,-5,1,1
1650|39|2021-07-25,-4,1,1
1650|39|2021-07-25,-3,1,1
1650|39|2021-07-25,-2,1,1
1664|133|2021-07-28,-11,2,2
1664|133|2021-07-28,-10,1,1
1664|133|2021-07-28,-9,2,2
1664|133|2021-07-28,-6,1,1
1664|133|2021-07-28,-3,1,1
1667|19|2021-07-15,-9,1,1
1667|19|2021-07-15,-7,1,1
1667|19|2021-07-15,-6,1,1
1667|19|2021-07-15,-5,1,1
1667|19|2021-07-15,-3,1,1
1667|19|2021-07-15,-2,2,1
1667|19|2021-07-15,-1,3,1
1671|19|2021-07-15,-11,2,2
1723|59|2021-08-03,-6,1,1
1723|59|2021-08-03,-4,2,1
1733|124|2021-07-22,-12,3,3
1733|124|2021-07-22,-11,1,1
1733|124|2021-07-22,-10,2,2
1780|133|2021-07-28,-12,2,2
1780|133|2021-07-28,-11,2,2
1780|133|2021-07-28,-10,1,1
1780|133|2021-07-28,-8,2,2
1780|133|2021-07-28,-6,2,2
1780|133|2021-07-28,-5,2,2
1780|133|2021-07-28,-4,1,1
1780|133|2021-07-28,-2,1,1
1780|133|2021-07-28,-1,2,1
1790|124|2021-07-22,-10,2,2
1790|124|2021-07-22,-9,3,3
1790|124|2021-07-22,-8,3,2
1790|124|2021-07-22,-6,1,1
1790|124|2021-07-22,-1,2,2
1795|131|2021-08-29,-12,1,1
1795|131|2021-08-29,-4,3,2
1795|131|2021-08-29,-3,1,1
1795|131|2021-08-29,-1,1,1
1808|124|2021-07-22,-10,1,1
1808|124|2021-07-22,-9,2,2
1808|124|2021-07-22,-8,1,1
1808|124|2021-07-22,-4,1,1
1808|124|2021-07-22,-2,1,1
1808|124|2021-07-22,-1,5,4
1873|59|2021-08-03,-12,2,1
1873|59|2021-08-03,-10,3,3
1873|59|2021-08-03,-7,4,3
1873|59|2021-08-03,-6,2,2
1873|59|2021-08-03,-5,8,5
1873|59|2021-08-03,-4,4,3
1873|59|2021-08-03,-3,4,3
1873|59|2021-08-03,-2,2,2
1873|59|2021-08-03,-1,2,2
1932|124|2021-07-22,-12,3,3
1932|124|2021-07-22,-2,4,4
1932|124|2021-07-22,-1,3,3
1936|133|2021-07-28,-11,1,1
1936|133|2021-07-28,-6,2,2
1936|133|2021-07-28,-5,3,3
1936|133|2021-07-28,-3,1,1
1950|59|2021-08-03,-12,2,2
1950|59|2021-08-03,-9,1,1
1950|59|2021-08-03,-7,3,3
1950|59|2021-08-03,-6,2,2
1950|59|2021-08-03,-4,1,1
1950|59|2021-08-03,-2,1,1
1976|238|2021-07-24,-11,1,1
1976|238|2021-07-24,-4,1,1
1980|59|2021-08-03,-12,2,2
1980|59|2021-08-03,-11,1,1
1980|59|2021-08-03,-8,1,1
1980|59|2021-08-03,-7,1,1
1980|59|2021-08-03,-5,1,1
1980|59|2021-08-03,-2,2,2
1980|59|2021-08-03,-1,1,1
1992|59|2021-08-03,-8,1,1
1992|59|2021-08-03,-2,1,1
1996|46|2021-08-04,-11,1,1
1996|46|2021-08-04,-4,1,1
2006|220|2021-08-03,-10,2,2
2006|220|2021-08-03,-9,1,1
2006|220|2021-08-03,-8,2,2
2006|220|2021-08-03,-7,2,2
2006|220|2021-08-03,-6,1,1
2006|220|2021-08-03,-5,2,2
2006|220|2021-08-03,-3,1,1
2006|220|2021-08-03,-2,3,3
2006|220|2021-08-03,-1,1,1
2034|59|2021-08-03,-12,1,1
2034|59|2021-08-03,-11,1,1
2034|59|2021-08-03,-8,3,3
2034|59|2021-08-03,-7,2,2
2034|59|2021-08-03,-5,1,1
2034|59|2021-08-03,-4,2,2
2034|59|2021-08-03,-2,2,2
2034|59|2021-08-03,-1,1,1
2043|47|2021-07-30,-12,2,2
2043|47|2021-07-30,-9,1,1
2043|47|2021-07-30,-8,1,1
2043|47|2021-07-30,-7,3,3
2043|47|2021-07-30,-6,3,3
2043|47|2021-07-30,-4,2,2
2043|47|2021-07-30,-3,1,1
2060|19|2021-07-15,-10,3,3
2060|19|2021-07-15,-8,1,1
2060|19|2021-07-15,-6,1,1
2060|19|2021-07-15,-5,3,3
2060|19|2021-07-15,-4,2,2
2077|46|2021-08-04,-3,3,2
2077|46|2021-08-04,-2,3,2
2138|59|2021-08-03,-12,1,1
2173|47|2021-07-30,-5,2,2
2173|47|2021-07-30,-4,1,1
2203|47|2021-07-30,-9,3,1
2203|47|2021-07-30,-8,1,1
2203|47|2021-07-30,-5,6,2
2204|182|2021-08-03,-12,1,1
2204|182|2021-08-03,-7,4,4
2204|182|2021-08-03,-6,3,3
2204|182|2021-08-03,-5,1,1
2204|182|2021-08-03,-4,1,1
2204|182|2021-08-03,-3,2,2
2204|182|2021-08-03,-2,1,1
2247|5|2021-08-18,-7,2,1
2247|5|2021-08-18,-4,4,2
2247|5|2021-08-18,-2,8,7
2247|5|2021-08-18,-1,4,4
2252|133|2021-07-28,-9,1,1
2252|133|2021-07-28,-8,4,3
2252|133|2021-07-28,-5,1,1
2264|182|2021-08-03,-12,1,1
2264|182|2021-08-03,-11,1,1
2264|182|2021-08-03,-5,1,1
2264|182|2021-08-03,-4,3,3
2264|182|2021-08-03,-3,1,1
2264|182|2021-08-03,-2,2,2
2295|8|2021-05-27,-11,1,1
2295|8|2021-05-27,-10,1,1
2295|8|2021-05-27,-9,1,1
2295|8|2021-05-27,-5,1,1
2295|8|2021-05-27,-3,2,2
2295|8|2021-05-27,-2,1,1
2295|8|2021-05-27,-1,1,1
2307|59|2021-08-03,-12,3,2
2307|59|2021-08-03,-11,5,4
2307|59|2021-08-03,-10,4,3
2307|59|2021-08-03,-9,10,6
2307|59|2021-08-03,-8,4,4
2307|59|2021-08-03,-7,7,7
2307|59|2021-08-03,-6,7,7
2307|59|2021-08-03,-5,11,9
2307|59|2021-08-03,-4,3,3
2307|59|2021-08-03,-3,2,2
2307|59|2021-08-03,-2,5,5
2324|19|2021-07-15,-5,1,1
2352|46|2021-08-04,-3,1,1
2352|46|2021-08-04,-2,3,3
2357|121|2021-08-03,-12,2,2
2357|121|2021-08-03,-10,1,1
2359|121|2021-08-03,-8,1,1
2359|121|2021-08-03,-5,1,1
2359|121|2021-08-03,-4,1,1
2359|121|2021-08-03,-3,1,1
2359|121|2021-08-03,-2,1,1
2363|46|2021-08-04,-9,2,2
2363|46|2021-08-04,-8,1,1
2363|46|2021-08-04,-7,1,1
2363|46|2021-08-04,-5,1,1
2370|121|2021-08-03,-12,1,1
2370|121|2021-08-03,-11,1,1
2370|121|2021-08-03,-8,1,1
2370|121|2021-08-03,-5,1,1
2377|124|2021-07-22,-9,6,4
2377|124|2021-07-22,-7,4,3
2377|124|2021-07-22,-6,1,1
2377|124|2021-07-22,-5,3,2
2411|39|2021-07-25,-11,2,1
2411|39|2021-07-25,-9,3,1
2411|39|2021-07-25,-8,3,3
2411|39|2021-07-25,-7,2,2
2411|39|2021-07-25,-5,2,2
2411|39|2021-07-25,-4,2,1
2411|39|2021-07-25,-3,1,1
2411|39|2021-07-25,-2,1,1
2440|47|2021-07-30,-12,1,1
2440|47|2021-07-30,-7,1,1
2440|47|2021-07-30,-5,1,1
2440|47|2021-07-30,-2,3,1
2462|62|2021-08-04,-10,1,1
2462|62|2021-08-04,-8,1,1
2462|62|2021-08-04,-5,1,1
2476|220|2021-08-03,-12,4,4
2476|220|2021-08-03,-11,7,7
2476|220|2021-08-03,-10,7,7
2476|220|2021-08-03,-9,2,2
2476|220|2021-08-03,-8,1,1
2476|220|2021-08-03,-7,8,8
2476|220|2021-08-03,-6,9,9
2476|220|2021-08-03,-5,4,4
2476|220|2021-08-03,-4,8,8
2476|220|2021-08-03,-3,5,5
2476|220|2021-08-03,-2,4,4
2476|220|2021-08-03,-1,8,7
2516|182|2021-08-03,-7,1,1
2516|182|2021-08-03,-3,1,1
2519|59|2021-08-03,-2,1,1
2565|182|2021-08-03,-7,1,1
2567|220|2021-08-03,-11,1,1
2567|220|2021-08-03,-10,1,1
2567|220|2021-08-03,-9,1,1
2567|220|2021-08-03,-7,1,1
2567|220|2021-08-03,-6,1,1
2567|220|2021-08-03,-4,2,2
2567|220|2021-08-03,-3,3,2
2567|220|2021-08-03,-2,2,2
2582|131|2021-08-29,-3,1,1
2583|131|2021-08-29,-3,1,1
2583|131|2021-08-29,-1,1,1
2601|47|2021-07-30,-7,4,4
2601|47|2021-07-30,-6,4,4
2601|47|2021-07-30,-2,3,2
2648|19|2021-07-15,-10,1,1
2661|182|2021-08-03,-12,3,3
2661|182|2021-08-03,-11,1,1
2661|182|2021-08-03,-9,2,2
2661|182|2021-08-03,-7,1,1
2661|182|2021-08-03,-6,2,2
2661|182|2021-08-03,-5,2,2
2661|182|2021-08-03,-4,3,3
2661|182|2021-08-03,-3,1,1
2661|182|2021-08-03,-2,4,4
2661|182|2021-08-03,-1,1,1
2670|62|2021-08-04,-12,2,2
2670|62|2021-08-04,-11,1,1
2670|62|2021-08-04,-10,3,2
2670|62|2021-08-04,-9,2,2
2670|62|2021-08-04,-5,1,1
2670|62|2021-08-04,-3,1,1
2670|62|2021-08-04,-2,1,1
2670|62|2021-08-04,-1,1,1
2696|238|2021-07-24,-12,3,2
2696|238|2021-07-24,-11,2,2
2696|238|2021-07-24,-10,2,2
2696|238|2021-07-24,-8,1,1
2696|238|2021-07-24,-7,1,1
2696|238|2021-07-24,-3,2,2
2725|5|2021-08-18,-12,1,1
2725|5|2021-08-18,-10,2,1
2725|5|2021-08-18,-8,2,2
2725|5|2021-08-18,-5,1,1
2725|5|2021-08-18,-4,1,1
2725|5|2021-08-18,-3,3,3
2733|133|2021-07-28,-12,5,5
2733|133|2021-07-28,-11,2,2
2733|133|2021-07-28,-10,2,2
2733|133|2021-07-28,-9,2,2
2733|133|2021-07-28,-8,3,3
2759|220|2021-08-03,-8,1,1
2759|220|2021-08-03,-5,2,2
2759|220|2021-08-03,-4,2,2
2786|131|2021-08-29,-12,3,3
2786|131|2021-08-29,-11,2,2
2786|131|2021-08-29,-10,2,2
2786|131|2021-08-29,-9,1,1
2786|131|2021-08-29,-8,1,1
2786|131|2021-08-29,-6,3,3
2786|131|2021-08-29,-5,5,4
2799|59|2021-08-03,-8,2,2
2799|59|2021-08-03,-7,1,1
2799|59|2021-08-03,-6,3,3
2799|59|2021-08-03,-5,4,4
2799|59|2021-08-03,-4,1,1
2800|182|2021-08-03,-12,1,1
2800|182|2021-08-03,-10,1,1
2800|182|2021-08-03,-9,2,1
2800|182|2021-08-03,-6,1,1
2800|182|2021-08-03,-5,1,1
2813|19|2021-07-15,-11,1,1
2842|131|2021-08-29,-12,8,8
2842|131|2021-08-29,-11,5,5
2842|131|2021-08-29,-10,6,6
2842|131|2021-08-29,-9,5,5
2842|131|2021-08-29,-8,3,3
2842|131|2021-08-29,-7,1,1
2842|131|2021-08-29,-6,3,3
2842|131|2021-08-29,-5,1,1
2842|131|2021-08-29,-4,2,2
2842|131|2021-08-29,-3,1,1
2842|131|2021-08-29,-2,5,5
2842|131|2021-08-29,-1,4,4
2843|59|2021-08-03,-12,1,1
2843|59|2021-08-03,-2,3,1
2846|124|2021-07-22,-12,2,2
2846|124|2021-07-22,-11,1,1
2846|124|2021-07-22,-10,3,2
2846|124|2021-07-22,-9,2,2
2846|124|2021-07-22,-7,2,2
2846|124|2021-07-22,-6,3,3
2846|124|2021-07-22,-3,1,1
2846|124|2021-07-22,-2,1,1
2846|124|2021-07-22,-1,1,1
2849|124|2021-07-22,-11,2,2
2849|124|2021-07-22,-10,1,1
2849|124|2021-07-22,-9,3,3
2849|124|2021-07-22,-8,2,2
2849|124|2021-07-22,-7,3,3
2849|124|2021-07-22,-5,1,1
2849|124|2021-07-22,-2,2,2
2849|124|2021-07-22,-1,1,1
2895|238|2021-07-24,-12,1,1
2895|238|2021-07-24,-6,1,1
2895|238|2021-07-24,-5,2,2
2895|238|2021-07-24,-4,1,1
2895|238|2021-07-24,-3,1,1
2895|238|2021-07-24,-2,1,1
2895|238|2021-07-24,-1,2,2
2896|59|2021-08-03,-9,1,1
2896|59|2021-08-03,-8,3,3
2896|59|2021-08-03,-6,1,1
2896|59|2021-08-03,-5,1,1
