event_fe_id,rel_t_history,orders,purchase_days
446040|19|2021-07-15,-9,1,1
446040|19|2021-07-15,-8,5,5
446040|19|2021-07-15,-7,4,4
446040|19|2021-07-15,-6,5,5
446040|19|2021-07-15,-5,7,5
446040|19|2021-07-15,-4,2,2
446040|19|2021-07-15,-3,1,1
446040|19|2021-07-15,-2,9,8
446040|19|2021-07-15,-1,5,5
446044|39|2021-07-25,-12,5,4
446044|39|2021-07-25,-11,3,3
446044|39|2021-07-25,-10,4,1
446044|39|2021-07-25,-9,2,2
446044|39|2021-07-25,-8,1,1
446044|39|2021-07-25,-7,2,2
446044|39|2021-07-25,-6,5,3
446044|39|2021-07-25,-5,1,1
446044|39|2021-07-25,-4,1,1
446044|39|2021-07-25,-3,2,1
446044|39|2021-07-25,-2,1,1
446044|39|2021-07-25,-1,3,2
446048|39|2021-07-25,-11,1,1
446048|39|2021-07-25,-10,1,1
446048|39|2021-07-25,-9,1,1
446048|39|2021-07-25,-6,2,2
446048|39|2021-07-25,-2,2,2
446091|124|2021-07-22,-12,5,5
446091|124|2021-07-22,-11,4,4
446091|124|2021-07-22,-9,2,2
446091|124|2021-07-22,-7,3,3
446091|124|2021-07-22,-6,1,1
446091|124|2021-07-22,-4,2,2
446091|124|2021-07-22,-2,3,3
446117|238|2021-07-24,-12,1,1
446117|238|2021-07-24,-11,1,1
446117|238|2021-07-24,-4,1,1
446117|238|2021-07-24,-3,3,3
446117|238|2021-07-24,-2,3,3
446117|238|2021-07-24,-1,6,6
446125|46|2021-08-04,-8,2,1
446125|46|2021-08-04,-5,2,1
446125|46|2021-08-04,-3,2,2
446132|59|2021-08-03,-12,3,3
446132|59|2021-08-03,-11,6,6
446132|59|2021-08-03,-10,8,8
446132|59|2021-08-03,-7,3,3
446132|59|2021-08-03,-6,3,3
446132|59|2021-08-03,-5,1,1
446132|59|2021-08-03,-4,1,1
446132|59|2021-08-03,-1,1,1
446139|246|2021-07-27,-10,1,1
446139|246|2021-07-27,-5,1,1
446144|124|2021-07-22,-11,1,1
446144|124|2021-07-22,-9,1,1
446144|124|2021-07-22,-8,1,1
446144|124|2021-07-22,-6,1,1
446144|124|2021-07-22,-3,1,1
446144|124|2021-07-22,-2,1,1
446150|5|2021-08-18,-12,2,2
446150|5|2021-08-18,-11,1,1
446150|5|2021-08-18,-10,1,1
446169|121|2021-08-03,-12,1,1
446169|121|2021-08-03,-9,1,1
446169|121|2021-08-03,-8,1,1
446169|121|2021-08-03,-6,1,1
446185|121|2021-08-03,-7,2,2
446185|121|2021-08-03,-6,2,2
446185|121|2021-08-03,-4,1,1
446185|121|2021-08-03,-2,1,1
446207|5|2021-08-18,-12,1,1
446207|5|2021-08-18,-8,1,1
446207|5|2021-08-18,-7,1,1
446207|5|2021-08-18,-6,1,1
446207|5|2021-08-18,-5,4,4
446207|5|2021-08-18,-3,5,5
446207|5|2021-08-18,-2,1,1
446207|5|2021-08-18,-1,1,1
446246|5|2021-08-18,-10,1,1
446246|5|2021-08-18,-7,4,1
446246|5|2021-08-18,-5,1,1
446246|5|2021-08-18,-4,2,2
446359|39|2021-07-25,-8,1,1
446452|124|2021-07-22,-12,1,1
446452|124|2021-07-22,-10,3,3
446452|124|2021-07-22,-6,1,1
446452|124|2021-07-22,-5,4,4
446452|124|2021-07-22,-4,2,2
446452|124|2021-07-22,-3,2,2
446452|124|2021-07-22,-2,3,3
446452|124|2021-07-22,-1,2,2
446467|238|2021-07-24,-10,1,1
446467|238|2021-07-24,-8,1,1
446467|238|2021-07-24,-7,1,1
446467|238|2021-07-24,-4,1,1
446467|238|2021-07-24,-3,2,2
446467|238|2021-07-24,-2,1,1
446467|238|2021-07-24,-1,3,3
446477|121|2021-08-03,-12,2,1
446477|121|2021-08-03,-11,4,4
446477|121|2021-08-03,-10,5,5
446477|121|2021-08-03,-9,2,2
446477|121|2021-08-03,-8,3,3
446477|121|2021-08-03,-3,1,1
446477|121|2021-08-03,-2,1,1
446478|47|2021-07-30,-6,1,1
446485|46|2021-08-04,-12,6,6
446485|46|2021-08-04,-11,4,4
446485|46|2021-08-04,-10,7,7
446485|46|2021-08-04,-9,3,3
446485|46|2021-08-04,-8,7,7
446485|46|2021-08-04,-7,6,6
446485|46|2021-08-04,-6,7,7
446485|46|2021-08-04,-5,7,7
446485|46|2021-08-04,-4,1,1
446485|46|2021-08-04,-3,7,7
446485|46|2021-08-04,-2,6,6
446485|46|2021-08-04,-1,3,3
446488|47|2021-07-30,-11,1,1
446488|47|2021-07-30,-5,1,1
446488|47|2021-07-30,-4,1,1
446496|238|2021-07-24,-12,5,3
446496|238|2021-07-24,-11,6,5
446496|238|2021-07-24,-10,1,1
446496|238|2021-07-24,-9,2,2
446496|238|2021-07-24,-8,2,2
446496|238|2021-07-24,-7,2,2
446496|238|2021-07-24,-6,1,1
446496|238|2021-07-24,-1,1,1
446528|62|2021-08-04,-6,1,1
446528|62|2021-08-04,-4,3,3
446547|39|2021-07-25,-11,1,1
446547|39|2021-07-25,-8,1,1
446547|39|2021-07-25,-6,1,1
446547|39|2021-07-25,-5,1,1
446547|39|2021-07-25,-4,1,1
446547|39|2021-07-25,-1,1,1
446557|59|2021-08-03,-1,1,1
446558|59|2021-08-03,-8,1,1
446558|59|2021-08-03,-7,1,1
446558|59|2021-08-03,-2,1,1
446558|59|2021-08-03,-1,1,1
446584|47|2021-07-30,-9,1,1
446584|47|2021-07-30,-4,1,1
446586|59|2021-08-03,-12,1,1
446606|62|2021-08-04,-12,1,1
446606|62|2021-08-04,-10,1,1
446606|62|2021-08-04,-8,1,1
446606|62|2021-08-04,-6,2,2
446606|62|2021-08-04,-4,1,1
446611|47|2021-07-30,-10,4,1
446611|47|2021-07-30,-5,2,1
446611|47|2021-07-30,-4,1,1
446613|46|2021-08-04,-10,2,1
446613|46|2021-08-04,-7,1,1
446618|62|2021-08-04,-7,1,1
446623|47|2021-07-30,-12,1,1
446623|47|2021-07-30,-7,1,1
446662|59|2021-08-03,-9,2,2
446662|59|2021-08-03,-8,1,1
446662|59|2021-08-03,-3,1,1
446672|5|2021-08-18,-12,4,4
446672|5|2021-08-18,-11,1,1
446672|5|2021-08-18,-10,1,1
446672|5|2021-08-18,-8,3,3
446672|5|2021-08-18,-7,2,2
446672|5|2021-08-18,-6,2,1
446672|5|2021-08-18,-3,1,1
446672|5|2021-08-18,-2,2,2
446672|5|2021-08-18,-1,1,1
446685|182|2021-08-03,-11,1,1
446685|182|2021-08-03,-9,1,1
446685|182|2021-08-03,-7,1,1
446685|182|2021-08-03,-2,1,1
446688|8|2021-05-27,-1,1,1
446694|62|2021-08-04,-1,4,4
446744|133|2021-07-28,-12,1,1
446744|133|2021-07-28,-10,4,4
446744|133|2021-07-28,-9,2,2
446744|133|2021-07-28,-7,1,1
446744|133|2021-07-28,-6,2,2
446744|133|2021-07-28,-5,1,1
446754|62|2021-08-04,-11,1,1
446754|62|2021-08-04,-9,1,1
446754|62|2021-08-04,-6,2,2
446754|62|2021-08-04,-5,1,1
446754|62|2021-08-04,-3,1,1
446754|62|2021-08-04,-2,2,2
446754|62|2021-08-04,-1,2,2
446773|44|2021-07-24,-12,5,5
446773|44|2021-07-24,-11,2,2
446773|44|2021-07-24,-10,1,1
446773|44|2021-07-24,-8,2,2
446773|44|2021-07-24,-6,4,4
446773|44|2021-07-24,-5,3,3
446773|44|2021-07-24,-4,1,1
446773|44|2021-07-24,-3,2,2
446773|44|2021-07-24,-1,2,2
446785|3|2021-08-09,-12,1,1
446785|3|2021-08-09,-11,1,1
446785|3|2021-08-09,-10,2,2
446785|3|2021-08-09,-9,2,2
446785|3|2021-08-09,-5,2,2
446785|3|2021-08-09,-3,2,2
446785|3|2021-08-09,-2,1,1
446785|3|2021-08-09,-1,1,1
446839|238|2021-07-24,-8,2,2
446839|238|2021-07-24,-7,1,1
446839|238|2021-07-24,-6,1,1
446839|238|2021-07-24,-5,2,2
446839|238|2021-07-24,-4,1,1
446839|238|2021-07-24,-2,1,1
446841|5|2021-08-18,-11,1,1
446841|5|2021-08-18,-9,3,2
446841|5|2021-08-18,-6,1,1
446901|131|2021-08-29,-12,2,2
446901|131|2021-08-29,-4,1,1
447061|39|2021-07-25,-12,5,5
447061|39|2021-07-25,-11,2,2
447061|39|2021-07-25,-10,1,1
447061|39|2021-07-25,-9,3,3
447061|39|2021-07-25,-6,4,4
447061|39|2021-07-25,-5,3,3
447061|39|2021-07-25,-4,1,1
447061|39|2021-07-25,-2,1,1
447061|39|2021-07-25,-1,2,2
447094|62|2021-08-04,-10,1,1
447094|62|2021-08-04,-8,2,1
447094|62|2021-08-04,-5,1,1
447094|62|2021-08-04,-2,1,1
447101|19|2021-07-15,-9,3,3
447101|19|2021-07-15,-6,1,1
447101|19|2021-07-15,-5,1,1
447101|19|2021-07-15,-3,1,1
447101|19|2021-07-15,-2,1,1
447108|62|2021-08-04,-9,1,1
447108|62|2021-08-04,-7,1,1
447108|62|2021-08-04,-6,3,3
447108|62|2021-08-04,-4,2,2
447108|62|2021-08-04,-3,2,2
447108|62|2021-08-04,-2,2,1
447108|62|2021-08-04,-1,1,1
447120|5|2021-08-18,-12,3,2
447120|5|2021-08-18,-10,1,1
447120|5|2021-08-18,-9,1,1
447174|5|2021-08-18,-7,1,1
447174|5|2021-08-18,-3,2,2
447190|59|2021-08-03,-12,2,2
447190|59|2021-08-03,-4,4,4
447190|59|2021-08-03,-2,4,4
447190|59|2021-08-03,-1,1,1
447194|47|2021-07-30,-11,1,1
447194|47|2021-07-30,-9,1,1
447194|47|2021-07-30,-7,1,1
447226|133|2021-07-28,-12,2,2
447226|133|2021-07-28,-11,5,4
447226|133|2021-07-28,-10,3,3
447226|133|2021-07-28,-9,2,2
447226|133|2021-07-28,-8,2,2
447226|133|2021-07-28,-7,1,1
447226|133|2021-07-28,-6,1,1
447226|133|2021-07-28,-5,2,2
447226|133|2021-07-28,-4,4,4
447226|133|2021-07-28,-3,1,1
447226|133|2021-07-28,-2,1,1
447230|47|2021-07-30,-3,2,2
447237|47|2021-07-30,-11,1,1
447237|47|2021-07-30,-8,2,2
447237|47|2021-07-30,-7,4,4
447237|47|2021-07-30,-6,3,3
447237|47|2021-07-30,-5,1,1
447237|47|2021-07-30,-4,1,1
447238|133|2021-07-28,-12,2,2
447238|133|2021-07-28,-10,1,1
447238|133|2021-07-28,-9,1,1
447238|133|2021-07-28,-8,2,1
447238|133|2021-07-28,-4,1,1
447257|124|2021-07-22,-5,4,4
447257|124|2021-07-22,-4,1,1
447268|238|2021-07-24,-12,6,6
447268|238|2021-07-24,-11,7,7
447268|238|2021-07-24,-10,2,2
447268|238|2021-07-24,-9,5,5
447268|238|2021-07-24,-8,5,5
447268|238|2021-07-24,-7,7,7
447268|238|2021-07-24,-5,3,3
447268|238|2021-07-24,-4,6,6
447268|238|2021-07-24,-3,4,4
447268|238|2021-07-24,-2,2,2
447279|121|2021-08-03,-12,5,4
447279|121|2021-08-03,-11,5,5
447279|121|2021-08-03,-9,6,5
447279|121|2021-08-03,-8,6,3
447279|121|2021-08-03,-7,7,6
447279|121|2021-08-03,-6,3,2
447279|121|2021-08-03,-5,7,5
447279|121|2021-08-03,-4,6,4
447279|121|2021-08-03,-3,5,4
447279|121|2021-08-03,-2,3,3
447344|47|2021-07-30,-6,1,1
447344|47|2021-07-30,-5,1,1
447344|47|2021-07-30,-4,1,1
447344|47|2021-07-30,-3,1,1
447344|47|2021-07-30,-2,1,1
447352|238|2021-07-24,-12,11,11
447352|238|2021-07-24,-11,4,4
447352|238|2021-07-24,-9,2,2
447352|238|2021-07-24,-8,1,1
447359|121|2021-08-03,-12,1,1
447359|121|2021-08-03,-6,2,2
447359|121|2021-08-03,-5,2,2
447359|121|2021-08-03,-4,1,1
447359|121|2021-08-03,-3,1,1
447370|124|2021-07-22,-12,2,2
447370|124|2021-07-22,-11,1,1
447370|124|2021-07-22,-10,1,1
447370|124|2021-07-22,-7,4,3
447370|124|2021-07-22,-6,1,1
447370|124|2021-07-22,-5,1,1
447370|124|2021-07-22,-3,1,1
447370|124|2021-07-22,-2,1,1
447370|124|2021-07-22,-1,3,3
447385|131|2021-08-29,-11,1,1
447385|131|2021-08-29,-10,1,1
447385|131|2021-08-29,-8,1,1
447385|131|2021-08-29,-7,1,1
447385|131|2021-08-29,-6,2,2
447385|131|2021-08-29,-4,1,1
447422|3|2021-08-09,-6,1,1
447422|3|2021-08-09,-5,1,1
447422|3|2021-08-09,-3,2,1
447461|182|2021-08-03,-11,1,1
447461|182|2021-08-03,-9,1,1
447461|182|2021-08-03,-7,1,1
447461|182|2021-08-03,-6,2,2
447461|182|2021-08-03,-5,2,2
447461|182|2021-08-03,-4,1,1
447468|3|2021-08-09,-6,3,2
447468|3|2021-08-09,-4,3,3
447468|3|2021-08-09,-3,1,1
447468|3|2021-08-09,-2,1,1
447624|182|2021-08-03,-6,1,1
447624|182|2021-08-03,-5,2,2
447624|182|2021-08-03,-4,3,3
447624|182|2021-08-03,-3,2,2
447624|182|2021-08-03,-2,4,4
447624|182|2021-08-03,-1,2,2
447713|47|2021-07-30,-8,1,1
447713|47|2021-07-30,-6,2,2
447713|47|2021-07-30,-2,1,1
447727|124|2021-07-22,-5,1,1
447727|124|2021-07-22,-2,2,2
447727|124|2021-07-22,-1,2,2
447739|124|2021-07-22,-12,1,1
447739|124|2021-07-22,-11,6,6
447739|124|2021-07-22,-10,4,3
447739|124|2021-07-22,-9,2,1
447739|124|2021-07-22,-8,3,3
447739|124|2021-07-22,-5,8,3
447739|124|2021-07-22,-4,4,4
447739|124|2021-07-22,-3,1,1
447808|47|2021-07-30,-12,1,1
447808|47|2021-07-30,-11,2,1
447808|47|2021-07-30,-9,2,2
447808|47|2021-07-30,-7,1,1
447808|47|2021-07-30,-3,1,1
447822|121|2021-08-03,-11,1,1
447822|121|2021-08-03,-10,4,4
447822|121|2021-08-03,-9,4,4
447822|121|2021-08-03,-7,2,2
447822|121|2021-08-03,-6,1,1
447822|121|2021-08-03,-5,1,1
447822|121|2021-08-03,-4,2,2
447864|39|2021-07-25,-12,1,1
447864|39|2021-07-25,-11,1,1
447864|39|2021-07-25,-10,1,1
447864|39|2021-07-25,-9,2,2
447880|47|2021-07-30,-12,3,3
447880|47|2021-07-30,-8,2,2
447880|47|2021-07-30,-5,1,1
447889|133|2021-07-28,-12,2,2
447889|133|2021-07-28,-11,1,1
447889|133|2021-07-28,-10,1,1
447889|133|2021-07-28,-8,1,1
447889|133|2021-07-28,-5,1,1
447889|133|2021-07-28,-4,1,1
447903|121|2021-08-03,-12,2,1
447903|121|2021-08-03,-11,2,1
447903|121|2021-08-03,-3,1,1
448024|124|2021-07-22,-9,3,3
448024|124|2021-07-22,-8,5,5
448024|124|2021-07-22,-7,3,3
448024|124|2021-07-22,-5,1,1
448024|124|2021-07-22,-4,2,2
448024|124|2021-07-22,-3,1,1
448024|124|2021-07-22,-2,4,4
448024|124|2021-07-22,-1,1,1
448033|19|2021-07-15,-7,1,1
448086|121|2021-08-03,-9,4,4
448086|121|2021-08-03,-8,3,2
448086|121|2021-08-03,-5,1,1
448086|121|2021-08-03,-4,1,1
448110|39|2021-07-25,-9,1,1
448110|39|2021-07-25,-8,1,1
448110|39|2021-07-25,-2,1,1
448297|131|2021-08-29,-4,1,1
448323|124|2021-07-22,-12,2,2
448323|124|2021-07-22,-9,1,1
448323|124|2021-07-22,-3,4,4
448323|124|2021-07-22,-2,1,1
448352|8|2021-05-27,-9,3,3
448352|8|2021-05-27,-8,1,1
448352|8|2021-05-27,-7,1,1
448352|8|2021-05-27,-6,1,1
448352|8|2021-05-27,-5,1,1
448363|131|2021-08-29,-12,2,2
448363|131|2021-08-29,-11,1,1
448363|131|2021-08-29,-8,1,1
448363|131|2021-08-29,-5,1,1
448363|131|2021-08-29,-2,1,1
448368|19|2021-07-15,-12,1,1
448368|19|2021-07-15,-7,2,1
448368|19|2021-07-15,-3,4,2
448368|19|2021-07-15,-2,1,1
448378|121|2021-08-03,-10,4,4
448378|121|2021-08-03,-7,1,1
448380|121|2021-08-03,-12,1,1
448380|121|2021-08-03,-8,1,1
448380|121|2021-08-03,-6,1,1
448380|121|2021-08-03,-4,2,2
448380|121|2021-08-03,-2,2,2
448392|124|2021-07-22,-9,1,1
448392|124|2021-07-22,-8,2,2
448392|124|2021-07-22,-7,3,3
448392|124|2021-07-22,-6,2,2
448392|124|2021-07-22,-5,5,5
448392|124|2021-07-22,-4,1,1
448392|124|2021-07-22,-3,4,4
448392|124|2021-07-22,-2,2,2
448392|124|2021-07-22,-1,1,1
448419|19|2021-07-15,-11,2,2
448419|19|2021-07-15,-10,1,1
448419|19|2021-07-15,-7,1,1
448419|19|2021-07-15,-5,1,1
448419|19|2021-07-15,-4,1,1
448419|19|2021-07-15,-3,1,1
448419|19|2021-07-15,-2,1,1
448419|19|2021-07-15,-1,2,2
448420|19|2021-07-15,-11,2,2
448420|19|2021-07-15,-9,1,1
448420|19|2021-07-15,-7,1,1
448420|19|2021-07-15,-6,1,1
448420|19|2021-07-15,-5,1,1
448420|19|2021-07-15,-4,2,2
448420|19|2021-07-15,-2,1,1
448432|133|2021-07-28,-11,1,1
448432|133|2021-07-28,-10,1,1
448432|133|2021-07-28,-8,2,2
448432|133|2021-07-28,-7,1,1
448432|133|2021-07-28,-6,4,4
448432|133|2021-07-28,-5,1,1
448432|133|2021-07-28,-3,1,1
448432|133|2021-07-28,-1,1,1
448451|133|2021-07-28,-8,1,1
448451|133|2021-07-28,-7,1,1
448464|5|2021-08-18,-11,3,3
448464|5|2021-08-18,-10,6,6
448464|5|2021-08-18,-9,3,3
448464|5|2021-08-18,-8,4,4
448464|5|2021-08-18,-7,1,1
448464|5|2021-08-18,-6,4,4
448464|5|2021-08-18,-5,3,3
448464|5|2021-08-18,-4,5,5
448464|5|2021-08-18,-3,3,3
448464|5|2021-08-18,-2,1,1
448464|5|2021-08-18,-1,3,3
448480|39|2021-07-25,-9,1,1
448480|39|2021-07-25,-7,2,2
448480|39|2021-07-25,-6,1,1
448519|47|2021-07-30,-12,1,1
448519|47|2021-07-30,-8,1,1
448519|47|2021-07-30,-4,1,1
448519|47|2021-07-30,-3,1,1
448520|59|2021-08-03,-11,2,2
448520|59|2021-08-03,-10,7,7
448520|59|2021-08-03,-9,6,6
448520|59|2021-08-03,-8,4,4
448520|59|2021-08-03,-7,3,3
448520|59|2021-08-03,-6,3,3
448520|59|2021-08-03,-5,4,3
448520|59|2021-08-03,-4,2,2
448520|59|2021-08-03,-3,2,2
448520|59|2021-08-03,-2,1,1
448544|133|2021-07-28,-12,2,2
448544|133|2021-07-28,-9,2,2
448544|133|2021-07-28,-5,1,1
448544|133|2021-07-28,-4,1,1
448551|133|2021-07-28,-12,1,1
448551|133|2021-07-28,-9,2,2
448551|133|2021-07-28,-1,1,1
448562|124|2021-07-22,-12,2,2
448562|124|2021-07-22,-11,1,1
448562|124|2021-07-22,-10,3,2
448562|124|2021-07-22,-9,6,3
448562|124|2021-07-22,-8,6,3
448562|124|2021-07-22,-4,2,1
448562|124|2021-07-22,-3,8,5
448562|124|2021-07-22,-2,2,2
448562|124|2021-07-22,-1,2,2
448571|19|2021-07-15,-5,2,1
448571|19|2021-07-15,-4,1,1
448630|182|2021-08-03,-12,1,1
448630|182|2021-08-03,-11,3,3
448656|182|2021-08-03,-9,2,2
448656|182|2021-08-03,-4,2,2
448664|46|2021-08-04,-12,1,1
448664|46|2021-08-04,-8,2,1
448701|124|2021-07-22,-12,1,1
448701|124|2021-07-22,-8,1,1
448701|124|2021-07-22,-7,3,3
448717|19|2021-07-15,-9,2,2
448717|19|2021-07-15,-6,1,1
448718|182|2021-08-03,-12,4,4
448718|182|2021-08-03,-5,1,1
448718|182|2021-08-03,-4,1,1
448718|182|2021-08-03,-3,2,1
448718|182|2021-08-03,-2,2,1
448727|8|2021-05-27,-11,1,1
448727|8|2021-05-27,-3,1,1
448727|8|2021-05-27,-2,3,3
448727|8|2021-05-27,-1,3,3
448733|220|2021-08-03,-12,2,2
448733|220|2021-08-03,-11,2,2
448733|220|2021-08-03,-10,1,1
448733|220|2021-08-03,-8,1,1
448755|121|2021-08-03,-8,1,1
448755|121|2021-08-03,-6,1,1
448755|121|2021-08-03,-5,1,1
448755|121|2021-08-03,-4,1,1
448755|121|2021-08-03,-1,1,1
448778|62|2021-08-04,-7,2,2
448778|62|2021-08-04,-6,2,2
448778|62|2021-08-04,-4,1,1
448778|62|2021-08-04,-2,1,1
448787|131|2021-08-29,-12,4,4
448787|131|2021-08-29,-11,1,1
448787|131|2021-08-29,-10,2,2
448787|131|2021-08-29,-9,1,1
448787|131|2021-08-29,-8,2,2
448787|131|2021-08-29,-7,2,2
448787|131|2021-08-29,-6,1,1
448787|131|2021-08-29,-5,2,2
448787|131|2021-08-29,-3,2,2
448787|131|2021-08-29,-2,1,1
448787|131|2021-08-29,-1,2,1
448863|44|2021-07-24,-7,1,1
448863|44|2021-07-24,-6,1,1
448863|44|2021-07-24,-5,3,2
448863|44|2021-07-24,-3,1,1
448952|19|2021-07-15,-9,2,1
448952|19|2021-07-15,-8,1,1
448952|19|2021-07-15,-6,2,2
448952|19|2021-07-15,-2,1,1
448962|46|2021-08-04,-12,1,1
448962|46|2021-08-04,-11,2,2
448962|46|2021-08-04,-10,1,1
448979|46|2021-08-04,-11,2,2
448979|46|2021-08-04,-9,1,1
448979|46|2021-08-04,-6,1,1
448979|46|2021-08-04,-2,1,1
448979|46|2021-08-04,-1,1,1
448980|124|2021-07-22,-4,1,1
448980|124|2021-07-22,-3,3,2
448986|19|2021-07-15,-4,1,1
448986|19|2021-07-15,-2,3,3
448986|19|2021-07-15,-1,1,1
448994|238|2021-07-24,-9,3,2
448994|238|2021-07-24,-7,2,1
448994|238|2021-07-24,-6,2,2
448994|238|2021-07-24,-5,2,2
448994|238|2021-07-24,-4,1,1
448996|62|2021-08-04,-12,4,4
448996|62|2021-08-04,-11,2,2
448996|62|2021-08-04,-10,4,4
448996|62|2021-08-04,-9,5,5
448996|62|2021-08-04,-8,2,2
448996|62|2021-08-04,-6,2,2
448996|62|2021-08-04,-3,2,2
448996|62|2021-08-04,-2,2,2
449004|131|2021-08-29,-12,1,1
449006|46|2021-08-04,-12,2,2
449006|46|2021-08-04,-11,1,1
449006|46|2021-08-04,-10,2,2
449006|46|2021-08-04,-8,2,2
449006|46|2021-08-04,-7,3,3
449006|46|2021-08-04,-6,3,3
449006|46|2021-08-04,-5,1,1
449006|46|2021-08-04,-4,2,2
449006|46|2021-08-04,-3,7,7
449006|46|2021-08-04,-2,4,4
449006|46|2021-08-04,-1,4,4
449018|5|2021-08-18,-11,1,1
449018|5|2021-08-18,-6,2,2
449018|5|2021-08-18,-4,1,1
449021|47|2021-07-30,-11,1,1
449021|47|2021-07-30,-5,1,1
449021|47|2021-07-30,-4,1,1
449021|47|2021-07-30,-2,1,1
449055|19|2021-07-15,-11,1,1
449055|19|2021-07-15,-8,1,1
449055|19|2021-07-15,-2,2,2
449056|59|2021-08-03,-5,2,2
449056|59|2021-08-03,-4,3,3
449056|59|2021-08-03,-3,7,7
449056|59|2021-08-03,-2,7,7
449056|59|2021-08-03,-1,1,1
449091|3|2021-08-09,-10,1,1
449091|3|2021-08-09,-9,1,1
449091|3|2021-08-09,-8,1,1
449091|3|2021-08-09,-6,2,2
449091|3|2021-08-09,-5,3,3
449148|47|2021-07-30,-10,1,1
449148|47|2021-07-30,-8,2,2
449148|47|2021-07-30,-7,5,4
449148|47|2021-07-30,-6,1,1
449148|47|2021-07-30,-5,3,3
449148|47|2021-07-30,-4,1,1
449149|246|2021-07-27,-1,1,1
449187|133|2021-07-28,-10,5,5
449200|121|2021-08-03,-12,1,1
449263|124|2021-07-22,-6,1,1
449263|124|2021-07-22,-5,3,3
449263|124|2021-07-22,-4,4,4
449263|124|2021-07-22,-2,3,3
449263|124|2021-07-22,-1,6,6
449336|46|2021-08-04,-7,4,4
449336|46|2021-08-04,-6,1,1
449336|46|2021-08-04,-5,1,1
449336|46|2021-08-04,-3,1,1
449378|59|2021-08-03,-12,1,1
449378|59|2021-08-03,-11,1,1
449378|59|2021-08-03,-8,1,1
449378|59|2021-08-03,-7,1,1
449378|59|2021-08-03,-3,1,1
449392|5|2021-08-18,-12,1,1
449392|5|2021-08-18,-11,3,3
449431|19|2021-07-15,-4,2,2
449431|19|2021-07-15,-2,1,1
449487|220|2021-08-03,-7,1,1
449487|220|2021-08-03,-3,2,2
449507|124|2021-07-22,-12,10,9
449507|124|2021-07-22,-11,1,1
449507|124|2021-07-22,-10,2,2
449507|124|2021-07-22,-9,5,5
449507|124|2021-07-22,-7,1,1
449507|124|2021-07-22,-6,1,1
449507|124|2021-07-22,-5,2,2
449507|124|2021-07-22,-4,1,1
449507|124|2021-07-22,-3,2,2
449507|124|2021-07-22,-2,1,1
449507|124|2021-07-22,-1,1,1
449515|19|2021-07-15,-10,1,1
449515|19|2021-07-15,-9,1,1
449515|19|2021-07-15,-8,1,1
449515|19|2021-07-15,-2,1,1
449545|182|2021-08-03,-3,2,2
449574|47|2021-07-30,-9,1,1
449574|47|2021-07-30,-5,2,1
449574|47|2021-07-30,-4,2,1
449574|47|2021-07-30,-3,1,1
449574|47|2021-07-30,-2,1,1
449574|47|2021-07-30,-1,1,1
449649|46|2021-08-04,-12,4,2
449649|46|2021-08-04,-11,2,1
449649|46|2021-08-04,-9,2,1
449649|46|2021-08-04,-8,1,1
449649|46|2021-08-04,-6,2,1
449649|46|2021-08-04,-4,2,1
449649|46|2021-08-04,-3,2,1
449649|46|2021-08-04,-1,4,3
449661|46|2021-08-04,-11,1,1
449661|46|2021-08-04,-9,1,1
449661|46|2021-08-04,-8,1,1
449661|46|2021-08-04,-7,2,2
449661|46|2021-08-04,-6,1,1
449661|46|2021-08-04,-3,5,4
449661|46|2021-08-04,-2,2,2
449661|46|2021-08-04,-1,1,1
449693|124|2021-07-22,-9,1,1
449693|124|2021-07-22,-2,2,1
449693|124|2021-07-22,-1,4,4
449719|3|2021-08-09,-12,1,1
449719|3|2021-08-09,-8,2,2
449719|3|2021-08-09,-7,1,1
449719|3|2021-08-09,-3,1,1
449720|182|2021-08-03,-5,1,1
449720|182|2021-08-03,-4,1,1
449720|182|2021-08-03,-3,1,1
449720|182|2021-08-03,-2,4,3
449720|182|2021-08-03,-1,1,1
449725|5|2021-08-18,-8,1,1
449725|5|2021-08-18,-7,2,2
449725|5|2021-08-18,-1,2,1
449741|124|2021-07-22,-12,1,1
449741|124|2021-07-22,-8,4,4
449741|124|2021-07-22,-7,14,14
449741|124|2021-07-22,-6,2,2
449741|124|2021-07-22,-4,1,1
449741|124|2021-07-22,-2,1,1
449742|3|2021-08-09,-5,1,1
449742|3|2021-08-09,-4,2,2
449742|3|2021-08-09,-2,1,1
449752|182|2021-08-03,-4,4,2
449752|182|2021-08-03,-3,1,1
449805|39|2021-07-25,-12,3,2
449805|39|2021-07-25,-11,2,2
449805|39|2021-07-25,-10,1,1
449805|39|2021-07-25,-7,1,1
449805|39|2021-07-25,-6,1,1
449808|5|2021-08-18,-12,1,1
449808|5|2021-08-18,-9,1,1
449808|5|2021-08-18,-6,2,2
449808|5|2021-08-18,-3,1,1
449808|5|2021-08-18,-2,1,1
449878|182|2021-08-03,-12,1,1
449878|182|2021-08-03,-8,1,1
449878|182|2021-08-03,-7,1,1
449878|182|2021-08-03,-5,1,1
449880|39|2021-07-25,-12,1,1
449943|124|2021-07-22,-9,5,5
449943|124|2021-07-22,-8,1,1
449943|124|2021-07-22,-7,2,2
449943|124|2021-07-22,-6,1,1
449943|124|2021-07-22,-5,1,1
449943|124|2021-07-22,-4,1,1
449958|238|2021-07-24,-12,2,2
