closure_event_id,preferred_store,treated,rel_t,observations,incidence_groups,low_incidence_observations,high_incidence_observations,contains_both_incidence_groups
dept_44_closure_2021-07-24,26,0,3,74,2,26,48,True
dept_44_closure_2021-07-24,26,0,4,80,2,29,51,True
dept_44_closure_2021-07-24,28,0,-4,58,2,25,33,True
dept_44_closure_2021-07-24,28,0,-3,54,2,19,35,True
dept_44_closure_2021-07-24,28,0,-2,50,2,18,32,True
dept_44_closure_2021-07-24,28,0,-1,51,2,18,33,True
dept_44_closure_2021-07-24,28,0,1,35,2,15,20,True
dept_44_closure_2021-07-24,28,0,2,42,2,15,27,True
dept_44_closure_2021-07-24,28,0,3,42,2,17,25,True
dept_44_closure_2021-07-24,28,0,4,46,2,20,26,True
dept_44_closure_2021-07-24,32,0,-4,90,2,44,46,True
dept_44_closure_2021-07-24,32,0,-3,117,2,46,71,True
dept_44_closure_2021-07-24,32,0,-2,119,2,45,74,True
dept_44_closure_2021-07-24,32,0,-1,113,2,45,68,True
dept_44_closure_2021-07-24,32,0,1,83,2,40,43,True
dept_44_closure_2021-07-24,32,0,2,97,2,51,46,True
dept_44_closure_2021-07-24,32,0,3,103,2,54,49,True
dept_44_closure_2021-07-24,32,0,4,100,2,50,50,True
dept_44_closure_2021-07-24,44,1,-4,116,2,56,60,True
dept_44_closure_2021-07-24,44,1,-3,110,2,48,62,True
dept_44_closure_2021-07-24,44,1,-2,94,2,30,64,True
dept_44_closure_2021-07-24,44,1,-1,103,2,54,49,True
dept_44_closure_2021-07-24,44,1,1,87,2,43,44,True
dept_44_closure_2021-07-24,44,1,2,92,2,52,40,True
dept_44_closure_2021-07-24,44,1,3,110,2,64,46,True
dept_44_closure_2021-07-24,44,1,4,92,2,47,45,True
dept_44_closure_2021-07-24,45,0,-4,144,2,56,88,True
dept_44_closure_2021-07-24,45,0,-3,144,2,49,95,True
dept_44_closure_2021-07-24,45,0,-2,139,2,39,100,True
dept_44_closure_2021-07-24,45,0,-1,125,2,54,71,True
dept_44_closure_2021-07-24,45,0,1,116,2,47,69,True
dept_44_closure_2021-07-24,45,0,2,123,2,49,74,True
dept_44_closure_2021-07-24,45,0,3,117,2,48,69,True
dept_44_closure_2021-07-24,45,0,4,137,2,61,76,True
dept_46_closure_2021-08-04,46,1,-4,87,2,40,47,True
dept_46_closure_2021-08-04,46,1,-3,93,2,42,51,True
dept_46_closure_2021-08-04,46,1,-2,91,2,35,56,True
dept_46_closure_2021-08-04,46,1,-1,46,2,23,23,True
dept_46_closure_2021-08-04,46,1,1,55,2,28,27,True
dept_46_closure_2021-08-04,46,1,2,74,2,43,31,True
dept_46_closure_2021-08-04,46,1,3,86,2,49,37,True
dept_46_closure_2021-08-04,46,1,4,95,2,54,41,True
dept_46_closure_2021-08-04,63,0,-4,97,2,35,62,True
dept_46_closure_2021-08-04,63,0,-3,105,2,39,66,True
dept_46_closure_2021-08-04,63,0,-2,103,2,30,73,True
dept_46_closure_2021-08-04,63,0,-1,92,2,37,55,True
dept_46_closure_2021-08-04,63,0,1,84,2,34,50,True
dept_46_closure_2021-08-04,63,0,2,77,2,25,52,True
dept_46_closure_2021-08-04,63,0,3,65,2,27,38,True
dept_46_closure_2021-08-04,63,0,4,74,2,27,47,True
dept_46_closure_2021-08-04,98,0,-4,337,2,145,192,True
dept_46_closure_2021-08-04,98,0,-3,345,2,152,193,True
dept_46_closure_2021-08-04,98,0,-2,300,2,93,207,True
dept_46_closure_2021-08-04,98,0,-1,278,2,115,163,True
dept_46_closure_2021-08-04,98,0,1,307,2,145,162,True
dept_46_closure_2021-08-04,98,0,2,281,2,126,155,True
dept_46_closure_2021-08-04,98,0,3,244,2,110,134,True
dept_46_closure_2021-08-04,98,0,4,267,2,122,145,True
dept_46_closure_2021-08-04,99,0,-4,153,2,66,87,True
dept_46_closure_2021-08-04,99,0,-3,149,2,62,87,True
dept_46_closure_2021-08-04,99,0,-2,143,2,47,96,True
dept_46_closure_2021-08-04,99,0,-1,98,2,38,60,True
dept_46_closure_2021-08-04,99,0,1,128,2,60,68,True
dept_46_closure_2021-08-04,99,0,2,130,2,69,61,True
dept_46_closure_2021-08-04,99,0,3,123,2,56,67,True
dept_46_closure_2021-08-04,99,0,4,116,2,54,62,True
dept_46_closure_2021-08-04,102,0,-4,144,2,72,72,True
dept_46_closure_2021-08-04,102,0,-3,146,2,68,78,True
dept_46_closure_2021-08-04,102,0,-2,122,2,39,83,True
dept_46_closure_2021-08-04,102,0,-1,99,2,44,55,True
dept_46_closure_2021-08-04,102,0,1,101,2,52,49,True
dept_46_closure_2021-08-04,102,0,2,103,2,48,55,True
dept_46_closure_2021-08-04,102,0,3,105,2,52,53,True
dept_46_closure_2021-08-04,102,0,4,95,2,44,51,True
dept_46_closure_2021-08-04,103,0,-4,183,2,82,101,True
dept_46_closure_2021-08-04,103,0,-3,171,2,76,95,True
dept_46_closure_2021-08-04,103,0,-2,167,2,55,112,True
dept_46_closure_2021-08-04,103,0,-1,153,2,62,91,True
dept_46_closure_2021-08-04,103,0,1,153,2,70,83,True
dept_46_closure_2021-08-04,103,0,2,152,2,75,77,True
dept_46_closure_2021-08-04,103,0,3,153,2,71,82,True
dept_46_closure_2021-08-04,103,0,4,161,2,81,80,True
dept_47_closure_2021-07-30,42,0,-4,226,2,78,148,True
dept_47_closure_2021-07-30,42,0,-3,221,2,73,148,True
dept_47_closure_2021-07-30,42,0,-2,233,2,67,166,True
dept_47_closure_2021-07-30,42,0,-1,195,2,68,127,True
dept_47_closure_2021-07-30,42,0,1,151,2,53,98,True
dept_47_closure_2021-07-30,42,0,2,164,2,62,102,True
dept_47_closure_2021-07-30,42,0,3,179,2,79,100,True
dept_47_closure_2021-07-30,42,0,4,189,2,81,108,True
dept_47_closure_2021-07-30,47,1,-4,58,2,28,30,True
dept_47_closure_2021-07-30,47,1,-3,66,2,29,37,True
dept_47_closure_2021-07-30,47,1,-2,63,2,19,44,True
dept_47_closure_2021-07-30,47,1,-1,34,2,15,19,True
dept_47_closure_2021-07-30,47,1,1,39,2,12,27,True
dept_47_closure_2021-07-30,47,1,2,54,2,27,27,True
dept_47_closure_2021-07-30,47,1,3,55,2,24,31,True
dept_47_closure_2021-07-30,47,1,4,47,2,21,26,True
dept_47_closure_2021-07-30,48,0,-4,134,2,64,70,True
dept_47_closure_2021-07-30,48,0,-3,150,2,75,75,True
dept_47_closure_2021-07-30,48,0,-2,137,2,58,79,True
dept_47_closure_2021-07-30,48,0,-1,110,2,55,55,True
dept_47_closure_2021-07-30,48,0,1,119,2,61,58,True
dept_47_closure_2021-07-30,48,0,2,138,2,80,58,True
dept_47_closure_2021-07-30,48,0,3,126,2,67,59,True
dept_47_closure_2021-07-30,48,0,4,117,2,68,49,True
dept_47_closure_2021-07-30,49,0,-4,107,2,46,61,True
dept_47_closure_2021-07-30,49,0,-3,117,2,52,65,True
dept_47_closure_2021-07-30,49,0,-2,111,2,39,72,True
dept_47_closure_2021-07-30,49,0,-1,94,2,48,46,True
dept_47_closure_2021-07-30,49,0,1,88,2,44,44,True
dept_47_closure_2021-07-30,49,0,2,111,2,62,49,True
dept_47_closure_2021-07-30,49,0,3,83,2,39,44,True
dept_47_closure_2021-07-30,49,0,4,97,2,45,52,True
dept_47_closure_2021-07-30,67,0,-4,270,2,115,155,True
dept_47_closure_2021-07-30,67,0,-3,251,2,100,151,True
dept_47_closure_2021-07-30,67,0,-2,292,2,105,187,True
dept_47_closure_2021-07-30,67,0,-1,220,2,100,120,True
dept_47_closure_2021-07-30,67,0,1,233,2,101,132,True
dept_47_closure_2021-07-30,67,0,2,267,2,129,138,True
dept_47_closure_2021-07-30,67,0,3,273,2,135,138,True
dept_47_closure_2021-07-30,67,0,4,226,2,117,109,True
dept_47_closure_2021-07-30,231,0,-4,169,2,73,96,True
dept_47_closure_2021-07-30,231,0,-3,176,2,72,104,True
dept_47_closure_2021-07-30,231,0,-2,169,2,60,109,True
dept_47_closure_2021-07-30,231,0,-1,131,2,54,77,True
dept_47_closure_2021-07-30,231,0,1,115,2,50,65,True
dept_47_closure_2021-07-30,231,0,2,138,2,70,68,True
dept_47_closure_2021-07-30,231,0,3,138,2,74,64,True
dept_47_closure_2021-07-30,231,0,4,150,2,87,63,True
dept_59_closure_2021-08-03,59,1,-4,157,2,76,81,True
dept_59_closure_2021-08-03,59,1,-3,134,2,56,78,True
dept_59_closure_2021-08-03,59,1,-2,141,2,54,87,True
dept_59_closure_2021-08-03,59,1,-1,106,2,42,64,True
dept_59_closure_2021-08-03,59,1,1,113,2,60,53,True
dept_59_closure_2021-08-03,59,1,2,105,2,47,58,True
dept_59_closure_2021-08-03,59,1,3,120,2,60,60,True
dept_59_closure_2021-08-03,59,1,4,121,2,65,56,True
dept_59_closure_2021-08-03,77,0,-4,317,2,125,192,True
dept_59_closure_2021-08-03,77,0,-3,293,2,105,188,True
dept_59_closure_2021-08-03,77,0,-2,311,2,80,231,True
dept_59_closure_2021-08-03,77,0,-1,232,2,84,148,True
dept_59_closure_2021-08-03,77,0,1,268,2,110,158,True
dept_59_closure_2021-08-03,77,0,2,267,2,114,153,True
dept_59_closure_2021-08-03,77,0,3,238,2,93,145,True
dept_59_closure_2021-08-03,77,0,4,234,2,102,132,True
dept_59_closure_2021-08-03,80,0,-4,129,2,52,77,True
dept_59_closure_2021-08-03,80,0,-3,140,2,51,89,True
dept_59_closure_2021-08-03,80,0,-2,127,2,29,98,True
dept_59_closure_2021-08-03,80,0,-1,123,2,43,80,True
dept_59_closure_2021-08-03,80,0,1,110,2,42,68,True
dept_59_closure_2021-08-03,80,0,2,118,2,50,68,True
dept_59_closure_2021-08-03,80,0,3,115,2,45,70,True
dept_59_closure_2021-08-03,80,0,4,116,2,53,63,True
dept_59_closure_2021-08-03,81,0,-4,396,2,133,263,True
dept_59_closure_2021-08-03,81,0,-3,397,2,118,279,True
dept_59_closure_2021-08-03,81,0,-2,418,2,91,327,True
dept_59_closure_2021-08-03,81,0,-1,326,2,105,221,True
dept_59_closure_2021-08-03,81,0,1,355,2,114,241,True
dept_59_closure_2021-08-03,81,0,2,365,2,137,228,True
dept_59_closure_2021-08-03,81,0,3,358,2,126,232,True
dept_59_closure_2021-08-03,81,0,4,333,2,126,207,True
dept_59_closure_2021-08-03,83,0,-4,68,2,26,42,True
dept_59_closure_2021-08-03,83,0,-3,62,2,20,42,True
dept_59_closure_2021-08-03,83,0,-2,58,2,13,45,True
dept_59_closure_2021-08-03,83,0,-1,47,2,14,33,True
dept_59_closure_2021-08-03,83,0,1,49,2,20,29,True
dept_59_closure_2021-08-03,83,0,2,57,2,23,34,True
dept_59_closure_2021-08-03,83,0,3,50,2,22,28,True
dept_59_closure_2021-08-03,83,0,4,53,2,19,34,True
dept_59_closure_2021-08-03,85,0,-4,184,2,64,120,True
dept_59_closure_2021-08-03,85,0,-3,168,2,61,107,True
dept_59_closure_2021-08-03,85,0,-2,173,2,38,135,True
dept_59_closure_2021-08-03,85,0,-1,147,2,50,97,True
dept_59_closure_2021-08-03,85,0,1,123,2,43,80,True
dept_59_closure_2021-08-03,85,0,2,138,2,57,81,True
dept_59_closure_2021-08-03,85,0,3,118,2,47,71,True
dept_59_closure_2021-08-03,85,0,4,128,2,51,77,True
dept_5_closure_2021-08-18,1,0,-4,275,2,176,99,True
dept_5_closure_2021-08-18,1,0,-3,277,2,168,109,True
dept_5_closure_2021-08-18,1,0,-2,238,2,127,111,True
dept_5_closure_2021-08-18,1,0,-1,225,2,140,85,True
dept_5_closure_2021-08-18,1,0,1,241,2,164,77,True
dept_5_closure_2021-08-18,1,0,2,274,2,192,82,True
dept_5_closure_2021-08-18,1,0,3,268,2,185,83,True
dept_5_closure_2021-08-18,1,0,4,223,2,153,70,True
dept_5_closure_2021-08-18,5,1,-4,86,2,74,12,True
dept_5_closure_2021-08-18,5,1,-3,87,2,71,16,True
dept_5_closure_2021-08-18,5,1,-2,35,2,21,14,True
dept_5_closure_2021-08-18,5,1,-1,30,2,23,7,True
dept_5_closure_2021-08-18,5,1,1,46,2,38,8,True
dept_5_closure_2021-08-18,5,1,2,46,2,41,5,True
dept_5_closure_2021-08-18,5,1,3,37,2,32,5,True
dept_5_closure_2021-08-18,5,1,4,55,2,46,9,True
dept_5_closure_2021-08-18,153,0,-4,91,2,57,34,True
dept_5_closure_2021-08-18,153,0,-3,82,2,48,34,True
dept_5_closure_2021-08-18,153,0,-2,70,2,31,39,True
dept_5_closure_2021-08-18,153,0,-1,66,2,34,32,True
dept_5_closure_2021-08-18,153,0,1,67,2,42,25,True
dept_5_closure_2021-08-18,153,0,2,78,2,50,28,True
dept_5_closure_2021-08-18,153,0,3,69,2,41,28,True
dept_5_closure_2021-08-18,153,0,4,72,2,43,29,True
dept_5_closure_2021-08-18,173,0,-4,254,2,144,110,True
dept_5_closure_2021-08-18,173,0,-3,239,2,130,109,True
dept_5_closure_2021-08-18,173,0,-2,146,2,52,94,True
dept_5_closure_2021-08-18,173,0,-1,179,2,80,99,True
dept_5_closure_2021-08-18,173,0,1,219,2,128,91,True
dept_5_closure_2021-08-18,173,0,2,197,2,111,86,True
dept_5_closure_2021-08-18,173,0,3,172,2,100,72,True
dept_5_closure_2021-08-18,173,0,4,187,2,100,87,True
dept_5_closure_2021-08-18,241,0,-4,1,1,0,1,False
dept_5_closure_2021-08-18,241,0,-3,1,1,0,1,False
dept_5_closure_2021-08-18,241,0,-2,1,1,0,1,False
dept_5_closure_2021-08-18,241,0,1,4,2,3,1,True
dept_5_closure_2021-08-18,241,0,2,4,2,3,1,True
dept_5_closure_2021-08-18,241,0,3,3,2,2,1,True
dept_5_closure_2021-08-18,241,0,4,3,2,2,1,True
dept_5_closure_2021-08-18,259,0,-4,21,2,13,8,True
dept_5_closure_2021-08-18,259,0,-3,25,2,14,11,True
dept_5_closure_2021-08-18,259,0,-2,15,2,5,10,True
dept_5_closure_2021-08-18,259,0,-1,17,2,8,9,True
dept_5_closure_2021-08-18,259,0,1,20,2,11,9,True
dept_5_closure_2021-08-18,259,0,2,23,2,13,10,True
dept_5_closure_2021-08-18,259,0,3,20,2,14,6,True
dept_5_closure_2021-08-18,259,0,4,23,2,15,8,True
dept_62_closure_2021-08-04,62,1,-4,72,2,35,37,True
dept_62_closure_2021-08-04,62,1,-3,67,2,32,35,True
dept_62_closure_2021-08-04,62,1,-2,72,2,34,38,True
dept_62_closure_2021-08-04,62,1,-1,31,2,11,20,True
dept_62_closure_2021-08-04,62,1,1,32,2,16,16,True
dept_62_closure_2021-08-04,62,1,2,51,2,30,21,True
dept_62_closure_2021-08-04,62,1,3,54,2,35,19,True
dept_62_closure_2021-08-04,62,1,4,51,2,27,24,True
dept_62_closure_2021-08-04,104,0,-4,83,2,43,40,True
dept_62_closure_2021-08-04,104,0,-3,81,2,36,45,True
dept_62_closure_2021-08-04,104,0,-2,75,2,27,48,True
dept_62_closure_2021-08-04,104,0,-1,54,2,26,28,True
dept_62_closure_2021-08-04,104,0,1,63,2,28,35,True
dept_62_closure_2021-08-04,104,0,2,79,2,46,33,True
dept_62_closure_2021-08-04,104,0,3,74,2,43,31,True
dept_62_closure_2021-08-04,104,0,4,66,2,35,31,True
dept_62_closure_2021-08-04,106,0,-4,129,2,60,69,True
dept_62_closure_2021-08-04,106,0,-3,139,2,58,81,True
dept_62_closure_2021-08-04,106,0,-2,160,2,71,89,True
dept_62_closure_2021-08-04,106,0,-1,114,2,52,62,True
dept_62_closure_2021-08-04,106,0,1,133,2,67,66,True
dept_62_closure_2021-08-04,106,0,2,132,2,63,69,True
dept_62_closure_2021-08-04,106,0,3,137,2,74,63,True
dept_62_closure_2021-08-04,106,0,4,116,2,59,57,True
dept_62_closure_2021-08-04,107,0,-4,364,2,215,149,True
dept_62_closure_2021-08-04,107,0,-3,383,2,235,148,True
dept_62_closure_2021-08-04,107,0,-2,306,2,147,159,True
dept_62_closure_2021-08-04,107,0,-1,180,2,76,104,True
dept_62_closure_2021-08-04,107,0,1,199,2,112,87,True
dept_62_closure_2021-08-04,107,0,2,231,2,142,89,True
dept_62_closure_2021-08-04,107,0,3,233,2,136,97,True
dept_62_closure_2021-08-04,107,0,4,259,2,163,96,True
dept_62_closure_2021-08-04,108,0,-4,76,2,29,47,True
dept_62_closure_2021-08-04,108,0,-3,73,2,34,39,True
dept_62_closure_2021-08-04,108,0,-2,77,2,24,53,True
dept_62_closure_2021-08-04,108,0,-1,55,2,16,39,True
dept_62_closure_2021-08-04,108,0,1,67,2,28,39,True
dept_62_closure_2021-08-04,108,0,2,70,2,31,39,True
dept_62_closure_2021-08-04,108,0,3,75,2,41,34,True
dept_62_closure_2021-08-04,108,0,4,62,2,28,34,True
dept_62_closure_2021-08-04,110,0,-4,157,2,67,90,True
dept_62_closure_2021-08-04,110,0,-3,166,2,71,95,True
dept_62_closure_2021-08-04,110,0,-2,164,2,63,101,True
dept_62_closure_2021-08-04,110,0,-1,89,2,44,45,True
dept_62_closure_2021-08-04,110,0,1,45,2,18,27,True
dept_62_closure_2021-08-04,110,0,2,159,2,77,82,True
dept_62_closure_2021-08-04,110,0,3,142,2,74,68,True
dept_62_closure_2021-08-04,110,0,4,103,2,53,50,True
dept_8_closure_2021-05-27,8,1,-4,47,2,19,28,True
dept_8_closure_2021-05-27,8,1,-3,57,2,22,35,True
dept_8_closure_2021-05-27,8,1,-2,53,2,15,38,True
dept_8_closure_2021-05-27,8,1,-1,46,2,19,27,True
dept_8_closure_2021-05-27,8,1,1,43,2,20,23,True
dept_8_closure_2021-05-27,8,1,2,38,2,17,21,True
dept_8_closure_2021-05-27,8,1,3,44,2,20,24,True
dept_8_closure_2021-05-27,8,1,4,32,2,15,17,True
dept_8_closure_2021-05-27,10,0,-4,106,2,59,47,True
dept_8_closure_2021-05-27,10,0,-3,100,2,52,48,True
dept_8_closure_2021-05-27,10,0,-2,118,2,57,61,True
dept_8_closure_2021-05-27,10,0,-1,110,2,60,50,True
dept_8_closure_2021-05-27,10,0,1,104,2,60,44,True
dept_8_closure_2021-05-27,10,0,2,86,2,49,37,True
dept_8_closure_2021-05-27,10,0,3,86,2,44,42,True
dept_8_closure_2021-05-27,10,0,4,61,2,31,30,True
dept_8_closure_2021-05-27,178,0,-4,30,2,18,12,True
dept_8_closure_2021-05-27,178,0,-3,36,2,20,16,True
dept_8_closure_2021-05-27,178,0,-2,33,2,14,19,True
dept_8_closure_2021-05-27,178,0,-1,44,2,30,14,True
dept_8_closure_2021-05-27,178,0,1,36,2,24,12,True
dept_8_closure_2021-05-27,178,0,2,27,2,17,10,True
dept_8_closure_2021-05-27,178,0,3,25,2,17,8,True
dept_8_closure_2021-05-27,178,0,4,11,2,5,6,True
dept_8_closure_2021-05-27,184,0,-4,14,2,2,12,True
dept_8_closure_2021-05-27,184,0,-3,17,2,4,13,True
dept_8_closure_2021-05-27,184,0,-2,14,2,3,11,True
dept_8_closure_2021-05-27,184,0,-1,13,2,3,10,True
dept_8_closure_2021-05-27,184,0,1,12,2,3,9,True
dept_8_closure_2021-05-27,184,0,2,15,2,6,9,True
dept_8_closure_2021-05-27,184,0,3,10,2,2,8,True
dept_8_closure_2021-05-27,184,0,4,7,1,0,7,False
dept_8_closure_2021-05-27,188,0,-4,48,2,24,24,True
dept_8_closure_2021-05-27,188,0,-3,56,2,20,36,True
dept_8_closure_2021-05-27,188,0,-2,50,2,13,37,True
dept_8_closure_2021-05-27,188,0,-1,63,2,26,37,True
dept_8_closure_2021-05-27,188,0,1,46,2,12,34,True
dept_8_closure_2021-05-27,188,0,2,50,2,18,32,True
dept_8_closure_2021-05-27,188,0,3,43,2,17,26,True
dept_8_closure_2021-05-27,188,0,4,36,2,12,24,True
dept_8_closure_2021-05-27,190,0,-4,13,2,6,7,True
dept_8_closure_2021-05-27,190,0,-3,19,2,11,8,True
dept_8_closure_2021-05-27,190,0,-2,15,2,6,9,True
dept_8_closure_2021-05-27,190,0,-1,13,2,8,5,True
dept_8_closure_2021-05-27,190,0,1,14,2,8,6,True
dept_8_closure_2021-05-27,190,0,2,9,2,5,4,True
dept_8_closure_2021-05-27,190,0,3,9,2,5,4,True
dept_8_closure_2021-05-27,190,0,4,6,2,2,4,True
