member_id,dept_id,closure_start,novelty_pre_mean,novelty_pre_selected_for_heterogeneity,novelty_pre_group,novelty_pre_split_rule,novelty_pre_threshold_low,novelty_pre_threshold_high
559184,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
562040,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
563941,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
564400,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
564913,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
566520,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
568279,46,2021-08-04,0.8888888888888888,0,middle,quartile_tails,0.25,1.0
568435,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
569047,46,2021-08-04,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
574758,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
576433,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
576519,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
579058,46,2021-08-04,0.1111111111111111,1,baseline,quartile_tails,0.25,1.0
581154,46,2021-08-04,0.16666666666666666,1,baseline,quartile_tails,0.25,1.0
581264,46,2021-08-04,0.9166666666666666,0,middle,quartile_tails,0.25,1.0
581302,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
581416,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
587171,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
591143,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
592275,46,2021-08-04,0.47222222222222215,0,middle,quartile_tails,0.25,1.0
593572,46,2021-08-04,0.875,0,middle,quartile_tails,0.25,1.0
593864,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
594022,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
594209,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
595976,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
595994,46,2021-08-04,0.6666666666666666,0,middle,quartile_tails,0.25,1.0
598402,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
598668,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
599390,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
599764,46,2021-08-04,0.16666666666666666,1,baseline,quartile_tails,0.25,1.0
601447,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
603507,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
605724,46,2021-08-04,0.25,1,baseline,quartile_tails,0.25,1.0
605988,46,2021-08-04,0.5416666666666666,0,middle,quartile_tails,0.25,1.0
607120,46,2021-08-04,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
607622,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
608134,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
608505,46,2021-08-04,0.4444444444444444,0,middle,quartile_tails,0.25,1.0
610862,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
612326,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
614138,46,2021-08-04,0.6666666666666666,0,middle,quartile_tails,0.25,1.0
614560,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
616505,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
618543,46,2021-08-04,0.75,0,middle,quartile_tails,0.25,1.0
619694,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
619806,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
621069,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
626342,46,2021-08-04,0.7222222222222222,0,middle,quartile_tails,0.25,1.0
632497,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
634170,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
636469,46,2021-08-04,0.6666666666666666,0,middle,quartile_tails,0.25,1.0
639167,46,2021-08-04,0.6666666666666666,0,middle,quartile_tails,0.25,1.0
639477,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
642380,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
647776,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
652670,46,2021-08-04,0.25,1,baseline,quartile_tails,0.25,1.0
653176,46,2021-08-04,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
654763,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
654943,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
655382,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
656293,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
656901,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
658221,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
658222,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
660291,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
661550,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
663017,46,2021-08-04,0.19444444444444442,1,baseline,quartile_tails,0.25,1.0
663582,46,2021-08-04,0.6666666666666666,0,middle,quartile_tails,0.25,1.0
664737,46,2021-08-04,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
665516,46,2021-08-04,0.16666666666666666,1,baseline,quartile_tails,0.25,1.0
667439,46,2021-08-04,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
668736,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
671274,46,2021-08-04,0.25,1,baseline,quartile_tails,0.25,1.0
673366,46,2021-08-04,0.25,1,baseline,quartile_tails,0.25,1.0
674111,46,2021-08-04,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
674730,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
678200,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
683147,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
685006,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
685129,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
686923,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
687699,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
688088,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
691107,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
693624,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
693985,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
697713,46,2021-08-04,0.25,1,baseline,quartile_tails,0.25,1.0
701872,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
701990,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
702814,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
705039,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
709104,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
709831,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
711281,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
713505,46,2021-08-04,0.25,1,baseline,quartile_tails,0.25,1.0
715878,46,2021-08-04,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
716460,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
719475,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
719799,46,2021-08-04,0.38888888888888884,0,middle,quartile_tails,0.25,1.0
721339,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
722995,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
723554,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
724170,46,2021-08-04,0.75,0,middle,quartile_tails,0.25,1.0
724600,46,2021-08-04,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
725368,46,2021-08-04,0.75,0,middle,quartile_tails,0.25,1.0
726034,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
726485,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
726860,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
728081,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
730877,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
731347,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
731711,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
733081,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
734614,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
735235,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
737324,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
738335,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
738907,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
741145,46,2021-08-04,0.75,0,middle,quartile_tails,0.25,1.0
741488,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
744341,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
744916,46,2021-08-04,0.8333333333333333,0,middle,quartile_tails,0.25,1.0
746511,46,2021-08-04,0.6666666666666666,0,middle,quartile_tails,0.25,1.0
746783,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
748954,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
749015,46,2021-08-04,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
750265,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
755323,46,2021-08-04,0.5555555555555555,0,middle,quartile_tails,0.25,1.0
759415,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
760075,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
760305,46,2021-08-04,0.16666666666666666,1,baseline,quartile_tails,0.25,1.0
760696,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
760744,46,2021-08-04,0.26666666666666666,0,middle,quartile_tails,0.25,1.0
761118,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
766923,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
770001,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
773649,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
776420,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
778543,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
781344,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
782383,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
785753,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
786932,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
787577,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
791217,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
794427,46,2021-08-04,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
794749,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
796512,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
801053,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
801985,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
803834,46,2021-08-04,0.25,1,baseline,quartile_tails,0.25,1.0
804870,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
806697,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
807368,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
808829,46,2021-08-04,0.75,0,middle,quartile_tails,0.25,1.0
809077,46,2021-08-04,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
248,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
9523,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
12319,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
32751,46,2021-08-04,0.25,1,baseline,quartile_tails,0.25,1.0
70190,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
75418,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
79264,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
83945,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
88645,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
91768,46,2021-08-04,0.75,0,middle,quartile_tails,0.25,1.0
95720,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
98350,46,2021-08-04,0.25,1,baseline,quartile_tails,0.25,1.0
101489,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
102736,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
105859,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
106529,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
114198,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
120535,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
123895,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
131997,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
134288,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
141203,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
150288,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
154489,46,2021-08-04,0.6666666666666666,0,middle,quartile_tails,0.25,1.0
160740,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
169291,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
171771,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
187990,46,2021-08-04,0.5833333333333333,0,middle,quartile_tails,0.25,1.0
197317,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
203263,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
217388,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
220021,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
223948,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
229860,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
231565,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
232596,46,2021-08-04,0.875,0,middle,quartile_tails,0.25,1.0
235002,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
245807,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
252816,46,2021-08-04,0.25,1,baseline,quartile_tails,0.25,1.0
252895,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
263698,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
264801,46,2021-08-04,0.8333333333333333,0,middle,quartile_tails,0.25,1.0
277974,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
279381,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
281696,46,2021-08-04,0.75,0,middle,quartile_tails,0.25,1.0
290435,46,2021-08-04,0.75,0,middle,quartile_tails,0.25,1.0
297662,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
299443,46,2021-08-04,0.6666666666666666,0,middle,quartile_tails,0.25,1.0
299461,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
305551,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
305569,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
326568,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
331400,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
336484,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
338674,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
344191,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
347883,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
349848,46,2021-08-04,0.6666666666666667,0,middle,quartile_tails,0.25,1.0
353829,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
357213,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
360217,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
368808,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
370351,46,2021-08-04,0.75,0,middle,quartile_tails,0.25,1.0
372458,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
385149,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
388802,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
389110,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
402748,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
405746,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
413512,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
420892,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
425871,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
439013,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
440112,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
441472,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
448979,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
456910,46,2021-08-04,0.16666666666666666,1,baseline,quartile_tails,0.25,1.0
471376,46,2021-08-04,0.75,0,middle,quartile_tails,0.25,1.0
472445,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
472530,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
475808,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
476763,46,2021-08-04,0.75,0,middle,quartile_tails,0.25,1.0
480431,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
490808,46,2021-08-04,0.9,0,middle,quartile_tails,0.25,1.0
491603,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
499888,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
503349,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
506420,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
506672,46,2021-08-04,0.75,0,middle,quartile_tails,0.25,1.0
507131,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
508850,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
510100,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
511504,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
512100,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
514001,46,2021-08-04,0.65,0,middle,quartile_tails,0.25,1.0
515047,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
515588,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
525998,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
526344,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
528444,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
531787,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
539508,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
542396,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
543867,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
545820,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
546373,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
549841,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
553750,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
561674,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
562098,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
562288,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
564701,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
566881,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
567338,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
570275,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
575514,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
575808,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
577431,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
587803,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
588898,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
591511,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
597194,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
598288,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
602890,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
603077,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
607058,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
615424,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
616118,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
618968,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
619466,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
620529,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
622346,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
622643,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
623088,46,2021-08-04,0.75,0,middle,quartile_tails,0.25,1.0
623656,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
624945,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
627881,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
630219,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
635560,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
641021,46,2021-08-04,0.6666666666666666,0,middle,quartile_tails,0.25,1.0
644317,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
649356,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
651197,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
652754,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
665337,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
665659,46,2021-08-04,0.25,1,baseline,quartile_tails,0.25,1.0
666617,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
667540,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
669092,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
677363,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
677920,46,2021-08-04,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
679564,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
682895,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
687905,46,2021-08-04,0.25,1,baseline,quartile_tails,0.25,1.0
691503,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
695504,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
705589,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
706616,46,2021-08-04,0.25,1,baseline,quartile_tails,0.25,1.0
708023,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
715002,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
719631,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
721109,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
728317,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
733455,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
742146,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
750053,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
752110,46,2021-08-04,0.75,0,middle,quartile_tails,0.25,1.0
756035,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
762453,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
762846,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
768300,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
770671,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
776040,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
777475,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
777580,46,2021-08-04,0.375,0,middle,quartile_tails,0.25,1.0
788684,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
793654,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
809225,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
8605,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
28737,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
31842,46,2021-08-04,0.25,1,baseline,quartile_tails,0.25,1.0
33787,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
44181,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
53385,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
56113,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
57929,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
60614,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
73594,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
74533,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
80018,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
102123,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
102774,46,2021-08-04,0.5,0,middle,quartile_tails,0.25,1.0
131518,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
190148,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
214514,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
228248,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
239479,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
250926,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
252717,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
280468,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
288963,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
303256,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
307698,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
313015,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
319295,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
322313,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
326362,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
326901,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
339356,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
352569,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
352659,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
353009,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
356211,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
359634,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
362621,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
362777,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
381331,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
397662,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
399081,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
427138,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
427840,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
429634,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
441231,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
452361,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
462389,46,2021-08-04,1.0,1,high,quartile_tails,0.25,1.0
466634,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
471163,46,2021-08-04,0.0,1,baseline,quartile_tails,0.25,1.0
