member_id,dept_id,closure_start,novelty_pre_mean,novelty_pre_selected_for_heterogeneity,novelty_pre_group,novelty_pre_split_rule,novelty_pre_threshold_low,novelty_pre_threshold_high
138854,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
139235,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
139762,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
142766,47,2021-07-30,0.16666666666666666,1,baseline,quartile_tails,0.25,1.0
143270,47,2021-07-30,0.4375,0,middle,quartile_tails,0.25,1.0
145802,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
146821,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
148368,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
149811,47,2021-07-30,0.16666666666666666,1,baseline,quartile_tails,0.25,1.0
149927,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
150674,47,2021-07-30,0.35416666666666663,0,middle,quartile_tails,0.25,1.0
150921,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
151998,47,2021-07-30,0.6666666666666666,0,middle,quartile_tails,0.25,1.0
152236,47,2021-07-30,0.25,1,baseline,quartile_tails,0.25,1.0
154397,47,2021-07-30,0.7222222222222222,0,middle,quartile_tails,0.25,1.0
154685,47,2021-07-30,0.41666666666666663,0,middle,quartile_tails,0.25,1.0
155401,47,2021-07-30,0.4375,0,middle,quartile_tails,0.25,1.0
156041,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
157216,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
159054,47,2021-07-30,0.8333333333333333,0,middle,quartile_tails,0.25,1.0
161749,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
162398,47,2021-07-30,0.75,0,middle,quartile_tails,0.25,1.0
163391,47,2021-07-30,0.6071428571428572,0,middle,quartile_tails,0.25,1.0
163395,47,2021-07-30,0.41666666666666663,0,middle,quartile_tails,0.25,1.0
163656,47,2021-07-30,0.2708333333333333,0,middle,quartile_tails,0.25,1.0
164014,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
165616,47,2021-07-30,0.75,0,middle,quartile_tails,0.25,1.0
166082,47,2021-07-30,0.29166666666666663,0,middle,quartile_tails,0.25,1.0
166127,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
166781,47,2021-07-30,0.25,1,baseline,quartile_tails,0.25,1.0
166895,47,2021-07-30,0.6666666666666666,0,middle,quartile_tails,0.25,1.0
167073,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
170056,47,2021-07-30,0.8888888888888888,0,middle,quartile_tails,0.25,1.0
170656,47,2021-07-30,0.16666666666666666,1,baseline,quartile_tails,0.25,1.0
170818,47,2021-07-30,0.25,1,baseline,quartile_tails,0.25,1.0
171256,47,2021-07-30,0.16666666666666666,1,baseline,quartile_tails,0.25,1.0
172099,47,2021-07-30,0.6666666666666666,0,middle,quartile_tails,0.25,1.0
173170,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
173337,47,2021-07-30,0.125,1,baseline,quartile_tails,0.25,1.0
174353,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
174847,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
175618,47,2021-07-30,0.75,0,middle,quartile_tails,0.25,1.0
176445,47,2021-07-30,0.9166666666666666,0,middle,quartile_tails,0.25,1.0
176799,47,2021-07-30,0.8,0,middle,quartile_tails,0.25,1.0
177003,47,2021-07-30,0.16666666666666666,1,baseline,quartile_tails,0.25,1.0
178654,47,2021-07-30,0.29166666666666663,0,middle,quartile_tails,0.25,1.0
180521,47,2021-07-30,0.625,0,middle,quartile_tails,0.25,1.0
180863,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
181352,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
181772,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
182348,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
182766,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
182916,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
183507,47,2021-07-30,0.5555555555555555,0,middle,quartile_tails,0.25,1.0
184651,47,2021-07-30,0.2875,0,middle,quartile_tails,0.25,1.0
185249,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
185349,47,2021-07-30,0.6666666666666666,0,middle,quartile_tails,0.25,1.0
185941,47,2021-07-30,0.5208333333333333,0,middle,quartile_tails,0.25,1.0
186713,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
187335,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
188306,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
188464,47,2021-07-30,0.75,0,middle,quartile_tails,0.25,1.0
188976,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
189084,47,2021-07-30,0.2222222222222222,1,baseline,quartile_tails,0.25,1.0
189501,47,2021-07-30,0.20833333333333331,1,baseline,quartile_tails,0.25,1.0
192887,47,2021-07-30,0.3055555555555555,0,middle,quartile_tails,0.25,1.0
193581,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
195331,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
195991,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
198973,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
199227,47,2021-07-30,0.16666666666666666,1,baseline,quartile_tails,0.25,1.0
199447,47,2021-07-30,0.75,0,middle,quartile_tails,0.25,1.0
200258,47,2021-07-30,0.05,1,baseline,quartile_tails,0.25,1.0
201173,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
201199,47,2021-07-30,0.25,1,baseline,quartile_tails,0.25,1.0
203198,47,2021-07-30,0.6666666666666666,0,middle,quartile_tails,0.25,1.0
203788,47,2021-07-30,0.125,1,baseline,quartile_tails,0.25,1.0
203976,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
204301,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
204332,47,2021-07-30,0.25,1,baseline,quartile_tails,0.25,1.0
205531,47,2021-07-30,0.2222222222222222,1,baseline,quartile_tails,0.25,1.0
205610,47,2021-07-30,0.75,0,middle,quartile_tails,0.25,1.0
205681,47,2021-07-30,0.8888888888888888,0,middle,quartile_tails,0.25,1.0
207088,47,2021-07-30,0.125,1,baseline,quartile_tails,0.25,1.0
207192,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
207722,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
208113,47,2021-07-30,0.125,1,baseline,quartile_tails,0.25,1.0
209418,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
211812,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
212374,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
212995,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
212997,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
213735,47,2021-07-30,0.4375,0,middle,quartile_tails,0.25,1.0
215307,47,2021-07-30,0.5555555555555555,0,middle,quartile_tails,0.25,1.0
215547,47,2021-07-30,0.16666666666666666,1,baseline,quartile_tails,0.25,1.0
215945,47,2021-07-30,0.5208333333333334,0,middle,quartile_tails,0.25,1.0
216658,47,2021-07-30,0.125,1,baseline,quartile_tails,0.25,1.0
216968,47,2021-07-30,0.16666666666666666,1,baseline,quartile_tails,0.25,1.0
218729,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
218802,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
220568,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
221308,47,2021-07-30,0.8333333333333333,0,middle,quartile_tails,0.25,1.0
221990,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
224657,47,2021-07-30,0.16666666666666666,1,baseline,quartile_tails,0.25,1.0
227772,47,2021-07-30,0.4583333333333333,0,middle,quartile_tails,0.25,1.0
229547,47,2021-07-30,0.16666666666666666,1,baseline,quartile_tails,0.25,1.0
230084,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
232939,47,2021-07-30,0.1111111111111111,1,baseline,quartile_tails,0.25,1.0
234179,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
234499,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
235689,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
236193,47,2021-07-30,0.2222222222222222,1,baseline,quartile_tails,0.25,1.0
236462,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
236622,47,2021-07-30,0.25,1,baseline,quartile_tails,0.25,1.0
236806,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
237373,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
238771,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
238996,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
240446,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
240708,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
242441,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
243473,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
244022,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
244230,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
245616,47,2021-07-30,0.0625,1,baseline,quartile_tails,0.25,1.0
246520,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
247474,47,2021-07-30,0.125,1,baseline,quartile_tails,0.25,1.0
250166,47,2021-07-30,0.2222222222222222,1,baseline,quartile_tails,0.25,1.0
251059,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
251348,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
252021,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
252048,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
252419,47,2021-07-30,0.20833333333333331,1,baseline,quartile_tails,0.25,1.0
253184,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
254935,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
255001,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
255287,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
256304,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
257093,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
258625,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
259082,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
259600,47,2021-07-30,0.29166666666666663,0,middle,quartile_tails,0.25,1.0
262622,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
263955,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
264814,47,2021-07-30,0.16666666666666666,1,baseline,quartile_tails,0.25,1.0
265880,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
267126,47,2021-07-30,0.29166666666666663,0,middle,quartile_tails,0.25,1.0
268033,47,2021-07-30,0.25,1,baseline,quartile_tails,0.25,1.0
268337,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
268479,47,2021-07-30,0.6666666666666666,0,middle,quartile_tails,0.25,1.0
269163,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
269891,47,2021-07-30,0.6458333333333333,0,middle,quartile_tails,0.25,1.0
271554,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
271698,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
272648,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
273205,47,2021-07-30,0.375,0,middle,quartile_tails,0.25,1.0
277186,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
277879,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
278039,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
278466,47,2021-07-30,0.5416666666666666,0,middle,quartile_tails,0.25,1.0
278475,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
279542,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
279947,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
280986,47,2021-07-30,0.8333333333333333,0,middle,quartile_tails,0.25,1.0
282911,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
283099,47,2021-07-30,0.375,0,middle,quartile_tails,0.25,1.0
284199,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
285219,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
286843,47,2021-07-30,0.1111111111111111,1,baseline,quartile_tails,0.25,1.0
288464,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
289183,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
289230,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
289466,47,2021-07-30,0.7222222222222222,0,middle,quartile_tails,0.25,1.0
289875,47,2021-07-30,0.8333333333333334,0,middle,quartile_tails,0.25,1.0
290763,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
292673,47,2021-07-30,0.08333333333333333,1,baseline,quartile_tails,0.25,1.0
292814,47,2021-07-30,0.27777777777777773,0,middle,quartile_tails,0.25,1.0
295063,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
295187,47,2021-07-30,0.125,1,baseline,quartile_tails,0.25,1.0
297495,47,2021-07-30,0.25,1,baseline,quartile_tails,0.25,1.0
297835,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
298756,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
298989,47,2021-07-30,0.25,1,baseline,quartile_tails,0.25,1.0
301080,47,2021-07-30,0.25,1,baseline,quartile_tails,0.25,1.0
301148,47,2021-07-30,0.16666666666666666,1,baseline,quartile_tails,0.25,1.0
305613,47,2021-07-30,0.41666666666666663,0,middle,quartile_tails,0.25,1.0
306231,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
307585,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
307906,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
308231,47,2021-07-30,0.25,1,baseline,quartile_tails,0.25,1.0
308380,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
308697,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
308780,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
308958,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
312631,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
313106,47,2021-07-30,0.125,1,baseline,quartile_tails,0.25,1.0
314051,47,2021-07-30,0.5555555555555555,0,middle,quartile_tails,0.25,1.0
314266,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
315563,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
317982,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
318718,47,2021-07-30,0.5555555555555555,0,middle,quartile_tails,0.25,1.0
320424,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
320866,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
321423,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
322015,47,2021-07-30,0.25,1,baseline,quartile_tails,0.25,1.0
324203,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
325292,47,2021-07-30,0.6333333333333333,0,middle,quartile_tails,0.25,1.0
325619,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
326205,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
327513,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
327841,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
328376,47,2021-07-30,0.6666666666666666,0,middle,quartile_tails,0.25,1.0
328675,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
328718,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
329518,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
329523,47,2021-07-30,0.7999999999999999,0,middle,quartile_tails,0.25,1.0
329834,47,2021-07-30,0.2222222222222222,1,baseline,quartile_tails,0.25,1.0
331558,47,2021-07-30,0.25,1,baseline,quartile_tails,0.25,1.0
331796,47,2021-07-30,0.5625,0,middle,quartile_tails,0.25,1.0
331831,47,2021-07-30,0.35416666666666663,0,middle,quartile_tails,0.25,1.0
331926,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
332075,47,2021-07-30,0.4392857142857143,0,middle,quartile_tails,0.25,1.0
332440,47,2021-07-30,0.5833333333333333,0,middle,quartile_tails,0.25,1.0
333138,47,2021-07-30,0.43477182539682535,0,middle,quartile_tails,0.25,1.0
334411,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
335099,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
336085,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
336121,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
336838,47,2021-07-30,0.6666666666666666,0,middle,quartile_tails,0.25,1.0
337155,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
338224,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
338637,47,2021-07-30,0.25,1,baseline,quartile_tails,0.25,1.0
339364,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
341066,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
342252,47,2021-07-30,0.6666666666666666,0,middle,quartile_tails,0.25,1.0
343039,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
343481,47,2021-07-30,0.8333333333333334,0,middle,quartile_tails,0.25,1.0
344119,47,2021-07-30,0.25,1,baseline,quartile_tails,0.25,1.0
345494,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
348667,47,2021-07-30,0.7142857142857143,0,middle,quartile_tails,0.25,1.0
349128,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
349629,47,2021-07-30,0.19444444444444442,1,baseline,quartile_tails,0.25,1.0
349990,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
350257,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
350287,47,2021-07-30,0.2708333333333333,0,middle,quartile_tails,0.25,1.0
350666,47,2021-07-30,0.4444444444444444,0,middle,quartile_tails,0.25,1.0
353156,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
353221,47,2021-07-30,0.75,0,middle,quartile_tails,0.25,1.0
353226,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
353320,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
353804,47,2021-07-30,0.27777777777777773,0,middle,quartile_tails,0.25,1.0
354066,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
355715,47,2021-07-30,0.1111111111111111,1,baseline,quartile_tails,0.25,1.0
356330,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
360005,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
362786,47,2021-07-30,0.75,0,middle,quartile_tails,0.25,1.0
362833,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
365773,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
366504,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
371057,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
372578,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
373216,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
375028,47,2021-07-30,0.6666666666666666,0,middle,quartile_tails,0.25,1.0
375127,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
376377,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
376543,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
379542,47,2021-07-30,0.45555555555555555,0,middle,quartile_tails,0.25,1.0
380151,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
380655,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
381271,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
382675,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
382889,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
383310,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
383926,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
383974,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
384066,47,2021-07-30,0.4,0,middle,quartile_tails,0.25,1.0
384817,47,2021-07-30,0.125,1,baseline,quartile_tails,0.25,1.0
384849,47,2021-07-30,0.625,0,middle,quartile_tails,0.25,1.0
385940,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
388786,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
389474,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
389513,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
390315,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
390812,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
392165,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
394131,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
394900,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
395485,47,2021-07-30,0.1111111111111111,1,baseline,quartile_tails,0.25,1.0
396302,47,2021-07-30,0.1875,1,baseline,quartile_tails,0.25,1.0
396387,47,2021-07-30,0.16666666666666666,1,baseline,quartile_tails,0.25,1.0
397165,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
397167,47,2021-07-30,0.4444444444444445,0,middle,quartile_tails,0.25,1.0
397413,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
398274,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
399654,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
402067,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
404200,47,2021-07-30,0.125,1,baseline,quartile_tails,0.25,1.0
405515,47,2021-07-30,0.8333333333333333,0,middle,quartile_tails,0.25,1.0
406147,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
406374,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
407614,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
407683,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
409225,47,2021-07-30,0.25,1,baseline,quartile_tails,0.25,1.0
409541,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
409681,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
410807,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
411250,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
412577,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
412716,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
413785,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
413970,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
413992,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
414871,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
415416,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
417130,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
422912,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
424678,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
425687,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
426071,47,2021-07-30,0.37051282051282053,0,middle,quartile_tails,0.25,1.0
426849,47,2021-07-30,0.08333333333333333,1,baseline,quartile_tails,0.25,1.0
430050,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
430069,47,2021-07-30,0.6666666666666666,0,middle,quartile_tails,0.25,1.0
430449,47,2021-07-30,0.6666666666666666,0,middle,quartile_tails,0.25,1.0
430945,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
433261,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
434660,47,2021-07-30,0.25,1,baseline,quartile_tails,0.25,1.0
434905,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
435500,47,2021-07-30,0.611111111111111,0,middle,quartile_tails,0.25,1.0
435814,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
437888,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
438487,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
439216,47,2021-07-30,0.20833333333333331,1,baseline,quartile_tails,0.25,1.0
439543,47,2021-07-30,0.5208333333333333,0,middle,quartile_tails,0.25,1.0
440690,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
441146,47,2021-07-30,0.9375,0,middle,quartile_tails,0.25,1.0
441725,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
441841,47,2021-07-30,0.3333333333333333,0,middle,quartile_tails,0.25,1.0
442504,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
442948,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
443375,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
443517,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
443546,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
444013,47,2021-07-30,0.75,0,middle,quartile_tails,0.25,1.0
444305,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
445268,47,2021-07-30,0.16666666666666666,1,baseline,quartile_tails,0.25,1.0
445899,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
446488,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
446584,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
446611,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
447237,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
447344,47,2021-07-30,0.16666666666666666,1,baseline,quartile_tails,0.25,1.0
448519,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
449021,47,2021-07-30,0.375,0,middle,quartile_tails,0.25,1.0
449148,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
449574,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
453439,47,2021-07-30,0.25,1,baseline,quartile_tails,0.25,1.0
453543,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
456267,47,2021-07-30,0.25,1,baseline,quartile_tails,0.25,1.0
456489,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
456537,47,2021-07-30,0.29583333333333334,0,middle,quartile_tails,0.25,1.0
457134,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
457138,47,2021-07-30,1.0,1,high,quartile_tails,0.25,1.0
457926,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
460499,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
460640,47,2021-07-30,0.5,0,middle,quartile_tails,0.25,1.0
461261,47,2021-07-30,0.41666666666666663,0,middle,quartile_tails,0.25,1.0
462270,47,2021-07-30,0.0,1,baseline,quartile_tails,0.25,1.0
