spec,term,n,r2_within,coef,se,pvalue
binary_collapsed,post_X_treated,358864,0.011992347782034285,0.0010291589451351328,0.0006472021271410495,0.11180439494034022
binary_collapsed,post_X_disp,358864,0.011992347782034285,-0.03302763539905992,0.0010679723929205554,0.0
binary_collapsed,post_X_treated_X_disp,358864,0.011992347782034285,0.00369002910023575,0.0024100070452219955,0.1257448298740509
