spec,term,n,r2_within,coef,se,pvalue
binary_collapsed,post_X_treated,1534,0.006453691553611862,-0.0030556400121612326,0.015297371198984827,0.8417296267988057
binary_collapsed,post_X_disp,1534,0.006453691553611862,-0.015931002331002343,0.00990977621282067,0.10833387180803733
binary_collapsed,post_X_treated_X_disp,1534,0.006453691553611862,-0.01834435998783893,0.026296989652527893,0.4856490489977583
