treated,match_cell,blocked_available,non_blocked_available,retained_per_group,common_support,episodes_before,episodes_after,blocked_retained,non_blocked_retained,treated_retained,control_retained
1,"1|(6474.25, 12947.5]|(12947.5, 19420.75]|(0.999, 6474.25]|(6474.25, 12947.5]",9,29,9,1,,,,,,
1,"1|(12947.5, 19420.75]|(0.999, 6474.25]|(19420.75, 25894.0]|(6474.25, 12947.5]",6,21,6,1,,,,,,
1,"1|(6474.25, 12947.5]|(0.999, 6474.25]|(12947.5, 19420.75]|(0.999, 6474.25]",6,16,6,1,,,,,,
1,"1|(19420.75, 25894.0]|(0.999, 6474.25]|(19420.75, 25894.0]|(0.999, 6474.25]",0,1,0,0,,,,,,
1,"1|(0.999, 6474.25]|(0.999, 6474.25]|(6474.25, 12947.5]|(0.999, 6474.25]",0,6,0,0,,,,,,
1,"1|(12947.5, 19420.75]|(12947.5, 19420.75]|(0.999, 6474.25]|(12947.5, 19420.75]",22,15,15,1,,,,,,
1,"1|(6474.25, 12947.5]|(0.999, 6474.25]|(6474.25, 12947.5]|(0.999, 6474.25]",1,3,1,1,,,,,,
1,"1|(12947.5, 19420.75]|(19420.75, 25894.0]|(0.999, 6474.25]|(6474.25, 12947.5]",10,14,10,1,,,,,,
1,"1|(12947.5, 19420.75]|(19420.75, 25894.0]|(0.999, 6474.25]|(12947.5, 19420.75]",43,46,43,1,,,,,,
1,"1|(19420.75, 25894.0]|(19420.75, 25894.0]|(0.999, 6474.25]|(19420.75, 25894.0]",405,14,14,1,,,,,,
1,"1|(19420.75, 25894.0]|(0.999, 6474.25]|(12947.5, 19420.75]|(6474.25, 12947.5]",3,4,3,1,,,,,,
1,"1|(19420.75, 25894.0]|(12947.5, 19420.75]|(0.999, 6474.25]|(12947.5, 19420.75]",6,1,1,1,,,,,,
1,"1|(6474.25, 12947.5]|(19420.75, 25894.0]|(6474.25, 12947.5]|(6474.25, 12947.5]",4,17,4,1,,,,,,
1,"1|(6474.25, 12947.5]|(12947.5, 19420.75]|(6474.25, 12947.5]|(12947.5, 19420.75]",25,66,25,1,,,,,,
1,"1|(6474.25, 12947.5]|(0.999, 6474.25]|(12947.5, 19420.75]|(12947.5, 19420.75]",11,3,3,1,,,,,,
1,"1|(12947.5, 19420.75]|(19420.75, 25894.0]|(0.999, 6474.25]|(0.999, 6474.25]",6,9,6,1,,,,,,
1,"1|(12947.5, 19420.75]|(12947.5, 19420.75]|(6474.25, 12947.5]|(19420.75, 25894.0]",85,39,39,1,,,,,,
1,"1|(12947.5, 19420.75]|(12947.5, 19420.75]|(0.999, 6474.25]|(6474.25, 12947.5]",0,2,0,0,,,,,,
1,"1|(6474.25, 12947.5]|(0.999, 6474.25]|(6474.25, 12947.5]|(6474.25, 12947.5]",2,3,2,1,,,,,,
1,"1|(0.999, 6474.25]|(12947.5, 19420.75]|(0.999, 6474.25]|(0.999, 6474.25]",8,32,8,1,,,,,,
1,"1|(12947.5, 19420.75]|(0.999, 6474.25]|(6474.25, 12947.5]|(0.999, 6474.25]",1,2,1,1,,,,,,
1,"1|(19420.75, 25894.0]|(19420.75, 25894.0]|(0.999, 6474.25]|(12947.5, 19420.75]",48,24,24,1,,,,,,
1,"1|(12947.5, 19420.75]|(19420.75, 25894.0]|(6474.25, 12947.5]|(0.999, 6474.25]",1,2,1,1,,,,,,
1,"1|(12947.5, 19420.75]|(19420.75, 25894.0]|(0.999, 6474.25]|(19420.75, 25894.0]",51,5,5,1,,,,,,
1,"1|(6474.25, 12947.5]|(19420.75, 25894.0]|(0.999, 6474.25]|(6474.25, 12947.5]",12,18,12,1,,,,,,
1,"1|(12947.5, 19420.75]|(19420.75, 25894.0]|(6474.25, 12947.5]|(19420.75, 25894.0]",27,8,8,1,,,,,,
1,"1|(6474.25, 12947.5]|(19420.75, 25894.0]|(12947.5, 19420.75]|(0.999, 6474.25]",0,1,0,0,,,,,,
1,"1|(12947.5, 19420.75]|(12947.5, 19420.75]|(12947.5, 19420.75]|(19420.75, 25894.0]",30,13,13,1,,,,,,
1,"1|(12947.5, 19420.75]|(0.999, 6474.25]|(19420.75, 25894.0]|(12947.5, 19420.75]",13,8,8,1,,,,,,
1,"1|(6474.25, 12947.5]|(12947.5, 19420.75]|(0.999, 6474.25]|(12947.5, 19420.75]",18,35,18,1,,,,,,
1,"1|(19420.75, 25894.0]|(19420.75, 25894.0]|(12947.5, 19420.75]|(12947.5, 19420.75]",3,0,0,0,,,,,,
1,"1|(0.999, 6474.25]|(12947.5, 19420.75]|(12947.5, 19420.75]|(6474.25, 12947.5]",12,20,12,1,,,,,,
1,"1|(0.999, 6474.25]|(0.999, 6474.25]|(12947.5, 19420.75]|(6474.25, 12947.5]",4,4,4,1,,,,,,
1,"1|(19420.75, 25894.0]|(19420.75, 25894.0]|(6474.25, 12947.5]|(6474.25, 12947.5]",5,1,1,1,,,,,,
1,"1|(0.999, 6474.25]|(0.999, 6474.25]|(19420.75, 25894.0]|(6474.25, 12947.5]",23,26,23,1,,,,,,
1,"1|(6474.25, 12947.5]|(12947.5, 19420.75]|(6474.25, 12947.5]|(19420.75, 25894.0]",37,13,13,1,,,,,,
1,"1|(6474.25, 12947.5]|(12947.5, 19420.75]|(0.999, 6474.25]|(19420.75, 25894.0]",18,7,7,1,,,,,,
1,"1|(0.999, 6474.25]|(12947.5, 19420.75]|(12947.5, 19420.75]|(0.999, 6474.25]",3,12,3,1,,,,,,
1,"1|(0.999, 6474.25]|(12947.5, 19420.75]|(0.999, 6474.25]|(6474.25, 12947.5]",8,30,8,1,,,,,,
1,"1|(12947.5, 19420.75]|(12947.5, 19420.75]|(12947.5, 19420.75]|(6474.25, 12947.5]",2,1,1,1,,,,,,
1,"1|(6474.25, 12947.5]|(0.999, 6474.25]|(19420.75, 25894.0]|(12947.5, 19420.75]",15,7,7,1,,,,,,
1,"1|(6474.25, 12947.5]|(12947.5, 19420.75]|(12947.5, 19420.75]|(12947.5, 19420.75]",21,18,18,1,,,,,,
1,"1|(6474.25, 12947.5]|(12947.5, 19420.75]|(12947.5, 19420.75]|(6474.25, 12947.5]",3,5,3,1,,,,,,
1,"1|(19420.75, 25894.0]|(12947.5, 19420.75]|(12947.5, 19420.75]|(19420.75, 25894.0]",26,4,4,1,,,,,,
1,"1|(19420.75, 25894.0]|(0.999, 6474.25]|(19420.75, 25894.0]|(6474.25, 12947.5]",0,4,0,0,,,,,,
1,"1|(12947.5, 19420.75]|(12947.5, 19420.75]|(12947.5, 19420.75]|(12947.5, 19420.75]",12,7,7,1,,,,,,
1,"1|(6474.25, 12947.5]|(12947.5, 19420.75]|(12947.5, 19420.75]|(19420.75, 25894.0]",28,15,15,1,,,,,,
1,"1|(6474.25, 12947.5]|(19420.75, 25894.0]|(6474.25, 12947.5]|(12947.5, 19420.75]",4,13,4,1,,,,,,
1,"1|(0.999, 6474.25]|(12947.5, 19420.75]|(6474.25, 12947.5]|(6474.25, 12947.5]",5,32,5,1,,,,,,
1,"1|(19420.75, 25894.0]|(0.999, 6474.25]|(19420.75, 25894.0]|(12947.5, 19420.75]",3,2,2,1,,,,,,
1,"1|(6474.25, 12947.5]|(19420.75, 25894.0]|(6474.25, 12947.5]|(0.999, 6474.25]",2,10,2,1,,,,,,
1,"1|(6474.25, 12947.5]|(12947.5, 19420.75]|(0.999, 6474.25]|(0.999, 6474.25]",0,1,0,0,,,,,,
1,"1|(6474.25, 12947.5]|(19420.75, 25894.0]|(12947.5, 19420.75]|(12947.5, 19420.75]",0,2,0,0,,,,,,
1,"1|(19420.75, 25894.0]|(12947.5, 19420.75]|(12947.5, 19420.75]|(12947.5, 19420.75]",1,0,0,0,,,,,,
1,"1|(12947.5, 19420.75]|(19420.75, 25894.0]|(6474.25, 12947.5]|(6474.25, 12947.5]",2,9,2,1,,,,,,
1,"1|(19420.75, 25894.0]|(19420.75, 25894.0]|(12947.5, 19420.75]|(19420.75, 25894.0]",3,0,0,0,,,,,,
1,"1|(12947.5, 19420.75]|(19420.75, 25894.0]|(12947.5, 19420.75]|(12947.5, 19420.75]",0,1,0,0,,,,,,
1,"1|(19420.75, 25894.0]|(0.999, 6474.25]|(6474.25, 12947.5]|(6474.25, 12947.5]",0,3,0,0,,,,,,
1,"1|(0.999, 6474.25]|(19420.75, 25894.0]|(6474.25, 12947.5]|(0.999, 6474.25]",0,9,0,0,,,,,,
1,"1|(0.999, 6474.25]|(19420.75, 25894.0]|(0.999, 6474.25]|(0.999, 6474.25]",0,11,0,0,,,,,,
1,"1|(12947.5, 19420.75]|(6474.25, 12947.5]|(6474.25, 12947.5]|(6474.25, 12947.5]",12,21,12,1,,,,,,
1,"1|(0.999, 6474.25]|(6474.25, 12947.5]|(19420.75, 25894.0]|(0.999, 6474.25]",3,163,3,1,,,,,,
1,"1|(0.999, 6474.25]|(6474.25, 12947.5]|(6474.25, 12947.5]|(0.999, 6474.25]",0,17,0,0,,,,,,
1,"1|(19420.75, 25894.0]|(6474.25, 12947.5]|(12947.5, 19420.75]|(6474.25, 12947.5]",3,8,3,1,,,,,,
1,"1|(12947.5, 19420.75]|(6474.25, 12947.5]|(19420.75, 25894.0]|(0.999, 6474.25]",0,20,0,0,,,,,,
1,"1|(19420.75, 25894.0]|(6474.25, 12947.5]|(6474.25, 12947.5]|(6474.25, 12947.5]",8,7,7,1,,,,,,
1,"1|(0.999, 6474.25]|(6474.25, 12947.5]|(12947.5, 19420.75]|(0.999, 6474.25]",3,71,3,1,,,,,,
1,"1|(12947.5, 19420.75]|(6474.25, 12947.5]|(12947.5, 19420.75]|(12947.5, 19420.75]",26,53,26,1,,,,,,
1,"1|(6474.25, 12947.5]|(6474.25, 12947.5]|(19420.75, 25894.0]|(0.999, 6474.25]",0,68,0,0,,,,,,
1,"1|(19420.75, 25894.0]|(6474.25, 12947.5]|(6474.25, 12947.5]|(12947.5, 19420.75]",24,15,15,1,,,,,,
1,"1|(12947.5, 19420.75]|(6474.25, 12947.5]|(12947.5, 19420.75]|(6474.25, 12947.5]",11,37,11,1,,,,,,
1,"1|(6474.25, 12947.5]|(6474.25, 12947.5]|(12947.5, 19420.75]|(6474.25, 12947.5]",4,44,4,1,,,,,,
1,"1|(19420.75, 25894.0]|(6474.25, 12947.5]|(12947.5, 19420.75]|(12947.5, 19420.75]",19,12,12,1,,,,,,
1,"1|(6474.25, 12947.5]|(6474.25, 12947.5]|(12947.5, 19420.75]|(0.999, 6474.25]",6,78,6,1,,,,,,
1,"1|(6474.25, 12947.5]|(6474.25, 12947.5]|(6474.25, 12947.5]|(0.999, 6474.25]",2,38,2,1,,,,,,
1,"1|(12947.5, 19420.75]|(6474.25, 12947.5]|(6474.25, 12947.5]|(0.999, 6474.25]",2,12,2,1,,,,,,
1,"1|(12947.5, 19420.75]|(6474.25, 12947.5]|(12947.5, 19420.75]|(0.999, 6474.25]",1,25,1,1,,,,,,
1,"1|(19420.75, 25894.0]|(6474.25, 12947.5]|(12947.5, 19420.75]|(0.999, 6474.25]",1,4,1,1,,,,,,
1,"1|(12947.5, 19420.75]|(6474.25, 12947.5]|(6474.25, 12947.5]|(12947.5, 19420.75]",9,17,9,1,,,,,,
1,"1|(19420.75, 25894.0]|(6474.25, 12947.5]|(6474.25, 12947.5]|(0.999, 6474.25]",1,2,1,1,,,,,,
1,"1|(6474.25, 12947.5]|(6474.25, 12947.5]|(19420.75, 25894.0]|(6474.25, 12947.5]",0,43,0,0,,,,,,
1,"1|(12947.5, 19420.75]|(6474.25, 12947.5]|(19420.75, 25894.0]|(6474.25, 12947.5]",0,12,0,0,,,,,,
1,"1|(19420.75, 25894.0]|(6474.25, 12947.5]|(19420.75, 25894.0]|(0.999, 6474.25]",0,2,0,0,,,,,,
1,"1|(19420.75, 25894.0]|(6474.25, 12947.5]|(19420.75, 25894.0]|(6474.25, 12947.5]",0,1,0,0,,,,,,
1,"1|(19420.75, 25894.0]|(12947.5, 19420.75]|(6474.25, 12947.5]|(6474.25, 12947.5]",0,1,0,0,,,,,,
1,"1|(6474.25, 12947.5]|(6474.25, 12947.5]|(19420.75, 25894.0]|(12947.5, 19420.75]",5,25,5,1,,,,,,
1,"1|(6474.25, 12947.5]|(19420.75, 25894.0]|(0.999, 6474.25]|(12947.5, 19420.75]",5,9,5,1,,,,,,
1,"1|(6474.25, 12947.5]|(6474.25, 12947.5]|(12947.5, 19420.75]|(12947.5, 19420.75]",18,41,18,1,,,,,,
1,"1|(6474.25, 12947.5]|(6474.25, 12947.5]|(6474.25, 12947.5]|(12947.5, 19420.75]",4,6,4,1,,,,,,
1,"1|(19420.75, 25894.0]|(19420.75, 25894.0]|(0.999, 6474.25]|(0.999, 6474.25]",1,1,1,1,,,,,,
1,"1|(12947.5, 19420.75]|(6474.25, 12947.5]|(6474.25, 12947.5]|(19420.75, 25894.0]",4,3,3,1,,,,,,
1,"1|(12947.5, 19420.75]|(6474.25, 12947.5]|(12947.5, 19420.75]|(19420.75, 25894.0]",27,15,15,1,,,,,,
1,"1|(19420.75, 25894.0]|(6474.25, 12947.5]|(6474.25, 12947.5]|(19420.75, 25894.0]",8,4,4,1,,,,,,
1,"1|(19420.75, 25894.0]|(6474.25, 12947.5]|(19420.75, 25894.0]|(12947.5, 19420.75]",0,9,0,0,,,,,,
1,"1|(12947.5, 19420.75]|(6474.25, 12947.5]|(19420.75, 25894.0]|(12947.5, 19420.75]",4,20,4,1,,,,,,
1,"1|(19420.75, 25894.0]|(6474.25, 12947.5]|(12947.5, 19420.75]|(19420.75, 25894.0]",9,6,6,1,,,,,,
1,"1|(0.999, 6474.25]|(6474.25, 12947.5]|(19420.75, 25894.0]|(12947.5, 19420.75]",6,8,6,1,,,,,,
1,"1|(0.999, 6474.25]|(12947.5, 19420.75]|(0.999, 6474.25]|(12947.5, 19420.75]",7,3,3,1,,,,,,
1,"1|(0.999, 6474.25]|(6474.25, 12947.5]|(12947.5, 19420.75]|(12947.5, 19420.75]",2,1,1,1,,,,,,
1,"1|(0.999, 6474.25]|(12947.5, 19420.75]|(6474.25, 12947.5]|(12947.5, 19420.75]",2,9,2,1,,,,,,
1,"1|(0.999, 6474.25]|(12947.5, 19420.75]|(12947.5, 19420.75]|(12947.5, 19420.75]",4,9,4,1,,,,,,
1,"1|(6474.25, 12947.5]|(6474.25, 12947.5]|(19420.75, 25894.0]|(19420.75, 25894.0]",3,1,1,1,,,,,,
1,"1|(12947.5, 19420.75]|(6474.25, 12947.5]|(19420.75, 25894.0]|(19420.75, 25894.0]",3,3,3,1,,,,,,
1,"1|(0.999, 6474.25]|(6474.25, 12947.5]|(19420.75, 25894.0]|(6474.25, 12947.5]",6,90,6,1,,,,,,
1,"1|(0.999, 6474.25]|(6474.25, 12947.5]|(12947.5, 19420.75]|(6474.25, 12947.5]",6,25,6,1,,,,,,
1,"1|(6474.25, 12947.5]|(19420.75, 25894.0]|(12947.5, 19420.75]|(6474.25, 12947.5]",0,1,0,0,,,,,,
1,"1|(6474.25, 12947.5]|(6474.25, 12947.5]|(12947.5, 19420.75]|(19420.75, 25894.0]",5,2,2,1,,,,,,
1,"1|(6474.25, 12947.5]|(6474.25, 12947.5]|(6474.25, 12947.5]|(6474.25, 12947.5]",0,13,0,0,,,,,,
1,"1|(0.999, 6474.25]|(6474.25, 12947.5]|(6474.25, 12947.5]|(6474.25, 12947.5]",0,5,0,0,,,,,,
1,"1|(19420.75, 25894.0]|(6474.25, 12947.5]|(19420.75, 25894.0]|(19420.75, 25894.0]",1,0,0,0,,,,,,
1,"1|(6474.25, 12947.5]|(12947.5, 19420.75]|(19420.75, 25894.0]|(12947.5, 19420.75]",7,20,7,1,,,,,,
1,"1|(12947.5, 19420.75]|(19420.75, 25894.0]|(12947.5, 19420.75]|(19420.75, 25894.0]",1,0,0,0,,,,,,
1,"1|(0.999, 6474.25]|(12947.5, 19420.75]|(19420.75, 25894.0]|(6474.25, 12947.5]",14,55,14,1,,,,,,
1,"1|(0.999, 6474.25]|(12947.5, 19420.75]|(19420.75, 25894.0]|(12947.5, 19420.75]",12,10,10,1,,,,,,
1,"1|(12947.5, 19420.75]|(12947.5, 19420.75]|(19420.75, 25894.0]|(12947.5, 19420.75]",0,2,0,0,,,,,,
1,"1|(6474.25, 12947.5]|(12947.5, 19420.75]|(19420.75, 25894.0]|(19420.75, 25894.0]",6,5,5,1,,,,,,
1,"1|(12947.5, 19420.75]|(12947.5, 19420.75]|(19420.75, 25894.0]|(19420.75, 25894.0]",9,4,4,1,,,,,,
1,"1|(12947.5, 19420.75]|(12947.5, 19420.75]|(19420.75, 25894.0]|(6474.25, 12947.5]",0,3,0,0,,,,,,
1,"1|(6474.25, 12947.5]|(19420.75, 25894.0]|(0.999, 6474.25]|(19420.75, 25894.0]",1,0,0,0,,,,,,
1,"1|(19420.75, 25894.0]|(12947.5, 19420.75]|(19420.75, 25894.0]|(19420.75, 25894.0]",3,1,1,1,,,,,,
1,"1|(19420.75, 25894.0]|(12947.5, 19420.75]|(19420.75, 25894.0]|(12947.5, 19420.75]",1,1,1,1,,,,,,
1,"1|(6474.25, 12947.5]|(12947.5, 19420.75]|(19420.75, 25894.0]|(6474.25, 12947.5]",0,6,0,0,,,,,,
all,__overall__,10832,15062,5351,1,25894.0,10702.0,5351.0,5351.0,2030.0,8672.0
