spec,test,term,coef,se,pvalue,n,sample_scope
pretrend_bias_equality,pretrend_bias_linear,non_blocked_treated_control_bias,0.001110769249102938,0.0063853403263137804,0.8618999203213429,57628,full
pretrend_bias_equality,pretrend_bias_linear,bias_equality_difference,0.006571582771769346,0.007977430370051873,0.4100691912188609,57628,full
pretrend_bias_equality,pretrend_bias_linear,blocked_treated_control_bias,0.007682352020872284,0.0047819268319556065,0.10815552985963177,57628,full
pretrend_bias_equality,pretrend_bias_linear,non_blocked_treated_control_bias,0.013252105280482984,0.008646782241344313,0.12537310662433532,25296,matched
pretrend_bias_equality,pretrend_bias_linear,bias_equality_difference,-0.009504904567110563,0.012122064075701527,0.4329817197723004,25296,matched
pretrend_bias_equality,pretrend_bias_linear,blocked_treated_control_bias,0.003747200713372421,0.008495739775098264,0.6591636189144348,25296,matched
