member_id,dept_id,closure_start,closure_end,closure_duration_days,group,treated,displacement_prob,disp_binary,closure_event_id,period_start,calendar_month,rel_t,post,n_purchases,event_fe_id,displacement_prob_centered,closure_length_std
454,3,2021-08-09,2021-08-22,14,treatment,1,0.07120705,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,454|3|2021-08-09,-0.2429113478817187,-0.46531532968034434
795,3,2021-08-09,2021-08-22,14,treatment,1,0.094937205,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,795|3|2021-08-09,-0.2191811928817187,-0.46531532968034434
3384,3,2021-08-09,2021-08-22,14,control,0,0.27643913,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.14285714285714285,3384|3|2021-08-09,-0.037679267881718714,-0.46531532968034434
3652,3,2021-08-09,2021-08-22,14,treatment,1,0.13780661,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.07142857142857142,3652|3|2021-08-09,-0.1763117878817187,-0.46531532968034434
4390,3,2021-08-09,2021-08-22,14,treatment,1,0.018473258,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,4390|3|2021-08-09,-0.2956451398817187,-0.46531532968034434
4544,3,2021-08-09,2021-08-22,14,control,0,0.16645063,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.07142857142857142,4544|3|2021-08-09,-0.1476677678817187,-0.46531532968034434
6898,3,2021-08-09,2021-08-22,14,treatment,1,0.36768717,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,6898|3|2021-08-09,0.053568772118281316,-0.46531532968034434
6979,3,2021-08-09,2021-08-22,14,control,0,0.23403014,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.21428571428571427,6979|3|2021-08-09,-0.0800882578817187,-0.46531532968034434
7684,3,2021-08-09,2021-08-22,14,control,0,0.015071397,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,7684|3|2021-08-09,-0.2990470008817187,-0.46531532968034434
7928,3,2021-08-09,2021-08-22,14,control,0,0.00079194235,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,7928|3|2021-08-09,-0.3133264555317187,-0.46531532968034434
8069,3,2021-08-09,2021-08-22,14,treatment,1,0.025595473,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,8069|3|2021-08-09,-0.2885229248817187,-0.46531532968034434
9056,3,2021-08-09,2021-08-22,14,treatment,1,0.59051317,1,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,9056|3|2021-08-09,0.27639477211828134,-0.46531532968034434
9967,3,2021-08-09,2021-08-22,14,control,0,0.20748796,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,9967|3|2021-08-09,-0.10663043788171869,-0.46531532968034434
10443,3,2021-08-09,2021-08-22,14,treatment,1,0.06970099,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.07142857142857142,10443|3|2021-08-09,-0.24441740788171867,-0.46531532968034434
11100,3,2021-08-09,2021-08-22,14,treatment,1,0.27911612,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.07142857142857142,11100|3|2021-08-09,-0.03500227788171867,-0.46531532968034434
11559,3,2021-08-09,2021-08-22,14,treatment,1,0.7510735,1,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.21428571428571427,11559|3|2021-08-09,0.43695510211828126,-0.46531532968034434
13512,3,2021-08-09,2021-08-22,14,control,0,0.07264586,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,13512|3|2021-08-09,-0.24147253788171869,-0.46531532968034434
13627,3,2021-08-09,2021-08-22,14,control,0,0.900225,1,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,13627|3|2021-08-09,0.5861066021182814,-0.46531532968034434
14158,3,2021-08-09,2021-08-22,14,control,0,0.088797405,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,14158|3|2021-08-09,-0.2253209928817187,-0.46531532968034434
14276,3,2021-08-09,2021-08-22,14,treatment,1,0.25170296,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,14276|3|2021-08-09,-0.062415437881718716,-0.46531532968034434
14422,3,2021-08-09,2021-08-22,14,treatment,1,0.8663103,1,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,14422|3|2021-08-09,0.5521919021182813,-0.46531532968034434
16317,3,2021-08-09,2021-08-22,14,treatment,1,0.56979114,1,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.21428571428571427,16317|3|2021-08-09,0.2556727421182813,-0.46531532968034434
16330,3,2021-08-09,2021-08-22,14,treatment,1,0.5358778,1,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.2857142857142857,16330|3|2021-08-09,0.22175940211828127,-0.46531532968034434
16597,3,2021-08-09,2021-08-22,14,treatment,1,0.521027,1,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,16597|3|2021-08-09,0.20690860211828133,-0.46531532968034434
16659,3,2021-08-09,2021-08-22,14,treatment,1,0.096297316,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,16659|3|2021-08-09,-0.2178210818817187,-0.46531532968034434
16961,3,2021-08-09,2021-08-22,14,control,0,0.4859301,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,16961|3|2021-08-09,0.17181170211828128,-0.46531532968034434
17774,3,2021-08-09,2021-08-22,14,treatment,1,0.34596068,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,17774|3|2021-08-09,0.03184228211828133,-0.46531532968034434
18126,3,2021-08-09,2021-08-22,14,control,0,0.0019383018,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,18126|3|2021-08-09,-0.3121800960817187,-0.46531532968034434
18136,3,2021-08-09,2021-08-22,14,treatment,1,0.051473588,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,18136|3|2021-08-09,-0.2626448098817187,-0.46531532968034434
18192,3,2021-08-09,2021-08-22,14,treatment,1,0.41447872,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.21428571428571427,18192|3|2021-08-09,0.10036032211828133,-0.46531532968034434
18685,3,2021-08-09,2021-08-22,14,control,0,0.3787998,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.14285714285714285,18685|3|2021-08-09,0.06468140211828133,-0.46531532968034434
19033,3,2021-08-09,2021-08-22,14,control,0,0.0077718757,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,19033|3|2021-08-09,-0.3063465221817187,-0.46531532968034434
19893,3,2021-08-09,2021-08-22,14,control,0,0.091549136,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,19893|3|2021-08-09,-0.2225692618817187,-0.46531532968034434
21307,3,2021-08-09,2021-08-22,14,control,0,0.039196733,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.07142857142857142,21307|3|2021-08-09,-0.2749216648817187,-0.46531532968034434
22486,3,2021-08-09,2021-08-22,14,control,0,0.2360815,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.07142857142857142,22486|3|2021-08-09,-0.07803689788171869,-0.46531532968034434
22995,3,2021-08-09,2021-08-22,14,control,0,0.2036453,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.07142857142857142,22995|3|2021-08-09,-0.11047309788171869,-0.46531532968034434
23110,3,2021-08-09,2021-08-22,14,treatment,1,0.33751357,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.14285714285714285,23110|3|2021-08-09,0.023395172118281293,-0.46531532968034434
23214,3,2021-08-09,2021-08-22,14,treatment,1,0.09519578,0,dept_3_closure_2021-08-09,2021-06-14,2021-06,-4,0,0.0,23214|3|2021-08-09,-0.21892261788171868,-0.46531532968034434
