saved_coef,temporary_coef,coef_difference,saved_se,temporary_se,se_difference,saved_n,temporary_n
-0.0414885789297174,-0.0414885789297174,0.0,0.0184393464985958,0.01843934649859583,3.122502256758253e-17,99644,99644
