spec,term,n,r2_within,coef,se,pvalue
score_collapsed,post_X_treated,13784,0.0011145076831244882,0.04189365986017045,0.014278471099522827,0.0033900397594632814
score_collapsed,post_X_score,13784,0.0011145076831244882,0.08540469203922003,0.0496075391035227,0.08532030935818202
score_collapsed,post_X_treated_X_score,13784,0.0011145076831244882,-0.0767196338082455,0.09924261592308865,0.4395981151138586
