spec,test,term,coef,se,pvalue,n,sample_scope
pretrend_bias_equality,pretrend_bias_linear,non_blocked_treated_control_bias,0.002241893848952567,0.005383965942605898,0.6771159110613147,160592,full
pretrend_bias_equality,pretrend_bias_linear,bias_equality_difference,0.005431562978737185,0.0096140115057195,0.5720987755536979,160592,full
pretrend_bias_equality,pretrend_bias_linear,blocked_treated_control_bias,0.007673456827689752,0.009573737774227613,0.422835836795746,160592,full
pretrend_bias_equality,pretrend_bias_linear,non_blocked_treated_control_bias,0.028893571820174813,0.009424027095691585,0.002169814483217084,50536,matched
pretrend_bias_equality,pretrend_bias_linear,bias_equality_difference,-0.004004575240182506,0.011728972691302991,0.732782968123256,50536,matched
pretrend_bias_equality,pretrend_bias_linear,blocked_treated_control_bias,0.024888996579992308,0.013649908966084999,0.06824557378166546,50536,matched
