spec,term,n,r2_within,coef,se,pvalue,group
binary_collapsed,post_X_treated,62835,0.0012821445559201283,0.06767439473551,0.01335679030968884,4.104584025999003e-07,binary
binary_collapsed,post_X_disp,62835,0.0012821445559201283,0.055081230740521625,0.00906893577604321,1.2858900610979163e-09,binary
binary_collapsed,post_X_treated_X_disp,62835,0.0012821445559201283,-0.04777245126532689,0.015991932050616657,0.0028199840911502516,binary
score_collapsed,post_X_treated,62835,0.0013449708770973956,0.05118516539926158,0.009258401055398612,3.292548766964387e-08,score
score_collapsed,post_X_score,62835,0.0013449708770973956,0.08737405919767187,0.013357096702359291,6.32540686495986e-11,score
score_collapsed,post_X_treated_X_score,62835,0.0013449708770973956,-0.06658267502026241,0.02436292980885957,0.00628555689697996,score
event_att,"C(rel_t, contr.treatment(base=-1))[-4]:treated",62835,0.001288601873604911,-0.023605552500082033,0.01366627592804001,0.08414050903216652,event_study
event_att,"C(rel_t, contr.treatment(base=-1))[-3]:treated",62835,0.001288601873604911,-0.01312195085453431,0.013792925112173029,0.34144271160695805,event_study
event_att,"C(rel_t, contr.treatment(base=-1))[-2]:treated",62835,0.001288601873604911,-0.024802634848829264,0.013346604875005252,0.06314245644593397,event_study
event_att,"C(rel_t, contr.treatment(base=-1))[1]:treated",62835,0.001288601873604911,0.06792955754673134,0.014070448676389067,1.3962527434241423e-06,event_study
event_att,"C(rel_t, contr.treatment(base=-1))[2]:treated",62835,0.001288601873604911,0.01118587761753637,0.014262871761397134,0.4328988066806738,event_study
event_att,"C(rel_t, contr.treatment(base=-1))[3]:treated",62835,0.001288601873604911,-0.010353637711186551,0.014357191598478902,0.47083252306508294,event_study
event_att,"C(rel_t, contr.treatment(base=-1))[4]:treated",62835,0.001288601873604911,-0.010026228347414625,0.0143468948630202,0.48466273088533507,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-4]:treated",62835,0.0025705115148834112,-0.05220484027861086,0.02545840649607327,0.0403267790348556,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-3]:treated",62835,0.0025705115148834112,-0.04886388700518493,0.025736930302089955,0.05764071888886413,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-2]:treated",62835,0.0025705115148834112,-0.0469673507048722,0.02673046788052804,0.07892936402229167,event_study
event_binary_B,"C(rel_t, contr.treatment(base=-1))[1]:treated",62835,0.0025705115148834112,0.08907321240738128,0.025555159827457322,0.0004928047476497888,event_study
