term,coef,se_crv1,pvalue_crv1,ci_low,ci_high,n,n_clusters,event_store_pairs,within_r2,outcome,estimand
disp_binary,-2.872354202793443,0.2936006063509556,2.1328311273758664e-08,-3.4917973357339567,-2.2529110698529293,2402,18,18,0.03182808482627664,days_after_reopening,high_minus_low_among_treated_first_returners
disp_binary,0.006741859587915207,0.004159671116246523,0.12346689843338018,-0.0020342793318044415,0.015517998507634856,2402,18,18,0.004411399364662949,core_coverage,high_minus_low_among_treated_first_returners
disp_binary,0.17658519315221358,0.0894544141554793,0.06485655477771962,-0.01214712333895765,0.36531750964338483,2390,18,18,0.0038850215608385863,rarefied_products_50,high_minus_low_among_treated_first_returners
disp_binary,0.010348900497974281,0.004561646452382567,0.03660083907977192,0.0007246677521700762,0.019973133243778488,2402,18,18,0.009171558560306936,menu_jaccard_pre,high_minus_low_among_treated_first_returners
