disp_binary,eligible_members,returned_within_28_days,share_returned_within_28_days,mean_days_after_reopening,median_days_after_reopening,share_returning_week_1,share_returning_week_2,share_returning_week_3,share_returning_week_4
0,5349,1134,0.21200224340998317,12.156966490299824,11.0,0.36948853615520283,0.24779541446208111,0.21516754850088182,0.1675485008818342
1,2041,1268,0.621264086232239,9.033123028391167,7.0,0.5362776025236593,0.24921135646687698,0.12302839116719243,0.0914826498422713
