member_id,dept_id,closure_start,closure_end,period,period_start,period_end,is_treated,group,label,displacement_prob,predicted_displaced
31920,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.9986546,1
57056,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.899684,1
77695,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.9259005,1
84919,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.9885174,1
85672,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.82434213,1
89598,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,0,0.09264324,0
97868,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.99263847,1
106464,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.99911374,1
122085,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,0,0.2451334,0
137119,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.9963505,1
150255,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,0,0.0365551,0
196861,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,0,0.19172633,0
244949,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,0,0.0046208906,0
274124,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.94945866,1
294577,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.94627506,1
294952,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.99092066,1
318872,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.98829263,1
333774,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.9554786,1
337758,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.9948186,1
349457,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.9810812,1
369738,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.992494,1
392045,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.93315166,1
421880,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.9090715,1
447907,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.9756763,1
461484,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.96503407,1
491152,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,0,0.025271535,0
532476,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.9994112,1
578090,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.9824071,1
588545,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.91084635,1
596682,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,0,0.029019548,0
606319,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.9983925,1
623979,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,0,0.04382661,0
644816,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.9713984,1
653762,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.9407779,1
717771,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.9312007,1
725546,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.9931109,1
731988,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,0,0.0055815578,0
744890,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,0,0.050703645,0
782891,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,0,0.039874822,0
783683,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.98750556,1
803266,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,0,0.026010832,0
805319,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.86668855,1
809423,181,2021-02-11,2021-02-25,-4,2020-12-13,2020-12-27,1,treatment,1,0.90895605,1
31920,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,1,0.9922162,1
57056,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,0,0.14232501,0
77695,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,0,0.01034735,0
84919,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,1,0.9873602,1
85672,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,0,0.02655624,0
89598,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,1,0.8613688,1
97868,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,1,0.98857075,1
106464,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,1,0.9985708,1
122085,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,1,0.8251161,1
137119,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,1,0.90750885,1
150255,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,0,0.044537168,0
196861,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,1,0.79225945,1
244949,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,0,0.024845986,0
274124,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,1,0.9693242,1
294577,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,1,0.9949385,1
294952,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,1,0.97076845,1
318872,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,1,0.98318005,1
333774,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,0,0.07488073,0
337758,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,1,0.9947402,1
349457,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,1,0.92008144,1
369738,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,1,0.98419094,1
392045,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,0,0.09680627,0
421880,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,0,0.0336547,0
447907,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,0,0.056185625,0
461484,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,1,0.96096563,1
491152,181,2021-02-11,2021-02-25,-3,2020-12-28,2021-01-11,1,treatment,0,0.026511626,0
