feature,importance,rank
purchases_per_week_last_4w,23.910512924194336,1
purchases_per_week_last_2w,10.268792152404785,2
days_since_last_purchase,5.496453762054443,3
purchases_per_week_all_pre,3.3312172889709473,4
total_purchase_days_pre,2.827057123184204,5
preferred_store_ratio,2.1421959400177,6
total_orders_pre,2.051138162612915,7
share_push_discount_28d,1.9818837642669678,8
take_address_rate,1.9671177864074707,9
purchases_per_week_last_1w,1.964863896369934,10
p_purchase_within_7d_trigger_t_4,1.9586834907531738,11
ratio_trigger_t_2_among_followed_by_purchase_7d,1.9321098327636719,12
p_purchase_within_7d_trigger_t_3,1.9032962322235107,13
longest_consecutive_streak_days,1.8829774856567383,14
unique_stores_pre,1.8825700283050537,15
median_latency_push_to_purchase_days,1.8599162101745605,16
ratio_trigger_t_1_among_followed_by_purchase_7d,1.8181068897247314,17
share_push_followed_by_purchase_7d,1.8139287233352661,18
mean_coupon_28d,1.7975966930389404,19
share_purchases_dow3,1.7756339311599731,20
mean_latency_days_trigger_t_2,1.7659602165222168,21
second_store_ratio,1.7657098770141602,22
ratio_trigger_t_3_14d,1.7648614645004272,23
modal_purchase_dow,1.7338531017303467,24
share_purchases_dow6,1.7307262420654297,25
mean_inter_purchase_interval_days,1.72323739528656,26
ratio_trigger_t_3_among_followed_by_purchase_7d,1.717566728591919,27
p_purchase_within_7d_trigger_t_1,1.7067595720291138,28
ratio_trigger_t_4_14d,1.6987013816833496,29
max_gap_between_purchases,1.6938918828964233,30
avg_discount_per_order,1.6937276124954224,31
coupon_usage_rate,1.6833322048187256,32
avg_food_num,1.679949402809143,33
entropy_dow,1.6743146181106567,34
std_inter_purchase_interval_days,1.6547682285308838,35
mean_latency_push_to_purchase_days,1.652743935585022,36
level,1.646845817565918,37
total_spend_pre,1.646493911743164,38
n_push_28d,1.6397793292999268,39
avg_delivery_pay,1.6384474039077759,40
share_purchases_dow1,1.6364514827728271,41
total_spend_last_4w,1.6192933320999146,42
mean_latency_days_trigger_t_3,1.6192240715026855,43
share_purchases_dow2,1.6133227348327637,44
share_purchases_dow4,1.590768814086914,45
ratio_trigger_t_1_7d,1.58694326877594,46
avg_coffee_num,1.5837105512619019,47
p_purchase_within_7d_trigger_t_2,1.5765032768249512,48
callphone,1.566040277481079,49
ratio_trigger_t_3_28d,1.5637552738189697,50
cv_inter_purchase_interval,1.5595544576644897,51
share_weeks_with_purchase,1.552628993988037,52
n_push_resolved_pre,1.5488817691802979,53
coffee_share_orders,1.541830062866211,54
ratio_trigger_t_1_14d,1.5332783460617065,55
n_push_with_coupon_28d,1.5117781162261963,56
share_purchases_dow5,1.5094653367996216,57
gender,1.5080417394638062,58
share_purchases_dow0,1.5016496181488037,59
manufacturer,1.4896060228347778,60
ratio_trigger_t_2_28d,1.4878400564193726,61
ratio_trigger_t_3_7d,1.4558203220367432,62
avg_basket_size,1.4556688070297241,63
days_since_last_push,1.4446367025375366,64
n_push_since_last_purchase,1.4370709657669067,65
n_distinct_trigger_28d,1.4343971014022827,66
total_spend_last_2w,1.433604121208191,67
ratio_trigger_t_1_28d,1.4197139739990234,68
mean_discount_28d,1.4136804342269897,69
n_order_categories_avg,1.3861708641052246,70
n_distinct_trigger_14d,1.3780757188796997,71
mean_latency_days_trigger_t_1,1.3320515155792236,72
ratio_trigger_t_2_14d,1.3159431219100952,73
avg_use_coffee_wallet,1.2551121711730957,74
n_push_14d,1.2446553707122803,75
n_push_with_discount_28d,1.223173975944519,76
ratio_trigger_t_2_7d,1.1900559663772583,77
push,1.1832362413406372,78
n_push_7d,1.0692617893218994,79
n_distinct_trigger_7d,0.9473674893379211,80
mean_latency_days_trigger_t_4,0.9164708256721497,81
ratio_trigger_t_4_among_followed_by_purchase_7d,0.8929653167724609,82
ratio_trigger_t_4_28d,0.7419134974479675,83
purchased_in_last_14_days,0.7094225287437439,84
purchased_in_last_7_days,0.570674479007721,85
ratio_trigger_t_4_7d,0.4825047254562378,86
has_inviter,0.3223381042480469,87
