member_id,dept_id,closure_start,closure_end,period,period_start,period_end,is_treated,group,label,displacement_prob,predicted_displaced
1026,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,1,0.8940679,1
1745,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,0,0.034339007,0
12831,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,1,0.9980393,1
19671,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,1,0.9477922,1
20577,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,0,0.045794573,0
29318,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,0,0.047793087,0
35397,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,0,0.01117293,0
44880,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,1,0.9586675,1
46063,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,0,0.19782305,0
61885,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,0,0.03394887,0
70732,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,0,0.12530461,0
71818,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,1,0.91485614,1
72419,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,0,0.031314015,0
74229,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,1,0.9504994,1
78251,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,1,0.9571321,1
79514,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,1,0.9416115,1
79837,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,0,0.11248242,0
95019,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,1,0.9571408,1
98192,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,0,0.10698358,0
99841,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,1,0.9428346,1
107933,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,1,0.9304815,1
108573,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,0,0.07967812,0
110511,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,0,0.04920653,0
121439,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,1,0.95398504,1
132000,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,1,0.9641247,1
141885,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,0,0.047730125,0
143017,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,0,0.036616392,0
143887,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,0,0.18051746,0
143929,254,2021-01-30,2021-02-21,-4,2020-10-30,2020-11-21,1,treatment,1,0.9575331,1
