member_id,dept_id,closure_start,closure_end,closure_duration_days,group,is_treated,score_time,displacement_prob_t0_ex_ante,predicted_displaced_t0_ex_ante
97797,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.11991776,0
99125,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.02440711,0
99456,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.07389397,0
99543,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.01535686,0
99686,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.9155784,1
100085,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.9851983,1
100234,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.11239552,0
100240,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.45676312,0
100405,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.8617663,1
100493,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.05715809,0
100694,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.16864651,0
101369,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.9501199,1
101972,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.24003388,0
102105,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.64129084,1
102214,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.19420286,0
102254,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.38195086,0
102428,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.08876176,0
102431,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.28570458,0
102645,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.82725126,1
102654,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.017164718,0
102812,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.6951574,1
103267,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.041431393,0
103412,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.14483076,0
103940,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.056209978,0
104514,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.17437726,0
104608,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.21432127,0
104825,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.0050585456,0
104915,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.016297234,0
105358,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.04314378,0
105533,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.054145124,0
105637,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.06114396,0
105727,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.24567488,0
106574,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.0853007,0
107857,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.06429925,0
108020,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.052891314,0
108733,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.02290245,0
108778,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.05597496,0
109458,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.49714065,0
109838,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.09967456,0
109967,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.04881698,0
110408,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.563273,1
110965,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.5069705,1
111030,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.2734585,0
111098,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.02306988,0
111682,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.99738103,1
111696,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.0122818155,0
112347,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.18434791,0
112493,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.13385443,0
112610,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.08188094,0
112867,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.9352326,1
113623,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.16856661,0
113657,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.034899738,0
113856,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.0244847,0
114036,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.015315334,0
114067,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.0057298257,0
114122,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.055490863,0
114637,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.13420756,0
114897,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.36677486,0
114910,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.011882847,0
115057,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.28539547,0
115884,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.08527522,0
115904,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.013030347,0
116132,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.068020195,0
116214,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.02125848,0
116296,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.44899425,0
116435,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.14373583,0
116527,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.46855095,0
116562,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.009052817,0
117064,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.3808483,0
118042,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.20563336,0
118295,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.53564817,1
118347,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.020110784,0
119369,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.39420122,0
119524,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.0053738905,0
120175,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.04413657,0
120226,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.3129232,0
120404,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.019277718,0
120853,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.74079067,1
121607,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.27897933,0
122087,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.7519517,1
122538,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.2851756,0
122586,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.6004888,1
122589,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.12023513,0
123807,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.039215844,0
123822,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.014786921,0
123943,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.99215746,1
124676,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.49399105,0
124734,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.055679705,0
124764,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.016502827,0
124887,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.00582148,0
125225,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.057546712,0
127022,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.11959445,0
127344,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.17128193,0
127838,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.45843536,0
128478,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.020407047,0
128510,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.029089704,0
129057,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.2592033,0
129796,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.016202986,0
130142,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.14809608,0
130161,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.5501251,1
130176,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.02554631,0
130712,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.020522142,0
130877,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.081869036,0
130899,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.75361824,1
130980,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.31679726,0
131052,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.02745294,0
131417,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.010852496,0
131532,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.0111308275,0
131975,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.5726751,1
132136,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.0661866,0
133227,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.22389594,0
133240,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.00904739,0
133567,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.00993823,0
134095,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.22679137,0
134565,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.18251333,0
134661,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.2536529,0
134775,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.026615372,0
135135,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.09077182,0
135207,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.07808496,0
135256,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.45052218,0
136396,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.775885,1
136411,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.46410558,0
136457,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.115093105,0
136616,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.04512235,0
137611,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.33686918,0
138435,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.35309348,0
138874,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.047623,0
139324,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.041612986,0
139449,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.19993545,0
139563,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.07306151,0
139603,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.3409266,0
139968,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.4287121,0
140466,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.015305822,0
140762,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.08518492,0
141382,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.026893206,0
141428,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.46582106,0
141437,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.027343763,0
141554,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.05592343,0
142024,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.034885976,0
142186,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.49356773,0
142786,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.014740041,0
142855,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.044664998,0
143018,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.042656273,0
143445,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.018449593,0
143449,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.10476918,0
143660,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.021286745,0
143990,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.3207513,0
144548,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.4316107,0
144549,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.3071514,0
144562,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.6456368,1
145176,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.033440933,0
146469,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.23415494,0
146522,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.009004019,0
146622,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.4423702,0
146789,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.62313944,1
147056,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.020644523,0
147057,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.20901084,0
147066,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.07869398,0
147301,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.52123886,1
147482,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.11413835,0
147710,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.019170497,0
147910,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.27853248,0
148698,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.01950897,0
149114,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.017333023,0
149618,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.012533006,0
149728,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.029851306,0
150059,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.2970028,0
150238,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.03207208,0
150262,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.734953,1
150830,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.049786687,0
150867,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.05916323,0
150881,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.021740843,0
151078,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.018574672,0
152189,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.05520675,0
152774,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.04129524,0
153006,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.031475894,0
153270,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.06711087,0
153585,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.5440003,1
153965,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.98298496,1
154260,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.14803709,0
154637,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.45087326,0
154887,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.24007028,0
155465,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.06566689,0
155693,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.31848145,0
155907,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.31169724,0
155925,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.31915778,0
156535,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.02635851,0
156649,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.040628932,0
157717,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.047832135,0
158047,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.011301508,0
158376,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.0091088405,0
159207,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.15837783,0
159352,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.0154504785,0
159675,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.2556932,0
159698,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.056133203,0
160336,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.026258128,0
160489,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.037766922,0
160628,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.01832673,0
160990,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.8428124,1
161539,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.25837883,0
161670,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.39635178,0
161727,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.012804874,0
162318,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.04429092,0
162953,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.022563182,0
162959,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.3278134,0
162964,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.7588575,1
163056,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.7252191,1
163599,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.074065335,0
164849,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.08761397,0
164880,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.03940079,0
164960,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.17150396,0
165022,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.049038112,0
165513,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.21800837,0
165630,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.36938876,0
166151,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.117594495,0
166747,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.9114036,1
167679,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.36503723,0
168199,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.56452537,1
168746,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.029510938,0
168762,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.75320894,1
168864,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.016599692,0
168895,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.009338039,0
168932,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.22237326,0
169819,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.03578827,0
170094,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.006682528,0
170137,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.61185235,1
170662,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.074322775,0
170890,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.43631518,0
171166,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.74537086,1
171701,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.11791326,0
171814,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.0918843,0
171878,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.46567592,0
172275,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.110455215,0
172612,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.012370378,0
172902,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.76444703,1
173099,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.05927672,0
173188,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.015953349,0
173721,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.3401367,0
173762,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.9735752,1
173875,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.01837337,0
174776,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.38701585,0
174944,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.0131025,0
174990,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.63811153,1
175380,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.88695216,1
175384,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.4416716,0
175408,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.56517905,1
175600,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.18589303,0
176145,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.6763322,1
177396,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.061032403,0
177551,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.45159644,0
177978,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.11001414,0
178610,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.06862672,0
179170,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.029814404,0
179894,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.013909675,0
180220,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.6509138,1
180944,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.30585465,0
181093,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.031645454,0
181799,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.9146011,1
181809,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.018074054,0
181891,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.16209628,0
182796,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.025437687,0
182867,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.060150128,0
183863,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.09821573,0
184072,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.16004328,0
184466,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.29384252,0
184615,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.08898286,0
184710,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.014393696,0
185266,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.9548646,1
185472,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.41480547,0
185697,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.015047702,0
185971,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.21010365,0
186049,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.473532,0
186106,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.015541503,0
186177,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.10097513,0
186529,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.028267642,0
186680,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.059278075,0
187000,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.6493753,1
187182,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.08852809,0
187354,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.01219882,0
187376,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.7142795,1
187405,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.056563653,0
187671,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.50044054,1
188104,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.1722402,0
188167,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.02614249,0
188661,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.016590456,0
188669,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.60675585,1
189466,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.14785205,0
189605,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.6393541,1
189868,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.08804931,0
190537,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.6582296,1
191311,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.25717503,0
191608,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.10298495,0
191609,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.3885171,0
191671,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.3311553,0
191751,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.9430891,1
192277,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.065238476,0
192338,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.91513133,1
192893,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.06039915,0
192957,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.15067196,0
193151,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.039667677,0
193697,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.012955147,0
194265,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.055011634,0
194522,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.0074500963,0
196007,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.039269418,0
196156,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.685039,1
196176,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.022021726,0
196221,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.031197414,0
196749,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.4870871,0
196781,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.018785557,0
197030,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.16575037,0
197254,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.026963888,0
197909,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.4637736,0
197985,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.059918314,0
198378,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.24196868,0
198681,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.9748932,1
199829,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.29807413,0
199901,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.5212214,1
199932,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.20762116,0
200388,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.68987334,1
200556,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.022603007,0
200708,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.2945751,0
201167,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.6894841,1
201863,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.72133934,1
201924,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.19474429,0
201996,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.015468331,0
202006,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.16185172,0
202489,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.024503944,0
202597,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.4621066,0
203003,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.94938016,1
203190,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.046840806,0
203577,19,2021-07-15,2021-07-25,11,control,0,t0_ex_ante,0.075178854,0
