feature,importance,rank
purchases_per_week_last_4w,21.15812110900879,1
days_since_last_purchase,17.61461639404297,2
purchases_per_week_last_2w,11.769375801086426,3
total_purchase_days_pre,11.547001838684082,4
purchases_per_week_last_1w,5.279940128326416,5
preferred_store_ratio,3.587778091430664,6
total_orders_pre,3.035867929458618,7
level,2.9315907955169678,8
std_inter_purchase_interval_days,2.8636932373046875,9
take_address_rate,2.8041131496429443,10
total_spend_pre,2.7973713874816895,11
max_gap_between_purchases,2.746727228164673,12
p_purchase_within_7d_trigger_t_4,2.7449870109558105,13
share_purchases_dow6,2.7020087242126465,14
share_push_followed_by_purchase_7d,2.6647818088531494,15
mean_coupon_28d,2.635589599609375,16
avg_use_coffee_wallet,2.6316256523132324,17
ratio_trigger_t_2_28d,2.626347064971924,18
avg_delivery_pay,2.608963966369629,19
avg_coffee_num,2.605379819869995,20
modal_purchase_dow,2.6052491664886475,21
share_weeks_with_purchase,2.604846715927124,22
p_purchase_within_7d_trigger_t_2,2.5881001949310303,23
p_purchase_within_7d_trigger_t_3,2.5877130031585693,24
avg_food_num,2.5736632347106934,25
coffee_share_orders,2.570629835128784,26
total_spend_last_4w,2.5489630699157715,27
mean_inter_purchase_interval_days,2.5422487258911133,28
second_store_ratio,2.5362792015075684,29
coupon_usage_rate,2.516840696334839,30
mean_latency_days_trigger_t_2,2.514846086502075,31
cv_inter_purchase_interval,2.5004935264587402,32
n_push_14d,2.485952138900757,33
share_purchases_dow2,2.4850471019744873,34
share_purchases_dow4,2.472149610519409,35
ratio_trigger_t_1_28d,2.463688611984253,36
mean_latency_days_trigger_t_1,2.457418203353882,37
purchases_per_week_all_pre,2.4311275482177734,38
share_purchases_dow1,2.4209797382354736,39
ratio_trigger_t_1_among_followed_by_purchase_7d,2.400560140609741,40
p_purchase_within_7d_trigger_t_1,2.3982133865356445,41
manufacturer,2.39807391166687,42
median_latency_push_to_purchase_days,2.3881499767303467,43
share_purchases_dow0,2.3730108737945557,44
ratio_trigger_t_3_among_followed_by_purchase_7d,2.3572566509246826,45
mean_latency_push_to_purchase_days,2.3509681224823,46
n_distinct_trigger_28d,2.3416907787323,47
share_purchases_dow3,2.3152787685394287,48
entropy_dow,2.3116893768310547,49
total_spend_last_2w,2.3091797828674316,50
ratio_trigger_t_2_among_followed_by_purchase_7d,2.2956767082214355,51
n_distinct_trigger_14d,2.288811206817627,52
mean_latency_days_trigger_t_3,2.2662668228149414,53
n_push_resolved_pre,2.261284589767456,54
ratio_trigger_t_3_28d,2.258573532104492,55
share_purchases_dow5,2.2454144954681396,56
share_push_discount_28d,2.1792080402374268,57
gender,2.1762895584106445,58
avg_discount_per_order,2.1605608463287354,59
n_order_categories_avg,2.0902152061462402,60
n_push_7d,2.079773187637329,61
days_since_last_push,2.071413516998291,62
n_push_with_coupon_28d,2.059114694595337,63
longest_consecutive_streak_days,2.039996862411499,64
avg_basket_size,2.032432794570923,65
ratio_trigger_t_2_14d,2.0310850143432617,66
ratio_trigger_t_1_14d,2.0206148624420166,67
n_distinct_trigger_7d,1.9581174850463867,68
ratio_trigger_t_3_14d,1.9421979188919067,69
mean_discount_28d,1.9398099184036255,70
push,1.9208060503005981,71
n_push_with_discount_28d,1.9202897548675537,72
n_push_28d,1.9088376760482788,73
ratio_trigger_t_4_14d,1.8649760484695435,74
ratio_trigger_t_2_7d,1.8230581283569336,75
callphone,1.7854102849960327,76
mean_latency_days_trigger_t_4,1.7611621618270874,77
n_push_since_last_purchase,1.7566386461257935,78
unique_stores_pre,1.652362585067749,79
ratio_trigger_t_3_7d,1.566146731376648,80
ratio_trigger_t_1_7d,1.5602208375930786,81
ratio_trigger_t_4_7d,1.4628678560256958,82
ratio_trigger_t_4_28d,1.3472480773925781,83
ratio_trigger_t_4_among_followed_by_purchase_7d,1.28297758102417,84
purchased_in_last_7_days,0.5454487800598145,85
has_inviter,0.4791148006916046,86
purchased_in_last_14_days,0.28473299741744995,87
