feature,importance,rank
purchases_per_week_last_4w,18.140897750854492,1
days_since_last_purchase,15.171875,2
purchases_per_week_last_2w,8.83708667755127,3
total_purchase_days_pre,7.261491298675537,4
std_inter_purchase_interval_days,3.595777988433838,5
purchases_per_week_all_pre,3.594797372817993,6
total_orders_pre,3.5047271251678467,7
preferred_store_ratio,3.0118563175201416,8
purchases_per_week_last_1w,2.8128623962402344,9
share_push_coupon_28d,2.7237133979797363,10
longest_consecutive_streak_days,2.6908676624298096,11
share_weeks_with_purchase,2.665950059890747,12
ratio_trigger_t_4_14d,2.5930016040802,13
ratio_trigger_t_3_among_followed_by_purchase_7d,2.5279579162597656,14
p_purchase_within_7d_trigger_t_4,2.5046181678771973,15
second_store_ratio,2.4493746757507324,16
coffee_share_orders,2.4378037452697754,17
ratio_trigger_t_4_7d,2.3821756839752197,18
avg_basket_size,2.3671882152557373,19
mean_latency_days_trigger_t_1,2.3558449745178223,20
ratio_trigger_t_2_14d,2.3482859134674072,21
ratio_trigger_t_3_14d,2.345273971557617,22
total_spend_pre,2.3181638717651367,23
unique_stores_pre,2.2904534339904785,24
ratio_trigger_t_1_among_followed_by_purchase_7d,2.2834911346435547,25
mean_latency_days_trigger_t_2,2.266923427581787,26
n_distinct_trigger_7d,2.265866756439209,27
avg_delivery_pay,2.242417573928833,28
take_address_rate,2.2362396717071533,29
median_latency_push_to_purchase_days,2.2142369747161865,30
p_purchase_within_7d_trigger_t_2,2.2141005992889404,31
entropy_dow,2.213148355484009,32
n_order_categories_avg,2.1890578269958496,33
share_purchases_dow3,2.1725635528564453,34
share_purchases_dow6,2.1685638427734375,35
mean_latency_days_trigger_t_4,2.147038221359253,36
share_purchases_dow0,2.14619517326355,37
share_purchases_dow5,2.137075185775757,38
avg_use_coffee_wallet,2.1083462238311768,39
n_push_with_coupon_28d,2.0858919620513916,40
ratio_trigger_t_1_7d,2.0819339752197266,41
ratio_trigger_t_1_14d,2.0707497596740723,42
max_gap_between_purchases,2.0705947875976562,43
coupon_usage_rate,2.063173770904541,44
days_since_last_push,2.0534791946411133,45
avg_coffee_num,2.0516250133514404,46
share_push_discount_28d,2.0427017211914062,47
mean_latency_push_to_purchase_days,2.0425477027893066,48
level,2.035935401916504,49
mean_inter_purchase_interval_days,2.034971237182617,50
avg_discount_per_order,2.0342023372650146,51
modal_purchase_dow,2.026240825653076,52
share_push_followed_by_purchase_7d,2.026021957397461,53
ratio_trigger_t_3_7d,2.024003028869629,54
n_push_resolved_pre,2.016817331314087,55
mean_coupon_28d,2.0142674446105957,56
avg_food_num,2.0141372680664062,57
ratio_trigger_t_2_among_followed_by_purchase_7d,1.9922529458999634,58
ratio_trigger_t_3_28d,1.9825716018676758,59
share_purchases_dow2,1.980779767036438,60
p_purchase_within_7d_trigger_t_1,1.9792428016662598,61
ratio_trigger_t_2_7d,1.9761391878128052,62
n_push_28d,1.9516596794128418,63
share_purchases_dow1,1.9368669986724854,64
ratio_trigger_t_1_28d,1.9053492546081543,65
callphone,1.9002492427825928,66
share_purchases_dow4,1.8974926471710205,67
n_distinct_trigger_28d,1.8953320980072021,68
gender,1.8947703838348389,69
ratio_trigger_t_2_28d,1.887694239616394,70
cv_inter_purchase_interval,1.8745841979980469,71
n_push_14d,1.8727772235870361,72
mean_discount_28d,1.857055902481079,73
ratio_trigger_t_4_among_followed_by_purchase_7d,1.8462291955947876,74
total_spend_last_4w,1.8275964260101318,75
manufacturer,1.822139859199524,76
p_purchase_within_7d_trigger_t_3,1.80943763256073,77
total_spend_last_2w,1.8047401905059814,78
n_distinct_trigger_14d,1.7725536823272705,79
n_push_since_last_purchase,1.7516145706176758,80
mean_latency_days_trigger_t_3,1.7428438663482666,81
n_push_7d,1.6079962253570557,82
n_push_with_discount_28d,1.572056531906128,83
push,1.4732511043548584,84
ratio_trigger_t_4_28d,1.1089928150177002,85
has_inviter,0.9729245901107788,86
