member_id,dept_id,closure_start,closure_end,period,period_start,period_end,is_treated,group,label,displacement_prob,predicted_displaced
1994,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,1,0.9504515,1
2928,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,1,0.9940988,1
3242,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,1,0.9720558,1
4462,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,0,0.025820961,0
5471,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,0,0.15282081,0
6894,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,1,0.99270576,1
7087,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,0,0.017633151,0
8479,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,1,0.93395406,1
12561,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,1,0.97953576,1
19144,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,0,0.10402125,0
20937,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,0,0.026616244,0
24667,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,0,0.34926817,0
26657,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,1,0.80906004,1
28384,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,1,0.9545077,1
30026,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,1,0.89569515,1
30851,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,0,0.01722441,0
30982,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,0,0.025575034,0
31079,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,0,0.15954304,0
39700,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,0,0.08498323,0
47896,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,0,0.19828685,0
49270,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,1,0.8606244,1
66412,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,0,0.13830292,0
67388,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,0,0.016230745,0
68204,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,0,0.1521109,0
79870,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,0,0.19123702,0
81823,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,1,0.83318746,1
82643,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,0,0.00073491666,0
93038,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,0,0.30782506,0
96677,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,0,0.05584096,0
101452,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,0,0.008149674,0
101516,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,1,0.94448864,1
104741,64,2021-07-29,2021-08-22,-4,2021-04-20,2021-05-14,1,treatment,1,0.99442106,1
