member_id,dept_id,closure_start,closure_end,period,period_start,period_end,is_treated,group,label,displacement_prob,predicted_displaced
720,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,1,0.7451224,1
2914,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.04454263,0
6121,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.024687286,0
7372,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.0046393326,0
7700,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.057069797,0
9638,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.019326802,0
9866,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.051820584,0
10800,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.049438193,0
11274,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.05518009,0
12755,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,1,0.9859201,1
12825,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.06843686,0
18419,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,1,0.9378646,1
18442,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.0020745983,0
18507,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.044127174,0
19326,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.008909257,0
19736,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,1,0.31532753,0
22457,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.008796487,0
24433,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.041995876,0
24934,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.033663712,0
29034,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.28109565,0
29836,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,1,0.8698858,1
31583,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.05692111,0
32718,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.45517674,0
33226,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.063625254,0
39782,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.04171309,0
40041,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,1,0.5973225,1
40213,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.03810412,0
40241,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.11693446,0
42082,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.08307647,0
42389,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.12129541,0
47865,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.24598722,0
48825,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.11245105,0
49282,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,1,0.8953388,1
49315,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,1,0.5104266,1
51110,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.047292516,0
51936,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,1,0.40968558,0
54836,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.0730014,0
54982,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,1,0.6407756,1
55989,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.15572615,0
57259,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.055405106,0
58598,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.010571592,0
59216,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,0,0.3146835,0
59473,19,2021-07-15,2021-07-25,-4,2021-06-01,2021-06-11,1,treatment,1,0.82894546,1
