member_id,dept_id,closure_start,closure_end,period,period_start,period_end,is_treated,group,label,displacement_prob,predicted_displaced
727,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.25913364,0
2204,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.6528188,1
2516,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.1648181,0
8002,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.003960338,0
10616,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.8756937,1
14086,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.19134012,0
15822,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.8585652,1
21198,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.7672311,1
24261,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.0542689,0
35745,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.12667015,0
36044,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.85898143,1
37295,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.0585252,0
38199,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.806863,1
42931,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.7472681,1
43239,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.053083558,0
44259,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.8469472,1
44505,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.01883184,0
50158,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.8069962,1
59948,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.1531982,0
70603,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.35104126,0
71939,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.06453716,0
75888,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.1336405,0
82333,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.59558743,1
87615,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.6386974,1
87777,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.3269942,0
94889,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.9698799,1
102049,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.71171886,1
108119,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.93576026,1
118631,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.9168085,1
119694,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.049955864,0
122914,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.13404922,0
128267,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.97884846,1
139151,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.0086267395,0
143938,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.12614354,0
151489,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.76517546,1
162386,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.22126259,0
164367,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.26632464,0
164926,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.078758724,0
167977,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.9253905,1
169600,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.14129688,0
173866,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.96276146,1
174335,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.99110574,1
179910,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.22504514,0
189300,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.95561606,1
190782,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.12023592,0
194331,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.23925173,0
196405,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.06021967,0
196655,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.663593,1
198729,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.13182704,0
199853,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.933971,1
200913,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.13571645,0
202806,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.8234914,1
203157,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.32154474,0
212061,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.96319336,1
216089,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.107622445,0
217189,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,1,0.9069642,1
218318,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.02420199,0
219458,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.17629084,0
223458,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.15132909,0
226575,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.05237244,0
227055,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.19463766,0
234792,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.16869421,0
249073,182,2021-08-03,2021-08-20,-4,2021-05-23,2021-06-09,1,treatment,0,0.057129208,0
