feature,importance,rank
purchases_per_week_last_4w,42.52090072631836,1
days_since_last_purchase,18.78873634338379,2
total_purchase_days_pre,13.339210510253906,3
purchases_per_week_last_2w,11.864689826965332,4
purchases_per_week_all_pre,4.59711217880249,5
preferred_store_ratio,4.471029758453369,6
total_orders_pre,4.417364120483398,7
share_weeks_with_purchase,3.9844064712524414,8
second_store_ratio,3.944983959197998,9
std_inter_purchase_interval_days,3.5111382007598877,10
ratio_trigger_t_3_among_followed_by_purchase_7d,3.2792868614196777,11
coffee_share_orders,3.1439459323883057,12
share_purchases_dow4,3.0667269229888916,13
mean_latency_days_trigger_t_1,3.045403003692627,14
days_since_last_push,3.0213847160339355,15
mean_latency_days_trigger_t_2,3.0202579498291016,16
share_push_discount_28d,2.9685966968536377,17
ratio_trigger_t_4_28d,2.938854694366455,18
ratio_trigger_t_1_14d,2.9232592582702637,19
entropy_dow,2.905921459197998,20
mean_inter_purchase_interval_days,2.902465581893921,21
cv_inter_purchase_interval,2.889225482940674,22
max_gap_between_purchases,2.8880176544189453,23
gender,2.8874130249023438,24
level,2.8736348152160645,25
p_purchase_within_7d_trigger_t_1,2.871655225753784,26
median_latency_push_to_purchase_days,2.8483827114105225,27
ratio_trigger_t_2_28d,2.8325893878936768,28
share_push_followed_by_purchase_7d,2.8231842517852783,29
n_push_with_discount_28d,2.823105812072754,30
ratio_trigger_t_2_14d,2.8200550079345703,31
avg_food_num,2.8197994232177734,32
ratio_trigger_t_2_among_followed_by_purchase_7d,2.8003294467926025,33
p_purchase_within_7d_trigger_t_4,2.7910804748535156,34
share_purchases_dow2,2.7879106998443604,35
p_purchase_within_7d_trigger_t_3,2.7797248363494873,36
ratio_trigger_t_3_28d,2.7761013507843018,37
ratio_trigger_t_2_7d,2.768960952758789,38
avg_basket_size,2.7576382160186768,39
share_purchases_dow5,2.744912624359131,40
share_purchases_dow1,2.740461587905884,41
purchases_per_week_last_1w,2.720815420150757,42
avg_discount_per_order,2.7113027572631836,43
n_push_7d,2.708770751953125,44
total_spend_pre,2.6778345108032227,45
coupon_usage_rate,2.6696343421936035,46
ratio_trigger_t_1_7d,2.6680452823638916,47
ratio_trigger_t_1_among_followed_by_purchase_7d,2.653644561767578,48
avg_use_coffee_wallet,2.625973701477051,49
mean_latency_days_trigger_t_3,2.6258413791656494,50
longest_consecutive_streak_days,2.6247053146362305,51
n_push_28d,2.620102643966675,52
unique_stores_pre,2.6119303703308105,53
share_purchases_dow6,2.611292600631714,54
avg_coffee_num,2.6107563972473145,55
n_push_resolved_pre,2.6090762615203857,56
mean_latency_days_trigger_t_4,2.5894017219543457,57
take_address_rate,2.583906888961792,58
mean_coupon_28d,2.553194522857666,59
avg_delivery_pay,2.5387215614318848,60
share_purchases_dow3,2.537261962890625,61
p_purchase_within_7d_trigger_t_2,2.5282175540924072,62
ratio_trigger_t_3_14d,2.5269079208374023,63
callphone,2.5268609523773193,64
n_distinct_trigger_7d,2.5152902603149414,65
n_push_with_coupon_28d,2.5060901641845703,66
mean_discount_28d,2.5000834465026855,67
share_purchases_dow0,2.4963626861572266,68
n_order_categories_avg,2.4957029819488525,69
modal_purchase_dow,2.4901342391967773,70
total_spend_last_4w,2.487936019897461,71
mean_latency_push_to_purchase_days,2.474186897277832,72
n_push_14d,2.3981144428253174,73
total_spend_last_2w,2.3881242275238037,74
n_push_since_last_purchase,2.3711252212524414,75
manufacturer,2.3629050254821777,76
ratio_trigger_t_1_28d,2.355767011642456,77
push,2.336615562438965,78
n_distinct_trigger_28d,2.321016550064087,79
ratio_trigger_t_4_among_followed_by_purchase_7d,2.3028974533081055,80
n_distinct_trigger_14d,2.1908552646636963,81
ratio_trigger_t_3_7d,2.176001787185669,82
ratio_trigger_t_4_14d,2.1753242015838623,83
purchased_in_last_7_days,1.1981579065322876,84
has_inviter,0.3644820749759674,85
ratio_trigger_t_4_7d,0.32608562707901,86
purchased_in_last_14_days,0.21402239799499512,87
