feature,importance,rank
purchases_per_week_last_2w,7.258884429931641,1
purchases_per_week_last_4w,6.679103851318359,2
total_purchase_days_pre,6.401991367340088,3
total_orders_pre,3.8671205043792725,4
ratio_trigger_t_4_among_followed_by_purchase_7d,3.1062495708465576,5
ratio_trigger_t_4_14d,2.9986469745635986,6
mean_latency_days_trigger_t_4,2.625481367111206,7
preferred_store_ratio,2.417982578277588,8
has_inviter,2.4048471450805664,9
days_since_last_purchase,2.3081164360046387,10
ratio_trigger_t_3_among_followed_by_purchase_7d,2.2724461555480957,11
ratio_trigger_t_4_28d,1.8780570030212402,12
unique_stores_pre,1.8459012508392334,13
take_address_rate,1.7986687421798706,14
mean_coupon_28d,1.7517861127853394,15
ratio_trigger_t_2_among_followed_by_purchase_7d,1.5584650039672852,16
ratio_trigger_t_2_7d,1.4534351825714111,17
ratio_trigger_t_1_28d,1.447819709777832,18
avg_food_num,1.4225775003433228,19
second_store_ratio,1.41957426071167,20
ratio_trigger_t_2_14d,1.4028733968734741,21
p_purchase_within_7d_trigger_t_3,1.3959285020828247,22
ratio_trigger_t_1_among_followed_by_purchase_7d,1.3839677572250366,23
avg_delivery_pay,1.3791022300720215,24
median_latency_push_to_purchase_days,1.359145998954773,25
cv_inter_purchase_interval,1.3557325601577759,26
mean_inter_purchase_interval_days,1.3475712537765503,27
mean_latency_push_to_purchase_days,1.333829641342163,28
mean_discount_28d,1.3109289407730103,29
share_push_followed_by_purchase_7d,1.3095898628234863,30
ratio_trigger_t_3_28d,1.308916687965393,31
coupon_usage_rate,1.2930305004119873,32
ratio_trigger_t_2_28d,1.291810393333435,33
avg_coffee_num,1.2913556098937988,34
manufacturer,1.288106083869934,35
p_purchase_within_7d_trigger_t_2,1.2713229656219482,36
n_push_7d,1.2686803340911865,37
avg_use_coffee_wallet,1.2597882747650146,38
coffee_share_orders,1.2543628215789795,39
n_push_28d,1.2435953617095947,40
total_spend_pre,1.2333099842071533,41
p_purchase_within_7d_trigger_t_1,1.2300078868865967,42
avg_discount_per_order,1.22357976436615,43
share_push_coupon_28d,1.2235755920410156,44
modal_purchase_dow,1.219156265258789,45
purchases_per_week_all_pre,1.1984483003616333,46
avg_basket_size,1.1973069906234741,47
share_purchases_dow4,1.1960843801498413,48
max_gap_between_purchases,1.1921480894088745,49
share_purchases_dow3,1.1912695169448853,50
purchases_per_week_last_1w,1.1893235445022583,51
n_push_with_discount_28d,1.1859169006347656,52
share_weeks_with_purchase,1.1838862895965576,53
share_push_discount_28d,1.1743180751800537,54
days_since_last_push,1.1703771352767944,55
std_inter_purchase_interval_days,1.1695445775985718,56
ratio_trigger_t_1_7d,1.1671451330184937,57
mean_latency_days_trigger_t_2,1.156048059463501,58
total_spend_last_4w,1.1492127180099487,59
share_purchases_dow1,1.146220088005066,60
n_push_since_last_purchase,1.133005142211914,61
n_push_14d,1.11532723903656,62
share_purchases_dow6,1.1144475936889648,63
share_purchases_dow0,1.11301589012146,64
n_push_resolved_pre,1.109560489654541,65
mean_latency_days_trigger_t_1,1.097275972366333,66
share_purchases_dow2,1.0837067365646362,67
n_order_categories_avg,1.0590473413467407,68
level,1.0565927028656006,69
ratio_trigger_t_1_14d,1.055320143699646,70
entropy_dow,1.046321988105774,71
share_purchases_dow5,1.0414010286331177,72
n_distinct_trigger_7d,1.0352147817611694,73
callphone,1.034597635269165,74
n_distinct_trigger_28d,1.0286850929260254,75
gender,1.0227452516555786,76
longest_consecutive_streak_days,0.9915741086006165,77
n_distinct_trigger_14d,0.9806991815567017,78
total_spend_last_2w,0.943562924861908,79
mean_latency_days_trigger_t_3,0.9124436378479004,80
ratio_trigger_t_3_14d,0.8956660032272339,81
p_purchase_within_7d_trigger_t_4,0.8921264410018921,82
n_push_with_coupon_28d,0.8057115077972412,83
push,0.7669855952262878,84
ratio_trigger_t_3_7d,0.68338543176651,85
purchased_in_last_14_days,0.37344688177108765,86
purchased_in_last_7_days,0.14838215708732605,87
