member_id,dept_id,closure_start,closure_end,period,period_start,period_end,is_treated,group,label,displacement_prob,predicted_displaced
287,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,1,0.85294217,1
521,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,0,0.0032085902,0
7045,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,1,0.97999805,1
9150,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,0,0.17221662,0
12799,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,0,0.14171635,0
17202,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,0,0.09587523,0
18478,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,0,0.11857624,0
18793,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,1,0.942283,1
19365,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,1,0.97740227,1
22603,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,1,0.8034705,1
32431,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,0,0.20673984,0
33787,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,0,0.0044733696,0
37079,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,0,0.10432288,0
41446,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,0,0.078902006,0
42717,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,1,0.8704543,1
44247,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,0,0.00891405,0
46684,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,1,0.99288684,1
51693,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,0,0.117858954,0
54224,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,0,0.12349532,0
56117,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,0,0.009399403,0
60311,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,1,0.8345646,1
61147,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,1,0.8763967,1
63421,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,0,0.02150013,0
76243,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,1,0.7664841,1
79431,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,0,0.044585034,0
79839,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,1,0.99494416,1
83700,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,0,0.07494384,0
83945,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,0,0.090958364,0
86887,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,0,0.07685136,0
88029,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,0,0.006432155,0
91713,46,2021-08-04,2021-08-19,-4,2021-06-01,2021-06-16,1,treatment,0,0.008606316,0
