feature,importance,rank
purchases_per_week_last_4w,65.60987854003906,1
total_purchase_days_pre,13.194806098937988,2
purchases_per_week_last_2w,13.18871021270752,3
days_since_last_purchase,9.692680358886719,4
purchases_per_week_last_1w,7.735813140869141,5
preferred_store_ratio,4.762502193450928,6
share_weeks_with_purchase,4.195428848266602,7
mean_latency_days_trigger_t_4,3.6954345703125,8
purchases_per_week_all_pre,3.6359472274780273,9
total_orders_pre,3.4335763454437256,10
p_purchase_within_7d_trigger_t_4,3.3873326778411865,11
take_address_rate,3.304563283920288,12
std_inter_purchase_interval_days,3.108686685562134,13
mean_latency_days_trigger_t_1,3.103058338165283,14
n_push_with_coupon_28d,3.089355230331421,15
mean_latency_days_trigger_t_2,3.071624517440796,16
share_push_discount_28d,3.0395405292510986,17
second_store_ratio,3.0304195880889893,18
avg_basket_size,2.987093925476074,19
p_purchase_within_7d_trigger_t_2,2.9824695587158203,20
mean_inter_purchase_interval_days,2.965186595916748,21
p_purchase_within_7d_trigger_t_3,2.9455668926239014,22
avg_food_num,2.9207773208618164,23
ratio_trigger_t_2_among_followed_by_purchase_7d,2.87532639503479,24
ratio_trigger_t_2_7d,2.8647801876068115,25
n_push_resolved_pre,2.8587048053741455,26
ratio_trigger_t_3_among_followed_by_purchase_7d,2.854982376098633,27
share_purchases_dow3,2.845123291015625,28
p_purchase_within_7d_trigger_t_1,2.833676815032959,29
max_gap_between_purchases,2.8226888179779053,30
ratio_trigger_t_1_among_followed_by_purchase_7d,2.821234703063965,31
days_since_last_push,2.8148207664489746,32
level,2.811609983444214,33
avg_coffee_num,2.7918691635131836,34
cv_inter_purchase_interval,2.78920841217041,35
share_push_followed_by_purchase_7d,2.780580759048462,36
share_purchases_dow1,2.7755956649780273,37
ratio_trigger_t_2_28d,2.7722272872924805,38
share_purchases_dow2,2.7660999298095703,39
n_order_categories_avg,2.75981068611145,40
total_spend_pre,2.7537901401519775,41
mean_coupon_28d,2.750509023666382,42
coffee_share_orders,2.7263548374176025,43
avg_delivery_pay,2.7242674827575684,44
entropy_dow,2.711230754852295,45
share_purchases_dow0,2.6989569664001465,46
ratio_trigger_t_4_28d,2.69490909576416,47
mean_latency_days_trigger_t_3,2.682744264602661,48
ratio_trigger_t_3_7d,2.6782963275909424,49
mean_latency_push_to_purchase_days,2.6629722118377686,50
longest_consecutive_streak_days,2.6576037406921387,51
ratio_trigger_t_2_14d,2.6462321281433105,52
median_latency_push_to_purchase_days,2.6402604579925537,53
share_purchases_dow5,2.637540817260742,54
n_distinct_trigger_28d,2.6124582290649414,55
manufacturer,2.6083590984344482,56
ratio_trigger_t_3_28d,2.606170415878296,57
avg_use_coffee_wallet,2.6018903255462646,58
ratio_trigger_t_1_7d,2.572218418121338,59
share_purchases_dow6,2.5601391792297363,60
unique_stores_pre,2.546196699142456,61
ratio_trigger_t_1_28d,2.5338215827941895,62
total_spend_last_4w,2.5246517658233643,63
share_purchases_dow4,2.5165445804595947,64
coupon_usage_rate,2.5020599365234375,65
ratio_trigger_t_3_14d,2.4805262088775635,66
n_push_since_last_purchase,2.4777934551239014,67
avg_discount_per_order,2.468839168548584,68
n_distinct_trigger_7d,2.4580917358398438,69
total_spend_last_2w,2.435983896255493,70
ratio_trigger_t_1_14d,2.4353530406951904,71
push,2.405716896057129,72
modal_purchase_dow,2.401333808898926,73
callphone,2.3916473388671875,74
n_distinct_trigger_14d,2.3440167903900146,75
n_push_with_discount_28d,2.3218834400177,76
n_push_28d,2.2842459678649902,77
n_push_7d,2.2805747985839844,78
n_push_14d,2.202700614929199,79
gender,2.1675097942352295,80
mean_discount_28d,2.0896663665771484,81
ratio_trigger_t_4_among_followed_by_purchase_7d,2.0272531509399414,82
ratio_trigger_t_4_14d,1.9228953123092651,83
ratio_trigger_t_4_7d,1.4604487419128418,84
purchased_in_last_14_days,0.4904942810535431,85
purchased_in_last_7_days,0.39825692772865295,86
has_inviter,0.18244552612304688,87
