feature,importance,rank
purchases_per_week_last_2w,17.246448516845703,1
purchases_per_week_last_4w,16.41669464111328,2
total_purchase_days_pre,13.384956359863281,3
days_since_last_purchase,11.938637733459473,4
total_spend_last_4w,4.604001998901367,5
preferred_store_ratio,4.474281311035156,6
purchases_per_week_all_pre,3.3559505939483643,7
std_inter_purchase_interval_days,3.301593780517578,8
share_weeks_with_purchase,3.1728806495666504,9
p_purchase_within_7d_trigger_t_4,3.163717269897461,10
ratio_trigger_t_3_7d,2.971930503845215,11
ratio_trigger_t_2_14d,2.8705050945281982,12
second_store_ratio,2.8042244911193848,13
ratio_trigger_t_4_among_followed_by_purchase_7d,2.7561142444610596,14
total_orders_pre,2.750070571899414,15
share_purchases_dow6,2.736344814300537,16
p_purchase_within_7d_trigger_t_3,2.7060794830322266,17
mean_coupon_28d,2.6501190662384033,18
share_push_discount_28d,2.6377947330474854,19
coffee_share_orders,2.6365010738372803,20
take_address_rate,2.628774881362915,21
mean_inter_purchase_interval_days,2.5670528411865234,22
callphone,2.554049015045166,23
share_push_followed_by_purchase_7d,2.5528202056884766,24
avg_coffee_num,2.5368118286132812,25
mean_latency_days_trigger_t_4,2.532724618911743,26
p_purchase_within_7d_trigger_t_1,2.5192205905914307,27
purchases_per_week_last_1w,2.5151474475860596,28
share_purchases_dow5,2.4898312091827393,29
level,2.4893128871917725,30
coupon_usage_rate,2.4892380237579346,31
share_purchases_dow1,2.47991681098938,32
median_latency_push_to_purchase_days,2.455794334411621,33
n_push_14d,2.454390287399292,34
avg_basket_size,2.4527642726898193,35
mean_latency_days_trigger_t_1,2.447420120239258,36
n_distinct_trigger_14d,2.4418179988861084,37
ratio_trigger_t_2_28d,2.408867597579956,38
mean_latency_days_trigger_t_2,2.408841371536255,39
avg_use_coffee_wallet,2.406167984008789,40
mean_latency_days_trigger_t_3,2.4015088081359863,41
avg_delivery_pay,2.37241530418396,42
total_spend_pre,2.3669321537017822,43
share_purchases_dow0,2.364156723022461,44
days_since_last_push,2.363025665283203,45
mean_latency_push_to_purchase_days,2.353139638900757,46
share_purchases_dow3,2.3470871448516846,47
max_gap_between_purchases,2.346345901489258,48
p_purchase_within_7d_trigger_t_2,2.3451716899871826,49
share_purchases_dow2,2.320463180541992,50
modal_purchase_dow,2.3172640800476074,51
ratio_trigger_t_1_among_followed_by_purchase_7d,2.2874536514282227,52
avg_discount_per_order,2.2663321495056152,53
n_order_categories_avg,2.2434539794921875,54
total_spend_last_2w,2.233079195022583,55
mean_discount_28d,2.2147295475006104,56
ratio_trigger_t_1_28d,2.207857608795166,57
cv_inter_purchase_interval,2.203097343444824,58
avg_food_num,2.1929194927215576,59
n_distinct_trigger_7d,2.1896533966064453,60
ratio_trigger_t_2_among_followed_by_purchase_7d,2.181985855102539,61
ratio_trigger_t_1_14d,2.176783323287964,62
longest_consecutive_streak_days,2.1767313480377197,63
n_push_resolved_pre,2.1698806285858154,64
entropy_dow,2.1645445823669434,65
push,2.151024580001831,66
n_push_with_discount_28d,2.1356148719787598,67
manufacturer,2.13490629196167,68
share_purchases_dow4,2.1325342655181885,69
ratio_trigger_t_3_14d,2.1258387565612793,70
n_push_28d,2.094773769378662,71
n_push_since_last_purchase,2.0829527378082275,72
gender,2.043889284133911,73
ratio_trigger_t_3_28d,2.0085690021514893,74
ratio_trigger_t_2_7d,2.001239776611328,75
n_push_7d,1.9771478176116943,76
n_distinct_trigger_28d,1.9763156175613403,77
unique_stores_pre,1.9261821508407593,78
ratio_trigger_t_1_7d,1.8637043237686157,79
ratio_trigger_t_3_among_followed_by_purchase_7d,1.8308802843093872,80
n_push_with_coupon_28d,1.7777513265609741,81
ratio_trigger_t_4_7d,1.5520553588867188,82
ratio_trigger_t_4_14d,1.5336339473724365,83
ratio_trigger_t_4_28d,1.1233793497085571,84
purchased_in_last_14_days,1.0609357357025146,85
purchased_in_last_7_days,0.803802490234375,86
