member_id,dept_id,closure_start,closure_end,period,period_start,period_end,is_treated,group,label,displacement_prob,predicted_displaced
4983,228,2021-02-04,2021-02-20,-4,2020-11-28,2020-12-14,1,treatment,1,0.8741958,1
8543,228,2021-02-04,2021-02-20,-4,2020-11-28,2020-12-14,1,treatment,0,0.1576891,0
12763,228,2021-02-04,2021-02-20,-4,2020-11-28,2020-12-14,1,treatment,0,0.08520019,0
13532,228,2021-02-04,2021-02-20,-4,2020-11-28,2020-12-14,1,treatment,0,0.17744316,0
25992,228,2021-02-04,2021-02-20,-4,2020-11-28,2020-12-14,1,treatment,1,0.88030493,1
27747,228,2021-02-04,2021-02-20,-4,2020-11-28,2020-12-14,1,treatment,1,0.8720973,1
29795,228,2021-02-04,2021-02-20,-4,2020-11-28,2020-12-14,1,treatment,0,0.046354637,0
39156,228,2021-02-04,2021-02-20,-4,2020-11-28,2020-12-14,1,treatment,0,0.020371752,0
45446,228,2021-02-04,2021-02-20,-4,2020-11-28,2020-12-14,1,treatment,1,0.8211332,1
46156,228,2021-02-04,2021-02-20,-4,2020-11-28,2020-12-14,1,treatment,1,0.757822,1
57594,228,2021-02-04,2021-02-20,-4,2020-11-28,2020-12-14,1,treatment,0,0.009714447,0
61807,228,2021-02-04,2021-02-20,-4,2020-11-28,2020-12-14,1,treatment,1,0.65181434,1
77498,228,2021-02-04,2021-02-20,-4,2020-11-28,2020-12-14,1,treatment,0,0.18045259,0
83318,228,2021-02-04,2021-02-20,-4,2020-11-28,2020-12-14,1,treatment,0,0.13870163,0
95206,228,2021-02-04,2021-02-20,-4,2020-11-28,2020-12-14,1,treatment,0,0.12696418,0
100187,228,2021-02-04,2021-02-20,-4,2020-11-28,2020-12-14,1,treatment,0,0.13911107,0
101977,228,2021-02-04,2021-02-20,-4,2020-11-28,2020-12-14,1,treatment,1,0.8962928,1
106062,228,2021-02-04,2021-02-20,-4,2020-11-28,2020-12-14,1,treatment,0,0.06571574,0
106396,228,2021-02-04,2021-02-20,-4,2020-11-28,2020-12-14,1,treatment,1,0.99374145,1
115563,228,2021-02-04,2021-02-20,-4,2020-11-28,2020-12-14,1,treatment,0,0.04340724,0
