member_id,dept_id,closure_start,closure_end,period,period_start,period_end,is_treated,group,label,displacement_prob,predicted_displaced
88159,166,2021-01-12,2021-03-06,-4,2020-06-10,2020-08-02,1,treatment,1,0.9645614,1
155090,166,2021-01-12,2021-03-06,-4,2020-06-10,2020-08-02,1,treatment,1,0.99992895,1
173388,166,2021-01-12,2021-03-06,-4,2020-06-10,2020-08-02,1,treatment,1,0.9998211,1
225071,166,2021-01-12,2021-03-06,-4,2020-06-10,2020-08-02,1,treatment,1,0.99978465,1
237048,166,2021-01-12,2021-03-06,-4,2020-06-10,2020-08-02,1,treatment,1,0.99983716,1
302642,166,2021-01-12,2021-03-06,-4,2020-06-10,2020-08-02,1,treatment,1,0.99940515,1
326743,166,2021-01-12,2021-03-06,-4,2020-06-10,2020-08-02,1,treatment,1,0.99998534,1
355109,166,2021-01-12,2021-03-06,-4,2020-06-10,2020-08-02,1,treatment,1,0.9922112,1
454009,166,2021-01-12,2021-03-06,-4,2020-06-10,2020-08-02,1,treatment,1,0.9697192,1
561184,166,2021-01-12,2021-03-06,-4,2020-06-10,2020-08-02,1,treatment,1,0.9730717,1
565006,166,2021-01-12,2021-03-06,-4,2020-06-10,2020-08-02,1,treatment,1,0.99993646,1
571982,166,2021-01-12,2021-03-06,-4,2020-06-10,2020-08-02,1,treatment,1,0.99871206,1
599298,166,2021-01-12,2021-03-06,-4,2020-06-10,2020-08-02,1,treatment,1,0.99598724,1
600553,166,2021-01-12,2021-03-06,-4,2020-06-10,2020-08-02,1,treatment,1,0.9943652,1
632946,166,2021-01-12,2021-03-06,-4,2020-06-10,2020-08-02,1,treatment,1,0.99885714,1
676263,166,2021-01-12,2021-03-06,-4,2020-06-10,2020-08-02,1,treatment,1,0.99962366,1
715501,166,2021-01-12,2021-03-06,-4,2020-06-10,2020-08-02,1,treatment,1,0.9984712,1
716623,166,2021-01-12,2021-03-06,-4,2020-06-10,2020-08-02,1,treatment,1,0.99820924,1
88159,166,2021-01-12,2021-03-06,-3,2020-08-03,2020-09-25,1,treatment,1,0.9998398,1
155090,166,2021-01-12,2021-03-06,-3,2020-08-03,2020-09-25,1,treatment,1,0.9974039,1
173388,166,2021-01-12,2021-03-06,-3,2020-08-03,2020-09-25,1,treatment,1,0.99978393,1
225071,166,2021-01-12,2021-03-06,-3,2020-08-03,2020-09-25,1,treatment,1,0.99948764,1
237048,166,2021-01-12,2021-03-06,-3,2020-08-03,2020-09-25,1,treatment,1,0.9786067,1
302642,166,2021-01-12,2021-03-06,-3,2020-08-03,2020-09-25,1,treatment,1,0.99796426,1
326743,166,2021-01-12,2021-03-06,-3,2020-08-03,2020-09-25,1,treatment,0,0.030548275,0
355109,166,2021-01-12,2021-03-06,-3,2020-08-03,2020-09-25,1,treatment,0,0.015724832,0
454009,166,2021-01-12,2021-03-06,-3,2020-08-03,2020-09-25,1,treatment,1,0.9920075,1
561184,166,2021-01-12,2021-03-06,-3,2020-08-03,2020-09-25,1,treatment,1,0.97910553,1
565006,166,2021-01-12,2021-03-06,-3,2020-08-03,2020-09-25,1,treatment,1,0.99953544,1
