feature,importance,rank
purchases_per_week_last_4w,45.071407318115234,1
purchases_per_week_last_2w,8.29275894165039,2
total_purchase_days_pre,7.206390380859375,3
days_since_last_purchase,5.964608192443848,4
purchases_per_week_last_1w,5.937820911407471,5
preferred_store_ratio,3.14625883102417,6
total_spend_last_4w,2.876697540283203,7
purchases_per_week_all_pre,2.763657808303833,8
total_orders_pre,2.592294931411743,9
share_weeks_with_purchase,2.5741770267486572,10
avg_coffee_num,2.5098793506622314,11
level,2.4509143829345703,12
longest_consecutive_streak_days,2.4351797103881836,13
p_purchase_within_7d_trigger_t_4,2.4089105129241943,14
ratio_trigger_t_2_among_followed_by_purchase_7d,2.403409481048584,15
second_store_ratio,2.3932158946990967,16
share_purchases_dow5,2.3652892112731934,17
p_purchase_within_7d_trigger_t_3,2.3223514556884766,18
gender,2.3153693675994873,19
std_inter_purchase_interval_days,2.286189317703247,20
mean_inter_purchase_interval_days,2.2705469131469727,21
mean_latency_days_trigger_t_1,2.2613773345947266,22
p_purchase_within_7d_trigger_t_1,2.2539801597595215,23
ratio_trigger_t_1_among_followed_by_purchase_7d,2.213423252105713,24
max_gap_between_purchases,2.2039833068847656,25
median_latency_push_to_purchase_days,2.196662425994873,26
p_purchase_within_7d_trigger_t_2,2.1509361267089844,27
ratio_trigger_t_2_7d,2.1395413875579834,28
share_purchases_dow4,2.1094017028808594,29
avg_discount_per_order,2.105278730392456,30
n_push_resolved_pre,2.0836243629455566,31
coffee_share_orders,2.0771610736846924,32
mean_latency_days_trigger_t_2,2.076340436935425,33
cv_inter_purchase_interval,2.054321765899658,34
share_push_followed_by_purchase_7d,2.049459218978882,35
n_push_with_discount_28d,2.045135736465454,36
ratio_trigger_t_3_28d,2.0308518409729004,37
days_since_last_push,2.0230202674865723,38
share_purchases_dow1,2.008294105529785,39
mean_latency_days_trigger_t_3,2.008155345916748,40
ratio_trigger_t_1_28d,2.0061275959014893,41
mean_latency_push_to_purchase_days,1.9968128204345703,42
share_purchases_dow0,1.9874945878982544,43
ratio_trigger_t_2_28d,1.9839987754821777,44
take_address_rate,1.9809974431991577,45
coupon_usage_rate,1.9718159437179565,46
manufacturer,1.9539730548858643,47
n_order_categories_avg,1.9525307416915894,48
n_push_with_coupon_28d,1.9479644298553467,49
ratio_trigger_t_3_among_followed_by_purchase_7d,1.9436594247817993,50
entropy_dow,1.9432395696640015,51
ratio_trigger_t_1_7d,1.933442234992981,52
total_spend_pre,1.9315834045410156,53
share_purchases_dow6,1.9159010648727417,54
ratio_trigger_t_1_14d,1.8974217176437378,55
avg_use_coffee_wallet,1.8946161270141602,56
push,1.8703724145889282,57
avg_food_num,1.8702679872512817,58
share_purchases_dow3,1.8691725730895996,59
mean_discount_28d,1.868119478225708,60
share_purchases_dow2,1.8340909481048584,61
avg_basket_size,1.8239456415176392,62
mean_latency_days_trigger_t_4,1.8232766389846802,63
n_push_28d,1.7859957218170166,64
total_spend_last_2w,1.7724984884262085,65
avg_delivery_pay,1.766484260559082,66
ratio_trigger_t_2_14d,1.7570629119873047,67
ratio_trigger_t_4_7d,1.7549577951431274,68
modal_purchase_dow,1.7357938289642334,69
n_distinct_trigger_28d,1.7282894849777222,70
n_push_since_last_purchase,1.6954466104507446,71
ratio_trigger_t_3_14d,1.6776460409164429,72
unique_stores_pre,1.661220669746399,73
callphone,1.601279854774475,74
share_push_discount_28d,1.5949512720108032,75
mean_coupon_28d,1.5871657133102417,76
n_push_14d,1.526016354560852,77
ratio_trigger_t_4_14d,1.4746543169021606,78
n_distinct_trigger_7d,1.4272866249084473,79
ratio_trigger_t_3_7d,1.3399817943572998,80
n_push_7d,1.331193208694458,81
ratio_trigger_t_4_among_followed_by_purchase_7d,1.1870417594909668,82
ratio_trigger_t_4_28d,1.1604530811309814,83
n_distinct_trigger_14d,0.9831863641738892,84
has_inviter,0.45962753891944885,85
purchased_in_last_7_days,0.24996820092201233,86
purchased_in_last_14_days,0.12910118699073792,87
