feature,importance,rank
total_purchase_days_pre,2.776151657104492,1
purchases_per_week_last_4w,2.5238873958587646,2
total_spend_last_2w,1.9701809883117676,3
days_since_last_purchase,1.5875250101089478,4
total_orders_pre,1.4409910440444946,5
avg_delivery_pay,1.2738652229309082,6
level,1.198610544204712,7
entropy_dow,1.1498538255691528,8
avg_food_num,1.1368584632873535,9
avg_use_coffee_wallet,1.1262716054916382,10
share_weeks_with_purchase,1.0973109006881714,11
cv_inter_purchase_interval,1.068550944328308,12
mean_inter_purchase_interval_days,1.0598242282867432,13
total_spend_pre,1.0534467697143555,14
purchases_per_week_all_pre,1.0083180665969849,15
coffee_share_orders,1.0061217546463013,16
second_store_ratio,0.995816171169281,17
preferred_store_ratio,0.9948956370353699,18
coupon_usage_rate,0.9751391410827637,19
share_purchases_dow2,0.9646173715591431,20
share_purchases_dow0,0.9391844272613525,21
max_gap_between_purchases,0.9271052479743958,22
std_inter_purchase_interval_days,0.9234129190444946,23
share_purchases_dow5,0.9159066677093506,24
avg_coffee_num,0.9051932692527771,25
avg_basket_size,0.9017360210418701,26
purchases_per_week_last_2w,0.9014883637428284,27
share_purchases_dow6,0.8866940140724182,28
avg_discount_per_order,0.8807623386383057,29
share_purchases_dow3,0.8727316856384277,30
manufacturer,0.843988835811615,31
share_purchases_dow4,0.8340873718261719,32
share_purchases_dow1,0.8314918279647827,33
total_spend_last_4w,0.8303123116493225,34
push,0.8282519578933716,35
longest_consecutive_streak_days,0.8030120134353638,36
modal_purchase_dow,0.7981314063072205,37
purchases_per_week_last_1w,0.7742050886154175,38
gender,0.7296703457832336,39
take_address_rate,0.6802135109901428,40
callphone,0.6326838731765747,41
n_order_categories_avg,0.5813773274421692,42
has_inviter,0.5399176478385925,43
unique_stores_pre,0.5292637348175049,44
purchased_in_last_14_days,0.13528570532798767,45
purchased_in_last_7_days,0.1242513358592987,46
