member_id,dept_id,closure_start,closure_end,period,period_start,period_end,is_treated,group,label,displacement_prob,predicted_displaced
10321,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,0,0.010083493,0
18657,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,0,0.2865654,0
19314,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,0,0.02294777,0
32900,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,0,0.04670591,0
34178,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.90874076,1
35665,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.8407192,1
42554,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.9924028,1
51295,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.9656957,1
56047,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.9711562,1
56170,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,0,0.18270391,0
60037,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,0,0.06208577,0
65200,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.9883664,1
111055,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.99158514,1
117923,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.9981558,1
129156,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.99018174,1
134081,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,0,0.05917403,0
134687,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.9715234,1
152059,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.9925364,1
161171,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.9425289,1
171286,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.9687517,1
173773,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.9921761,1
178616,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,0,0.07667753,0
184705,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,0,0.064833194,0
190605,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,0,0.07182903,0
196308,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.9927297,1
207994,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.9203449,1
219503,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.99944025,1
220211,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,0,0.067443594,0
258430,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.9618377,1
271302,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.98049647,1
285566,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.9986111,1
291952,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,0,0.04769269,0
307102,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.9932279,1
315678,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.9828593,1
317620,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,0,0.0125164455,0
320624,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.9846089,1
328790,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.93215805,1
329956,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,0,0.17714462,0
352020,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.9774599,1
365769,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.98793447,1
367568,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.96000457,1
367762,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,0,0.04952637,0
401601,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,0,0.08219775,0
425838,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.99790335,1
440520,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.9790754,1
446538,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.91015744,1
456147,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,0,0.020052636,0
456780,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.99811065,1
477874,253,2021-01-20,2021-02-28,-4,2020-08-13,2020-09-21,1,treatment,1,0.95136774,1
