member_id,dept_id,closure_start,closure_end,period,period_start,period_end,is_treated,group,label,displacement_prob,predicted_displaced
79,124,2021-07-22,2021-08-18,-4,2021-04-01,2021-04-28,1,treatment,0,0.19218168,0
259,124,2021-07-22,2021-08-18,-4,2021-04-01,2021-04-28,1,treatment,0,0.0074153505,0
1733,124,2021-07-22,2021-08-18,-4,2021-04-01,2021-04-28,1,treatment,0,0.055667136,0
1808,124,2021-07-22,2021-08-18,-4,2021-04-01,2021-04-28,1,treatment,1,0.949668,1
2846,124,2021-07-22,2021-08-18,-4,2021-04-01,2021-04-28,1,treatment,0,0.38459635,0
3155,124,2021-07-22,2021-08-18,-4,2021-04-01,2021-04-28,1,treatment,0,0.075714335,0
3320,124,2021-07-22,2021-08-18,-4,2021-04-01,2021-04-28,1,treatment,1,0.9722741,1
3322,124,2021-07-22,2021-08-18,-4,2021-04-01,2021-04-28,1,treatment,1,0.8275011,1
3324,124,2021-07-22,2021-08-18,-4,2021-04-01,2021-04-28,1,treatment,1,0.9984366,1
4338,124,2021-07-22,2021-08-18,-4,2021-04-01,2021-04-28,1,treatment,1,0.8732672,1
5639,124,2021-07-22,2021-08-18,-4,2021-04-01,2021-04-28,1,treatment,1,0.8855974,1
5645,124,2021-07-22,2021-08-18,-4,2021-04-01,2021-04-28,1,treatment,0,0.16218403,0
6975,124,2021-07-22,2021-08-18,-4,2021-04-01,2021-04-28,1,treatment,1,0.8999567,1
9002,124,2021-07-22,2021-08-18,-4,2021-04-01,2021-04-28,1,treatment,1,0.8967672,1
9205,124,2021-07-22,2021-08-18,-4,2021-04-01,2021-04-28,1,treatment,0,0.014934657,0
11560,124,2021-07-22,2021-08-18,-4,2021-04-01,2021-04-28,1,treatment,0,0.010354119,0
11715,124,2021-07-22,2021-08-18,-4,2021-04-01,2021-04-28,1,treatment,0,0.4321463,0
13019,124,2021-07-22,2021-08-18,-4,2021-04-01,2021-04-28,1,treatment,0,0.036155477,0
16232,124,2021-07-22,2021-08-18,-4,2021-04-01,2021-04-28,1,treatment,0,0.13779247,0
17128,124,2021-07-22,2021-08-18,-4,2021-04-01,2021-04-28,1,treatment,1,0.9706953,1
