member_id,dept_id,closure_start,closure_end,period,period_start,period_end,is_treated,group,label,displacement_prob,predicted_displaced
6784,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,1,0.92013836,1
7903,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.052673258,0
10947,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,1,0.7470107,1
16469,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,1,0.96469426,1
21114,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,1,0.81710666,1
33476,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.21619892,0
39163,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,1,0.83570695,1
45184,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,1,0.9091639,1
48762,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.17174478,0
52141,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,1,0.9263582,1
58860,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,1,0.8386243,1
62469,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.07752838,0
76050,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.016604036,0
79298,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.022766963,0
80871,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.10095593,0
87063,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.015463902,0
96209,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.0019509335,0
97153,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.0123152435,0
98812,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.004796059,0
98824,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.064223744,0
102063,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.01260907,0
109626,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.033137716,0
111496,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.14220043,0
119011,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.011828866,0
121636,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.0006026358,0
123181,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.06572367,0
136524,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.004078595,0
146423,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.008878892,0
151469,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.011729445,0
152087,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.06976318,0
152236,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,1,0.73362267,1
158580,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.0018353986,0
169729,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.31267968,0
173618,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.001006507,0
174847,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,1,0.4957218,0
174932,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.004756565,0
180335,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.001377335,0
182745,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.18018188,0
185286,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.18648298,0
201199,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,1,0.8657037,1
204988,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.0052415463,0
212995,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,1,0.5607784,1
213846,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.0064061885,0
235740,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.023397297,0
238996,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,1,0.7468965,1
244043,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.11892381,0
247027,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.38590938,0
250921,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.049272,0
251348,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,1,0.7509356,1
251508,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.18176731,0
255287,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,1,0.8021172,1
258464,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.00021690008,0
263146,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.009044099,0
277586,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.016105942,0
279708,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.012947168,0
289230,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,1,0.92859,1
295105,47,2021-07-30,2021-08-10,-4,2021-06-12,2021-06-23,1,treatment,0,0.007258197,0
