feature,importance,rank
purchases_per_week_last_4w,5.136441707611084,1
ratio_trigger_t_4_28d,4.369781494140625,2
p_purchase_within_7d_trigger_t_4,3.453958749771118,3
total_spend_last_4w,3.305474042892456,4
total_purchase_days_pre,3.157956123352051,5
mean_coupon_28d,2.237189531326294,6
total_spend_last_2w,1.7156434059143066,7
days_since_last_purchase,1.683815360069275,8
preferred_store_ratio,1.633097767829895,9
n_distinct_trigger_14d,1.5141918659210205,10
purchases_per_week_all_pre,1.4752089977264404,11
n_push_with_discount_28d,1.474191427230835,12
ratio_trigger_t_2_28d,1.3311854600906372,13
mean_discount_28d,1.3271251916885376,14
ratio_trigger_t_2_among_followed_by_purchase_7d,1.323563814163208,15
p_purchase_within_7d_trigger_t_2,1.3025723695755005,16
ratio_trigger_t_4_14d,1.282536506652832,17
median_latency_push_to_purchase_days,1.2792712450027466,18
total_orders_pre,1.278256893157959,19
avg_food_num,1.2699410915374756,20
avg_delivery_pay,1.2688446044921875,21
mean_latency_days_trigger_t_2,1.2610433101654053,22
n_distinct_trigger_7d,1.2606914043426514,23
ratio_trigger_t_1_among_followed_by_purchase_7d,1.2581018209457397,24
share_weeks_with_purchase,1.223844289779663,25
n_push_since_last_purchase,1.2037570476531982,26
ratio_trigger_t_1_14d,1.1918601989746094,27
share_push_followed_by_purchase_7d,1.1761826276779175,28
share_purchases_dow6,1.15840744972229,29
mean_latency_days_trigger_t_1,1.1498897075653076,30
avg_use_coffee_wallet,1.149121642112732,31
longest_consecutive_streak_days,1.148393154144287,32
n_push_resolved_pre,1.1438472270965576,33
p_purchase_within_7d_trigger_t_1,1.1420847177505493,34
mean_inter_purchase_interval_days,1.1419038772583008,35
max_gap_between_purchases,1.1234699487686157,36
coupon_usage_rate,1.1129734516143799,37
mean_latency_push_to_purchase_days,1.1084163188934326,38
take_address_rate,1.1010631322860718,39
std_inter_purchase_interval_days,1.0870791673660278,40
ratio_trigger_t_2_14d,1.0823376178741455,41
cv_inter_purchase_interval,1.082142949104309,42
purchases_per_week_last_1w,1.070847988128662,43
share_purchases_dow5,1.0631083250045776,44
avg_discount_per_order,1.035638689994812,45
n_push_28d,1.0332125425338745,46
share_purchases_dow2,1.0323774814605713,47
entropy_dow,1.0299667119979858,48
avg_basket_size,1.0117394924163818,49
share_purchases_dow0,1.0030922889709473,50
share_purchases_dow4,1.0020906925201416,51
ratio_trigger_t_1_28d,0.9909448623657227,52
total_spend_pre,0.9844856262207031,53
n_distinct_trigger_28d,0.9813183546066284,54
share_purchases_dow3,0.9751802086830139,55
callphone,0.9710310697555542,56
modal_purchase_dow,0.9697318077087402,57
avg_coffee_num,0.9661954045295715,58
share_purchases_dow1,0.9535828232765198,59
level,0.951582133769989,60
ratio_trigger_t_4_among_followed_by_purchase_7d,0.9488721489906311,61
days_since_last_push,0.9459352493286133,62
manufacturer,0.9328134059906006,63
purchases_per_week_last_2w,0.9221604466438293,64
n_push_14d,0.9162546396255493,65
ratio_trigger_t_2_7d,0.9025949239730835,66
coffee_share_orders,0.8959994912147522,67
n_order_categories_avg,0.8930883407592773,68
ratio_trigger_t_1_7d,0.8609644770622253,69
second_store_ratio,0.8395241498947144,70
gender,0.7909667491912842,71
n_push_with_coupon_28d,0.692205548286438,72
mean_latency_days_trigger_t_4,0.6552610397338867,73
unique_stores_pre,0.6162793636322021,74
n_push_7d,0.49030789732933044,75
push,0.43440738320350647,76
has_inviter,0.33287322521209717,77
purchased_in_last_7_days,0.25853630900382996,78
purchased_in_last_14_days,0.14622965455055237,79
