term,coef_main_sample,pvalue_main_sample,coef_exclude_cross_store,pvalue_exclude_cross_store,coef_change
post_X_treated,0.01102812085022967,0.012868041377198658,0.007601767457792769,0.08742810282287161,-0.0034263533924369016
post_X_treated_X_disp,0.0036760023834931225,0.7029723298934922,-0.006669378799502155,0.5144655234280688,-0.010345381182995278
