term,coef_main_sample,pvalue_main_sample,coef_exclude_cross_store,pvalue_exclude_cross_store,coef_change
post_X_treated,0.0008918576705483,0.1804484347092474,0.0005618093086963839,0.3959129635138652,-0.00033004836185191605
post_X_treated_X_disp,0.0058288740228768,0.0206960866606897,0.0051500273249601184,0.042975235207853846,-0.0006788466979166814
