closure_events,ddd_coef,ddd_se,ddd_pvalue,ddd_ci_low,ddd_ci_high,n,pretrend_pvalue
22,-0.03864450302766228,0.016715720486778843,0.031020952373977728,-0.0734067467765657,-0.003882259278758869,113269,0.7068791820498714
18,-0.041488579191557545,0.018439221525443746,0.03798167880649195,-0.08039193600905818,-0.0025852223740569086,99644,0.8406808893107214
