spec,term,n,r2_within,coef,se,pvalue
score_collapsed,post_X_treated,1965,0.0032653833203897253,0.11515563153113077,0.06819390835334947,0.09196722553114545
score_collapsed,post_X_score,1965,0.0032653833203897253,-0.02147235797496843,0.06290602957577947,0.7330040163982003
score_collapsed,post_X_treated_X_score,1965,0.0032653833203897253,-0.035290145840065706,0.14188221095354306,0.8036823156391693
