spec,estimand,term,n,r2_within,coef,se,pvalue,ci_low,ci_high,group
event_score_C,,"C(rel_t, contr.treatment(base=-1))[-2]:treated",99644,0.0013286628242792364,-0.004372509537839714,0.014766681530227524,0.7707354957822883,-0.03552748426321526,0.026782465187535832,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[1]:treated",99644,0.0013286628242792364,0.004096151448880624,0.014122023562368713,0.7752830434178526,-0.02569871385353212,0.03389101675129337,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[2]:treated",99644,0.0013286628242792364,-0.007390976259893681,0.016906693554134655,0.6674959444071513,-0.04306098169005881,0.028279029170271443,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[3]:treated",99644,0.0013286628242792364,-0.0058344601328495695,0.02234106298861916,0.7971111340107262,-0.0529699828515906,0.04130106258589146,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[4]:treated",99644,0.0013286628242792364,0.003294254018225411,0.020572858121627673,0.8746689001512957,-0.04011068252733653,0.04669919056378735,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[-4]:treated_X_score",99644,0.0013286628242792364,0.02282515926998809,0.03242729939997216,0.4910329420339359,-0.04559046215113374,0.09124078069110991,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[-3]:treated_X_score",99644,0.0013286628242792364,0.03390587082317214,0.019718073887970703,0.10366991525614644,-0.007695628630534128,0.0755073702768784,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[-2]:treated_X_score",99644,0.0013286628242792364,0.00971390672085531,0.017697541768468498,0.5902218170412872,-0.027624642591612913,0.04705245603332353,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[1]:treated_X_score",99644,0.0013286628242792364,-0.02634219472402878,0.03039964102998232,0.3982652906745894,-0.09047983092962221,0.03779544148156465,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[2]:treated_X_score",99644,0.0013286628242792364,-0.024980023948076868,0.029850328320439178,0.41429062579905596,-0.08795871164197443,0.037998663745820685,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[3]:treated_X_score",99644,0.0013286628242792364,-0.044883644471454605,0.03472560931769099,0.2134687913094817,-0.11814827595966812,0.028380987016758903,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[4]:treated_X_score",99644,0.0013286628242792364,-0.04043016933731204,0.023795617195474097,0.10753232261055379,-0.0906345331804784,0.009774194505854317,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[-4]:displacement_prob_centered",99644,0.0013286628242792364,0.04649351254536178,0.022088101371267703,0.05047741686643614,-0.00010830781249727278,0.09309533290322083,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[-3]:displacement_prob_centered",99644,0.0013286628242792364,0.037561317442141744,0.022246958496822327,0.10959596042471609,-0.00937566215386225,0.08449829703814574,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[-2]:displacement_prob_centered",99644,0.0013286628242792364,0.03145178892947755,0.014016820719588112,0.03844785845055898,0.0018788822235956543,0.06102469563535945,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[1]:displacement_prob_centered",99644,0.0013286628242792364,0.06765839595188267,0.023977774072163394,0.011755336080389256,0.01706971469266779,0.11824707721109753,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[2]:displacement_prob_centered",99644,0.0013286628242792364,0.1004362824558072,0.022323994366239042,0.0003164076275505856,0.0533367713824559,0.1475357935291585,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[3]:displacement_prob_centered",99644,0.0013286628242792364,0.08749844828751559,0.026573583245442588,0.004297416904778695,0.03143308839743399,0.14356380817759717,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[4]:displacement_prob_centered",99644,0.0013286628242792364,0.0525286580976288,0.022521170825437527,0.032227899744210475,0.005013141059078546,0.10004417513617905,event_study
