spec,formula,n,r2,r2_within
binary_collapsed,n_purchases ~ post_X_treated + post_X_disp + post_X_treated_X_disp | event_fe_id + rel_t + calendar_month,321184,0.5622840217157083,0.013024378924477609
binary_collapsed_group_effects,n_purchases ~ post_X_treated_X_low + post_X_disp + post_X_treated_X_high | event_fe_id + rel_t + calendar_month,321184,0.562284021715708,0.01302437892447672
