term,label,estimate,se,tvalue,pvalue_two_sided,ci_low,ci_high,pvalue_one_sided_positive,n,reference_df,cluster,n_clusters,estimate_percentage_points,se_percentage_points,r2,within_r2
post_X_treated_X_incidence,DDD at mean baseline novelty and order history,-0.013049865958771483,0.020003746015514943,-0.6523711083239101,0.522885899081122,-0.055254080917326046,0.029154348999783076,0.738557050459439,79578,17.0,closure_event_id,18,-1.3049865958771483,2.0003746015514943,0.4107000160946228,0.03886795392486675
post_X_treated_X_incidence_X_baseline_novelty,Change in DDD per SD of baseline novelty,0.02939350986366981,0.014742858982816942,1.993745575259755,0.062476748422152895,-0.0017112036800772147,0.06049822340741684,0.031238374211076447,79578,17.0,closure_event_id,18,2.939350986366981,1.4742858982816942,0.4107000160946228,0.03886795392486675
