rel_t,term,estimate,se,pvalue_two_sided,pvalue_one_sided_positive,ci_low,ci_high,n
-4,rel_m4_X_treated_X_incidence_X_baseline_novelty,-0.012676343026324033,0.022322816642529733,0.577550527182175,0.7112247364089125,-0.05977336931985008,0.03442068326720201,79578
-3,rel_m3_X_treated_X_incidence_X_baseline_novelty,-0.002481741435950843,0.03092579608426481,0.9369769490012567,0.5315115254993716,-0.06772946777142931,0.06276598489952763,79578
-2,rel_m2_X_treated_X_incidence_X_baseline_novelty,0.015810249327622438,0.02128129382402929,0.4676744487022577,0.23383722435112886,-0.02908935589876251,0.06070985455400739,79578
1,rel_p1_X_treated_X_incidence_X_baseline_novelty,0.052921258413875724,0.026551767967475236,0.06254923070556329,0.03127461535278164,-0.003098075262919185,0.10894059209067064,79578
2,rel_p2_X_treated_X_incidence_X_baseline_novelty,-0.01404519882153701,0.026624004968264024,0.60463696974448,0.69768151512776,-0.07021693924789206,0.042126541604818046,79578
3,rel_p3_X_treated_X_incidence_X_baseline_novelty,0.03570737552056238,0.04040446653901504,0.38915961569966306,0.19457980784983153,-0.049538597397496546,0.1209533484386213,79578
4,rel_p4_X_treated_X_incidence_X_baseline_novelty,0.014122957137806235,0.03063829134852984,0.6506714229649788,0.3253357114824894,-0.05051818722751774,0.07876410150313021,79578
